"code.source","code.target","Relationship","adjustment","group.id"
70521,70521,"1:1","2002 to 1996",NA
70529,70529,"1:1","2002 to 1996",NA
70610,70610,"1:1","2002 to 1996",NA
70690,70690,"1:1","2002 to 1996",NA
70700,70700,"1:1","2002 to 1996",NA
70810,70810,"1:1","2002 to 1996",NA
70820,70820,"1:1","2002 to 1996",NA
70890,70890,"1:1","2002 to 1996",NA
70910,70910,"1:1","2002 to 1996",NA
70920,70920,"1:1","2002 to 1996",NA
70930,70930,"1:1","2002 to 1996",NA
70940,70940,"1:1","2002 to 1996",NA
70951,70951,"n:1","2002 to 1996",NA
70952,70952,"1:1","2002 to 1996",NA
70959,70951,"n:1","2002 to 1996",NA
70960,70960,"1:1","2002 to 1996",NA
70970,70970,"1:1","2002 to 1996",NA
70990,70990,"1:1","2002 to 1996",NA
71010,71010,"1:1","2002 to 1996",NA
71021,71021,"1:1","2002 to 1996",NA
71022,71022,"1:1","2002 to 1996",NA
71029,71029,"1:1","2002 to 1996",NA
71030,71030,"1:1","2002 to 1996",NA
71040,71040,"1:1","2002 to 1996",NA
71080,71080,"1:1","2002 to 1996",NA
71090,71090,"1:1","2002 to 1996",NA
71120,71120,"1:1","2002 to 1996",NA
71130,71130,"1:1","2002 to 1996",NA
71140,71140,"1:1","2002 to 1996",NA
71151,71190,"n:1","2002 to 1996",2
71159,71190,"n:1","2002 to 1996",2
71190,71110,"1:n","2002 to 1996",2
71190,71190,"n:n","2002 to 1996",2
71220,71220,"1:1","2002 to 1996",NA
71231,71230,"n:1","2002 to 1996",NA
71232,71230,"n:1","2002 to 1996",NA
71233,71230,"n:1","2002 to 1996",NA
71239,71230,"n:1","2002 to 1996",NA
71290,71290,"1:1","2002 to 1996",NA
71310,71310,"1:1","2002 to 1996",NA
71320,71320,"1:1","2002 to 1996",NA
71331,71331,"1:1","2002 to 1996",NA
71332,71332,"1:1","2002 to 1996",NA
71333,71333,"1:1","2002 to 1996",NA
71339,71339,"1:1","2002 to 1996",NA
71340,71340,"1:1","2002 to 1996",NA
71350,71350,"1:1","2002 to 1996",NA
71390,71390,"1:1","2002 to 1996",NA
71410,71410,"1:1","2002 to 1996",NA
71420,71420,"1:1","2002 to 1996",NA
71490,71490,"1:1","2002 to 1996",NA
80111,80111,"1:1","2002 to 1996",NA
80119,80119,"1:1","2002 to 1996",NA
80121,80121,"1:1","2002 to 1996",NA
80122,80122,"1:1","2002 to 1996",NA
80131,80131,"1:1","2002 to 1996",NA
80132,80132,"1:1","2002 to 1996",NA
80211,80211,"1:1","2002 to 1996",NA
80212,80212,"1:1","2002 to 1996",NA
80221,80221,"1:1","2002 to 1996",NA
80222,80222,"1:1","2002 to 1996",NA
80231,80231,"1:1","2002 to 1996",NA
80232,80232,"1:1","2002 to 1996",NA
80240,80240,"1:1","2002 to 1996",NA
80250,80250,"1:1","2002 to 1996",NA
80290,80290,"1:1","2002 to 1996",NA
80300,80300,"1:1","2002 to 1996",NA
80410,80410,"1:1","2002 to 1996",NA
80420,80420,"1:1","2002 to 1996",NA
80430,80430,"1:1","2002 to 1996",NA
80440,80440,"1:1","2002 to 1996",NA
80450,80450,"1:1","2002 to 1996",NA
80510,80510,"1:1","2002 to 1996",NA
80520,80520,"1:1","2002 to 1996",NA
80540,80540,"1:1","2002 to 1996",NA
80550,80530,"1:n","2002 to 1996",3
80550,80590,"n:n","2002 to 1996",3
80590,80590,"n:1","2002 to 1996",3
80610,80610,"1:1","2002 to 1996",NA
80620,80620,"1:1","2002 to 1996",NA
80711,80711,"1:1","2002 to 1996",NA
80719,80719,"1:1","2002 to 1996",NA
80720,80720,"1:1","2002 to 1996",NA
80810,80810,"1:1","2002 to 1996",NA
80820,80820,"1:1","2002 to 1996",NA
80910,80910,"1:1","2002 to 1996",NA
80920,80920,"1:1","2002 to 1996",NA
80930,80930,"1:1","2002 to 1996",NA
80940,80940,"1:1","2002 to 1996",NA
81010,81010,"1:1","2002 to 1996",NA
81020,81020,"1:1","2002 to 1996",NA
81030,81030,"1:1","2002 to 1996",NA
81040,81040,"1:1","2002 to 1996",NA
81050,81050,"1:1","2002 to 1996",NA
81060,81090,"n:1","2002 to 1996",NA
81090,81090,"n:1","2002 to 1996",NA
81110,81110,"1:1","2002 to 1996",NA
81120,81120,"1:1","2002 to 1996",NA
81190,81190,"1:1","2002 to 1996",NA
81210,81210,"1:1","2002 to 1996",NA
81290,81220,"1:n","2002 to 1996",4
81290,81290,"1:n","2002 to 1996",4
81310,81310,"1:1","2002 to 1996",NA
81320,81320,"1:1","2002 to 1996",NA
81330,81330,"1:1","2002 to 1996",NA
81340,81340,"1:1","2002 to 1996",NA
81350,81350,"1:1","2002 to 1996",NA
81400,81400,"1:1","2002 to 1996",NA
90111,90111,"1:1","2002 to 1996",NA
90112,90112,"1:1","2002 to 1996",NA
90121,90121,"1:1","2002 to 1996",NA
90122,90122,"1:1","2002 to 1996",NA
90190,90190,"1:1","2002 to 1996",NA
90210,90210,"1:1","2002 to 1996",NA
90220,90220,"1:1","2002 to 1996",NA
90230,90230,"1:1","2002 to 1996",NA
90240,90240,"1:1","2002 to 1996",NA
90300,90300,"1:1","2002 to 1996",NA
90411,90411,"1:1","2002 to 1996",NA
90412,90412,"1:1","2002 to 1996",NA
90420,90420,"1:1","2002 to 1996",NA
90500,90500,"1:1","2002 to 1996",NA
90610,90610,"1:1","2002 to 1996",NA
90620,90620,"1:1","2002 to 1996",NA
90700,90700,"1:1","2002 to 1996",NA
90810,90810,"1:1","2002 to 1996",NA
90820,90820,"1:1","2002 to 1996",NA
90830,90830,"1:1","2002 to 1996",NA
90910,90910,"1:1","2002 to 1996",NA
90920,90920,"1:1","2002 to 1996",NA
90930,90930,"1:1","2002 to 1996",NA
90940,90940,"1:1","2002 to 1996",NA
90950,90950,"1:1","2002 to 1996",NA
91010,91010,"1:1","2002 to 1996",NA
91020,91020,"1:1","2002 to 1996",NA
91030,91030,"1:1","2002 to 1996",NA
91040,91040,"1:1","2002 to 1996",NA
91050,91050,"1:1","2002 to 1996",NA
91091,91091,"1:1","2002 to 1996",NA
91099,91099,"1:1","2002 to 1996",NA
100110,100110,"1:1","2002 to 1996",NA
100190,100190,"1:1","2002 to 1996",NA
100200,100200,"1:1","2002 to 1996",NA
100300,100300,"1:1","2002 to 1996",NA
100400,100400,"1:1","2002 to 1996",NA
100510,100510,"1:1","2002 to 1996",NA
100590,100590,"1:1","2002 to 1996",NA
100610,100610,"1:1","2002 to 1996",NA
100620,100620,"1:1","2002 to 1996",NA
100630,100630,"1:1","2002 to 1996",NA
100640,100640,"1:1","2002 to 1996",NA
100700,100700,"1:1","2002 to 1996",NA
100810,100810,"1:1","2002 to 1996",NA
100820,100820,"1:1","2002 to 1996",NA
100830,100830,"1:1","2002 to 1996",NA
100890,100890,"1:1","2002 to 1996",NA
110100,110100,"1:1","2002 to 1996",NA
110210,110210,"1:1","2002 to 1996",NA
110220,110220,"1:1","2002 to 1996",NA
110230,110230,"1:1","2002 to 1996",NA
110290,110290,"1:1","2002 to 1996",NA
110311,110311,"1:1","2002 to 1996",NA
110313,110313,"1:1","2002 to 1996",NA
110319,110312,"1:n","2002 to 1996",5
110319,110314,"1:n","2002 to 1996",5
110319,110319,"1:n","2002 to 1996",5
110320,110321,"1:n","2002 to 1996",6
110320,110329,"1:n","2002 to 1996",6
110412,110412,"1:1","2002 to 1996",NA
110419,110411,"1:n","2002 to 1996",7
110419,110419,"1:n","2002 to 1996",7
110422,110422,"1:1","2002 to 1996",NA
110423,110423,"1:1","2002 to 1996",NA
110429,110421,"1:n","2002 to 1996",8
110429,110429,"1:n","2002 to 1996",8
110430,110430,"1:1","2002 to 1996",NA
110510,110510,"1:1","2002 to 1996",NA
110520,110520,"1:1","2002 to 1996",NA
110610,110610,"1:1","2002 to 1996",NA
110620,110620,"1:1","2002 to 1996",NA
110630,110630,"1:1","2002 to 1996",NA
110710,110710,"1:1","2002 to 1996",NA
110720,110720,"1:1","2002 to 1996",NA
110811,110811,"1:1","2002 to 1996",NA
110812,110812,"1:1","2002 to 1996",NA
110813,110813,"1:1","2002 to 1996",NA
110814,110814,"1:1","2002 to 1996",NA
110819,110819,"1:1","2002 to 1996",NA
110820,110820,"1:1","2002 to 1996",NA
110900,110900,"1:1","2002 to 1996",NA
120100,120100,"1:1","2002 to 1996",NA
120210,120210,"1:1","2002 to 1996",NA
120220,120220,"1:1","2002 to 1996",NA
120300,120300,"1:1","2002 to 1996",NA
120400,120400,"1:1","2002 to 1996",NA
120510,120500,"n:1","2002 to 1996",NA
120590,120500,"n:1","2002 to 1996",NA
120600,120600,"1:1","2002 to 1996",NA
120710,120710,"1:1","2002 to 1996",NA
120720,120720,"1:1","2002 to 1996",NA
120730,120730,"1:1","2002 to 1996",NA
120740,120740,"1:1","2002 to 1996",NA
120750,120750,"1:1","2002 to 1996",NA
120760,120760,"1:1","2002 to 1996",NA
120791,120791,"1:1","2002 to 1996",NA
120799,120792,"1:n","2002 to 1996",9
120799,120799,"1:n","2002 to 1996",9
120810,120810,"1:1","2002 to 1996",NA
120890,120890,"1:1","2002 to 1996",NA
120910,120911,"1:1","2002 to 1996",NA
120921,120921,"1:1","2002 to 1996",NA
120922,120922,"1:1","2002 to 1996",NA
120923,120923,"1:1","2002 to 1996",NA
120924,120924,"1:1","2002 to 1996",NA
120925,120925,"1:1","2002 to 1996",NA
120926,120926,"1:1","2002 to 1996",NA
120929,120919,"1:n","2002 to 1996",10
120929,120929,"1:n","2002 to 1996",10
120930,120930,"1:1","2002 to 1996",NA
120991,120991,"1:1","2002 to 1996",NA
120999,120999,"1:1","2002 to 1996",NA
121010,121010,"1:1","2002 to 1996",NA
121020,121020,"1:1","2002 to 1996",NA
121110,121110,"1:1","2002 to 1996",NA
121120,121120,"1:1","2002 to 1996",NA
121130,121190,"n:1","2002 to 1996",NA
121140,121190,"n:1","2002 to 1996",NA
121190,121190,"n:1","2002 to 1996",NA
121210,121210,"1:1","2002 to 1996",NA
121220,121220,"1:1","2002 to 1996",NA
121230,121230,"1:1","2002 to 1996",NA
121291,121291,"1:1","2002 to 1996",NA
121299,121292,"1:n","2002 to 1996",11
121299,121299,"1:n","2002 to 1996",11
121300,121300,"1:1","2002 to 1996",NA
121410,121410,"1:1","2002 to 1996",NA
121490,121490,"1:1","2002 to 1996",NA
130110,130110,"1:1","2002 to 1996",NA
130120,130120,"1:1","2002 to 1996",NA
130190,130190,"1:1","2002 to 1996",NA
130211,130211,"n:1","2002 to 1996",12
130212,130212,"1:1","2002 to 1996",NA
130213,130213,"1:1","2002 to 1996",NA
130214,130214,"1:1","2002 to 1996",NA
130219,130219,"1:1","2002 to 1996",NA
130220,130220,"1:1","2002 to 1996",NA
130231,130231,"1:1","2002 to 1996",NA
130232,130232,"1:1","2002 to 1996",NA
130239,130239,"1:1","2002 to 1996",NA
140110,140110,"1:1","2002 to 1996",NA
140120,140120,"1:1","2002 to 1996",NA
140190,140190,"1:1","2002 to 1996",NA
140200,140210,"1:n","2002 to 1996",13
140200,140290,"1:n","2002 to 1996",13
140300,140310,"1:n","2002 to 1996",14
140300,140390,"1:n","2002 to 1996",14
140410,140410,"1:1","2002 to 1996",NA
140420,140420,"1:1","2002 to 1996",NA
140490,140490,"1:1","2002 to 1996",NA
150100,150100,"1:1","2002 to 1996",NA
150200,150200,"1:1","2002 to 1996",NA
150300,150300,"1:1","2002 to 1996",NA
150410,150410,"1:1","2002 to 1996",NA
150420,150420,"1:1","2002 to 1996",NA
150430,150430,"1:1","2002 to 1996",NA
150500,150510,"1:n","2002 to 1996",15
150500,150590,"1:n","2002 to 1996",15
150600,150600,"1:1","2002 to 1996",NA
150710,150710,"1:1","2002 to 1996",NA
150790,150790,"1:1","2002 to 1996",NA
150810,150810,"1:1","2002 to 1996",NA
150890,150890,"1:1","2002 to 1996",NA
150910,150910,"1:1","2002 to 1996",NA
150990,150990,"1:1","2002 to 1996",NA
151000,151000,"1:1","2002 to 1996",NA
151110,151110,"1:1","2002 to 1996",NA
151190,151190,"1:1","2002 to 1996",NA
151211,151211,"1:1","2002 to 1996",NA
151219,151219,"1:1","2002 to 1996",NA
151221,151221,"1:1","2002 to 1996",NA
151229,151229,"1:1","2002 to 1996",NA
151311,151311,"1:1","2002 to 1996",NA
151319,151319,"1:1","2002 to 1996",NA
151321,151321,"1:1","2002 to 1996",NA
151329,151329,"1:1","2002 to 1996",NA
151411,151410,"n:1","2002 to 1996",NA
151419,151490,"n:1","2002 to 1996",NA
151491,151410,"n:1","2002 to 1996",NA
151499,151490,"n:1","2002 to 1996",NA
151511,151511,"1:1","2002 to 1996",NA
151519,151519,"1:1","2002 to 1996",NA
151521,151521,"1:1","2002 to 1996",NA
151529,151529,"1:1","2002 to 1996",NA
151530,151530,"1:1","2002 to 1996",NA
151540,151540,"1:1","2002 to 1996",NA
151550,151550,"1:1","2002 to 1996",NA
151590,151560,"1:n","2002 to 1996",16
151590,151590,"1:n","2002 to 1996",16
151610,151610,"1:1","2002 to 1996",NA
151620,151620,"1:1","2002 to 1996",NA
151710,151710,"1:1","2002 to 1996",NA
151790,151790,"1:1","2002 to 1996",NA
151800,151800,"1:1","2002 to 1996",NA
152000,152000,"1:1","2002 to 1996",NA
152110,152110,"1:1","2002 to 1996",NA
152190,152190,"1:1","2002 to 1996",NA
152200,152200,"1:1","2002 to 1996",NA
160100,160100,"1:1","2002 to 1996",NA
160210,160210,"1:1","2002 to 1996",NA
160220,160220,"1:1","2002 to 1996",NA
160231,160231,"1:1","2002 to 1996",NA
160232,160232,"1:1","2002 to 1996",NA
160239,160239,"1:1","2002 to 1996",NA
160241,160241,"1:1","2002 to 1996",NA
160242,160242,"1:1","2002 to 1996",NA
160249,160249,"1:1","2002 to 1996",NA
160250,160250,"1:1","2002 to 1996",NA
160290,160290,"1:1","2002 to 1996",NA
160300,160300,"1:1","2002 to 1996",NA
160411,160411,"1:1","2002 to 1996",NA
160412,160412,"1:1","2002 to 1996",NA
160413,160413,"1:1","2002 to 1996",NA
160414,160414,"1:1","2002 to 1996",NA
160415,160415,"1:1","2002 to 1996",NA
160416,160416,"1:1","2002 to 1996",NA
160419,160419,"1:1","2002 to 1996",NA
160420,160420,"1:1","2002 to 1996",NA
160430,160430,"1:1","2002 to 1996",NA
160510,160510,"1:1","2002 to 1996",NA
160520,160520,"1:1","2002 to 1996",NA
160530,160530,"1:1","2002 to 1996",NA
160540,160540,"1:1","2002 to 1996",NA
160590,160590,"1:1","2002 to 1996",NA
170111,170111,"1:1","2002 to 1996",NA
170112,170112,"1:1","2002 to 1996",NA
170191,170191,"1:1","2002 to 1996",NA
170199,170199,"1:1","2002 to 1996",NA
170211,170211,"1:1","2002 to 1996",NA
170219,170219,"1:1","2002 to 1996",NA
170220,170220,"1:1","2002 to 1996",NA
170230,170230,"1:1","2002 to 1996",NA
170240,170240,"1:1","2002 to 1996",NA
170250,170250,"1:1","2002 to 1996",NA
170260,170260,"1:1","2002 to 1996",NA
170290,170290,"1:1","2002 to 1996",NA
170310,170310,"1:1","2002 to 1996",NA
170390,170390,"1:1","2002 to 1996",NA
170410,170410,"1:1","2002 to 1996",NA
170490,170490,"1:1","2002 to 1996",NA
180100,180100,"1:1","2002 to 1996",NA
180200,180200,"1:1","2002 to 1996",NA
180310,180310,"1:1","2002 to 1996",NA
180320,180320,"1:1","2002 to 1996",NA
180400,180400,"1:1","2002 to 1996",NA
180500,180500,"1:1","2002 to 1996",NA
180610,180610,"1:1","2002 to 1996",NA
180620,180620,"1:1","2002 to 1996",NA
180631,180631,"1:1","2002 to 1996",NA
180632,180632,"1:1","2002 to 1996",NA
180690,180690,"1:1","2002 to 1996",NA
190110,190110,"1:1","2002 to 1996",NA
190120,190120,"1:1","2002 to 1996",NA
190190,190190,"1:1","2002 to 1996",NA
190211,190211,"1:1","2002 to 1996",NA
190219,190219,"1:1","2002 to 1996",NA
190220,190220,"1:1","2002 to 1996",NA
190230,190230,"1:1","2002 to 1996",NA
190240,190240,"1:1","2002 to 1996",NA
190300,190300,"1:1","2002 to 1996",NA
190410,190410,"1:1","2002 to 1996",NA
190420,190420,"1:1","2002 to 1996",NA
190430,190490,"n:1","2002 to 1996",NA
190490,190490,"n:1","2002 to 1996",NA
190510,190510,"1:1","2002 to 1996",NA
190520,190520,"1:1","2002 to 1996",NA
190531,190530,"n:1","2002 to 1996",NA
190532,190530,"n:1","2002 to 1996",NA
190540,190540,"1:1","2002 to 1996",NA
190590,190590,"1:1","2002 to 1996",NA
200110,200110,"1:1","2002 to 1996",NA
200190,200120,"1:n","2002 to 1996",17
200190,200190,"1:n","2002 to 1996",17
200210,200210,"1:1","2002 to 1996",NA
200290,200290,"1:1","2002 to 1996",NA
200310,200310,"n:1","2002 to 1996",NA
200320,200320,"1:1","2002 to 1996",NA
200390,200310,"n:1","2002 to 1996",NA
200410,200410,"1:1","2002 to 1996",NA
200490,200490,"1:1","2002 to 1996",NA
200510,200510,"1:1","2002 to 1996",NA
