"code.target","code.source","Relationship","adjustment","group.id"
29297,2924,"n:n","1988 to 1976",24
29297,29298,"n:n","1988 to 1976",24
29299,29298,"n:1","1988 to 1976",24
32121,3222,"n:1","1988 to 1976",92
32122,3222,"n:1","1988 to 1976",92
32221,3223,"1:1","1988 to 1976",NA
32222,32312,"1:1","1988 to 1976",NA
33411,33411,"1:1","1988 to 1976",NA
33412,33412,"1:1","1988 to 1976",NA
33419,33419,"1:1","1988 to 1976",NA
33421,33421,"1:1","1988 to 1976",NA
33429,33429,"1:1","1988 to 1976",NA
33511,33511,"1:1","1988 to 1976",NA
33512,33512,"1:1","1988 to 1976",NA
33521,33521,"1:1","1988 to 1976",NA
33522,33522,"1:1","1988 to 1976",NA
33523,33523,"1:1","1988 to 1976",NA
33524,33524,"1:1","1988 to 1976",NA
33525,33525,"1:1","1988 to 1976",NA
33531,33531,"1:1","1988 to 1976",NA
33532,33532,"1:1","1988 to 1976",NA
33541,33541,"1:1","1988 to 1976",NA
33542,33542,"1:1","1988 to 1976",NA
33543,33543,"1:1","1988 to 1976",NA
41111,4312,"n:n","1988 to 1976",3
41111,41111,"n:n","1988 to 1976",3
41112,4312,"n:n","1988 to 1976",3
41112,41112,"n:n","1988 to 1976",3
41113,4312,"n:n","1988 to 1976",3
41113,41113,"n:n","1988 to 1976",3
41131,41131,"1:1","1988 to 1976",NA
41132,41132,"1:n","1988 to 1976",3
41132,41139,"n:n","1988 to 1976",3
41133,41133,"1:1","1988 to 1976",NA
41134,41134,"n:1","1988 to 1976",95
41135,41134,"n:1","1988 to 1976",95
41139,4312,"n:n","1988 to 1976",3
41139,41139,"n:n","1988 to 1976",3
42111,4232,"n:1","1988 to 1976",3
42119,4232,"n:n","1988 to 1976",3
42119,4312,"n:n","1988 to 1976",3
42121,4233,"n:1","1988 to 1976",3
42129,4233,"n:n","1988 to 1976",3
42129,4312,"n:n","1988 to 1976",3
42131,4234,"n:1","1988 to 1976",3
42139,4234,"n:n","1988 to 1976",3
42139,4312,"n:n","1988 to 1976",3
42141,4235,"n:1","1988 to 1976",3
42142,4235,"n:n","1988 to 1976",3
42142,4312,"n:n","1988 to 1976",3
42149,4235,"n:n","1988 to 1976",3
42149,4312,"n:n","1988 to 1976",3
42151,4236,"n:n","1988 to 1976",3
42151,4249,"n:n","1988 to 1976",3
42159,4236,"n:n","1988 to 1976",3
42159,4249,"n:n","1988 to 1976",3
42159,4312,"n:n","1988 to 1976",3
42161,4249,"n:1","1988 to 1976",3
42169,4249,"n:n","1988 to 1976",3
42169,4312,"n:n","1988 to 1976",3
42171,42391,"n:1","1988 to 1976",3
42179,4312,"n:n","1988 to 1976",3
42179,42391,"n:n","1988 to 1976",3
42211,4241,"n:1","1988 to 1976",3
42219,4241,"n:n","1988 to 1976",3
42219,4312,"n:n","1988 to 1976",3
42221,4242,"n:1","1988 to 1976",3
42229,4242,"n:n","1988 to 1976",3
42229,4312,"n:n","1988 to 1976",3
42231,4243,"n:1","1988 to 1976",3
42239,4243,"n:n","1988 to 1976",3
42239,4312,"n:n","1988 to 1976",3
42241,4244,"n:n","1988 to 1976",3
42241,4249,"n:n","1988 to 1976",3
42249,4244,"n:n","1988 to 1976",3
42249,4249,"n:n","1988 to 1976",3
42249,4312,"n:n","1988 to 1976",3
42291,4249,"n:n","1988 to 1976",3
42291,4312,"n:n","1988 to 1976",3
42299,4249,"n:n","1988 to 1976",3
42299,4312,"n:n","1988 to 1976",3
42299,43143,"n:n","1988 to 1976",3
43121,4312,"n:n","1988 to 1976",3
43121,41111,"n:n","1988 to 1976",3
43121,41112,"n:n","1988 to 1976",3
43121,41113,"n:n","1988 to 1976",3
43121,41139,"n:n","1988 to 1976",3
43122,4232,"n:n","1988 to 1976",3
43122,4233,"n:n","1988 to 1976",3
43122,4234,"n:n","1988 to 1976",3
43122,4235,"n:n","1988 to 1976",3
43122,4236,"n:n","1988 to 1976",3
43122,4241,"n:n","1988 to 1976",3
43122,4242,"n:n","1988 to 1976",3
43122,4243,"n:n","1988 to 1976",3
43122,4244,"n:n","1988 to 1976",3
43122,4245,"n:n","1988 to 1976",3
43122,4249,"n:n","1988 to 1976",3
43122,4312,"n:n","1988 to 1976",3
43122,42391,"n:n","1988 to 1976",3
43122,42392,"n:n","1988 to 1976",3
43122,59831,"n:n","1988 to 1976",3
43131,43131,"1:1","1988 to 1976",NA
43133,43133,"1:1","1988 to 1976",NA
43141,43143,"n:1","1988 to 1976",3
43142,43144,"1:1","1988 to 1976",NA
51111,51111,"1:1","1988 to 1976",NA
51112,51112,"1:1","1988 to 1976",NA
51113,51113,"n:1","1988 to 1976",96
51114,51119,"n:1","1988 to 1976",96
51119,51113,"n:n","1988 to 1976",96
51119,51119,"n:n","1988 to 1976",96
51121,51121,"1:1","1988 to 1976",NA
51122,51122,"1:1","1988 to 1976",NA
51123,51123,"1:1","1988 to 1976",NA
51124,51124,"1:1","1988 to 1976",NA
51125,51125,"1:1","1988 to 1976",NA
51126,51126,"1:1","1988 to 1976",NA
51127,51129,"n:1","1988 to 1976",97
51129,51129,"n:1","1988 to 1976",97
51131,51131,"1:1","1988 to 1976",NA
51132,51132,"1:1","1988 to 1976",NA
51133,51133,"1:1","1988 to 1976",NA
51134,51139,"n:1","1988 to 1976",98
51135,51139,"n:1","1988 to 1976",98
51136,51139,"n:1","1988 to 1976",98
51137,51139,"n:1","1988 to 1976",98
51138,51139,"n:1","1988 to 1976",98
51139,51139,"n:1","1988 to 1976",98
51211,51211,"1:1","1988 to 1976",NA
51212,51212,"1:1","1988 to 1976",NA
51213,51213,"1:1","1988 to 1976",NA
51214,51214,"1:1","1988 to 1976",NA
51215,51216,"n:1","1988 to 1976",99
51216,51216,"n:1","1988 to 1976",99
51217,51217,"1:n","1988 to 1976",3
51217,59831,"n:n","1988 to 1976",3
51219,51219,"n:n","1988 to 1976",96
51219,51699,"n:n","1988 to 1976",96
51221,51215,"1:1","1988 to 1976",NA
51222,51218,"1:1","1988 to 1976",NA
51223,51219,"n:1","1988 to 1976",96
51224,51219,"n:1","1988 to 1976",96
51225,51119,"n:1","1988 to 1976",96
51229,51119,"n:n","1988 to 1976",96
51229,51699,"n:n","1988 to 1976",96
51231,5122,"n:1","1988 to 1976",100
51235,5122,"n:1","1988 to 1976",100
51241,51234,"1:1","1988 to 1976",NA
51242,51235,"1:1","1988 to 1976",NA
51243,51236,"1:1","1988 to 1976",NA
51244,51237,"1:1","1988 to 1976",NA
51371,51371,"1:1","1988 to 1976",NA
51372,51372,"1:1","1988 to 1976",NA
51373,51373,"1:1","1988 to 1976",NA
51374,51379,"n:1","1988 to 1976",101
51375,51379,"n:1","1988 to 1976",101
51376,51379,"n:1","1988 to 1976",101
51377,51379,"n:1","1988 to 1976",101
51378,51379,"n:1","1988 to 1976",101
51379,51379,"n:1","1988 to 1976",101
51381,51381,"1:1","1988 to 1976",NA
51382,51382,"1:1","1988 to 1976",NA
51383,51383,"1:1","1988 to 1976",NA
51384,51384,"n:1","1988 to 1976",102
51385,51389,"n:1","1988 to 1976",102
51389,51384,"n:n","1988 to 1976",102
51389,51389,"n:n","1988 to 1976",102
51391,5139,"n:1","1988 to 1976",103
51392,5139,"n:1","1988 to 1976",103
51393,5139,"n:1","1988 to 1976",103
51394,5139,"n:1","1988 to 1976",103
51395,5139,"n:1","1988 to 1976",103
51396,5139,"n:1","1988 to 1976",103
51451,5145,"n:1","1988 to 1976",104
51452,5145,"n:1","1988 to 1976",104
51453,5145,"n:1","1988 to 1976",104
51454,5145,"n:1","1988 to 1976",104
51455,5145,"n:1","1988 to 1976",104
51461,5146,"n:1","1988 to 1976",105
51462,5146,"n:1","1988 to 1976",105
51463,5146,"n:1","1988 to 1976",105
51464,5146,"n:1","1988 to 1976",105
51465,5146,"n:1","1988 to 1976",105
51467,5146,"n:1","1988 to 1976",105
51471,5147,"n:1","1988 to 1976",103
51473,5147,"n:1","1988 to 1976",103
51479,5147,"n:1","1988 to 1976",103
51481,51481,"1:1","1988 to 1976",NA
51482,51482,"n:1","1988 to 1976",103
51483,51483,"1:1","1988 to 1976",NA
51484,51484,"1:1","1988 to 1976",NA
51485,51485,"1:1","1988 to 1976",NA
51486,51486,"1:1","1988 to 1976",NA
51489,51489,"1:1","1988 to 1976",NA
51541,5154,"n:1","1988 to 1976",103
51542,5154,"n:1","1988 to 1976",103
51543,5154,"n:1","1988 to 1976",103
51544,5154,"n:1","1988 to 1976",103
51549,5154,"n:1","1988 to 1976",103
51561,51561,"1:1","1988 to 1976",NA
51562,51569,"n:1","1988 to 1976",103
51563,51569,"n:1","1988 to 1976",103
51569,5139,"n:n","1988 to 1976",103
51569,51569,"n:n","1988 to 1976",103
51569,51611,"n:n","1988 to 1976",103
51569,51612,"n:n","1988 to 1976",103
51569,51619,"n:n","1988 to 1976",103
51569,51621,"n:n","1988 to 1976",103
51569,51622,"n:n","1988 to 1976",103
51571,51569,"n:1","1988 to 1976",103
51572,5147,"n:1","1988 to 1976",103
51573,51569,"n:1","1988 to 1976",103
51574,51569,"n:1","1988 to 1976",103
51575,51569,"n:1","1988 to 1976",103
51576,5147,"n:n","1988 to 1976",103
51576,5154,"n:n","1988 to 1976",103
51576,51482,"n:n","1988 to 1976",103
51576,51569,"n:n","1988 to 1976",103
51577,51482,"n:n","1988 to 1976",103
51577,51569,"n:n","1988 to 1976",103
51578,51569,"n:1","1988 to 1976",103
51579,51569,"n:n","1988 to 1976",103
51579,51572,"1:n","1988 to 1976",103
51612,51612,"n:1","1988 to 1976",103
51613,51613,"1:1","1988 to 1976",NA
51614,51614,"1:1","1988 to 1976",NA
51615,51619,"n:1","1988 to 1976",103
51616,51611,"n:1","1988 to 1976",103
51617,51611,"n:1","1988 to 1976",103
51621,51621,"n:1","1988 to 1976",103
51622,51621,"n:1","1988 to 1976",103
51623,51623,"1:1","1988 to 1976",NA
51624,51624,"1:1","1988 to 1976",NA
51625,51629,"n:1","1988 to 1976",106
51626,51622,"n:1","1988 to 1976",103
51627,51629,"n:1","1988 to 1976",106
51628,51629,"n:1","1988 to 1976",106
51629,51629,"n:1","1988 to 1976",106
51631,51631,"1:1","1988 to 1976",NA
51639,51639,"1:1","1988 to 1976",NA
51691,51691,"1:1","1988 to 1976",NA
51692,51692,"n:1","1988 to 1976",31
51699,51699,"n:1","1988 to 1976",96
52221,52211,"1:1","1988 to 1976",NA
52222,52212,"n:1","1988 to 1976",107
52223,52212,"n:1","1988 to 1976",107
52224,52213,"1:1","1988 to 1976",NA
52225,52214,"1:1","1988 to 1976",NA
52226,52215,"1:1","1988 to 1976",NA
52227,52216,"1:1","1988 to 1976",NA
52228,52217,"n:1","1988 to 1976",108
52229,52217,"n:1","1988 to 1976",108
52231,52221,"1:1","1988 to 1976",NA
52232,52222,"1:1","1988 to 1976",NA
52233,52223,"1:1","1988 to 1976",NA
52234,52224,"1:n","1988 to 1976",109
52234,52229,"n:n","1988 to 1976",109
52235,52225,"1:n","1988 to 1976",109
52235,52229,"n:n","1988 to 1976",109
52236,52229,"n:1","1988 to 1976",109
52237,52229,"n:1","1988 to 1976",109
52238,52229,"n:1","1988 to 1976",109
52239,52229,"n:1","1988 to 1976",109
52241,52231,"1:1","1988 to 1976",NA
52242,52232,"1:1","1988 to 1976",NA
52251,52241,"1:1","1988 to 1976",NA
52252,52242,"1:1","1988 to 1976",NA
52253,52243,"1:1","1988 to 1976",NA
52254,52244,"1:1","1988 to 1976",NA
52255,52245,"1:1","1988 to 1976",NA
52256,52246,"1:1","1988 to 1976",NA
52257,52247,"1:1","1988 to 1976",NA
52261,52251,"1:1","1988 to 1976",NA
52262,52252,"1:1","1988 to 1976",NA
52263,52253,"1:1","1988 to 1976",NA
52264,52254,"1:1","1988 to 1976",NA
52265,52255,"1:1","1988 to 1976",NA
52266,52256,"1:1","1988 to 1976",NA
52267,52257,"1:1","1988 to 1976",NA
52268,52259,"n:1","1988 to 1976",110
52269,52259,"n:1","1988 to 1976",110
52321,52312,"n:1","1988 to 1976",111
52322,52312,"n:1","1988 to 1976",111
52329,52312,"n:1","1988 to 1976",111
52331,52313,"1:1","1988 to 1976",NA
52332,52314,"n:1","1988 to 1976",112
52339,52314,"n:1","1988 to 1976",112
52341,52315,"n:1","1988 to 1976",113
52342,52315,"n:1","1988 to 1976",113
52343,52316,"1:1","1988 to 1976",NA
52344,52317,"1:1","1988 to 1976",NA
52345,52318,"1:1","1988 to 1976",NA
52349,52319,"n:1","1988 to 1976",67
52351,52321,"n:1","1988 to 1976",67
52352,52321,"n:1","1988 to 1976",67
52359,52321,"n:n","1988 to 1976",67
52359,56214,"n:n","1988 to 1976",67
52359,56299,"n:n","1988 to 1976",67
52361,52322,"n:1","1988 to 1976",114
52362,52322,"n:1","1988 to 1976",114
52363,52322,"n:1","1988 to 1976",114
52364,52322,"n:1","1988 to 1976",114
52365,52322,"n:1","1988 to 1976",114
52371,52324,"n:1","1988 to 1976",115
52372,52323,"1:1","1988 to 1976",NA
52373,52324,"n:1","1988 to 1976",115
52374,52324,"n:1","1988 to 1976",115
52375,52324,"n:1","1988 to 1976",115
52379,52324,"n:1","1988 to 1976",115
52381,52325,"1:1","1988 to 1976",NA
52382,52326,"1:1","1988 to 1976",NA
52383,52327,"1:n","1988 to 1976",3
52383,59899,"n:n","1988 to 1976",3
52384,52328,"1:1","1988 to 1976",NA
52389,52329,"n:1","1988 to 1976",67
52431,52331,"1:1","1988 to 1976",NA
52432,52332,"1:1","1988 to 1976",NA
52491,52391,"1:1","1988 to 1976",NA
52492,52392,"n:1","1988 to 1976",3
52493,52393,"1:1","1988 to 1976",NA
52494,52394,"1:1","1988 to 1976",NA
52495,52395,"1:1","1988 to 1976",NA
52499,52399,"n:1","1988 to 1976",67
52511,5241,"n:n","1988 to 1976",3
52511,67169,"n:n","1988 to 1976",3
52513,5241,"n:1","1988 to 1976",3
52515,5241,"n:n","1988 to 1976",3
52515,6880,"1:n","1988 to 1976",3
52515,52492,"n:n","1988 to 1976",3
52517,5241,"n:1","1988 to 1976",3
52519,5241,"n:n","1988 to 1976",3
52519,5331,"n:n","1988 to 1976",3
52519,52492,"n:n","1988 to 1976",3
52591,52491,"1:1","1988 to 1976",NA
52595,52492,"n:1","1988 to 1976",3
53111,5311,"n:1","1988 to 1976",116
53112,5311,"n:1","1988 to 1976",116
53113,5311,"n:1","1988 to 1976",116
53114,5311,"n:1","1988 to 1976",116
53115,5311,"n:1","1988 to 1976",116
53116,5311,"n:1","1988 to 1976",116
53117,5311,"n:1","1988 to 1976",116
53119,5311,"n:1","1988 to 1976",116
53121,53121,"n:1","1988 to 1976",117
53122,53122,"1:1","1988 to 1976",NA
53221,53221,"1:1","1988 to 1976",NA
53222,53121,"n:n","1988 to 1976",117
53222,53222,"1:n","1988 to 1976",117
53231,5323,"n:1","1988 to 1976",118
53232,5323,"n:1","1988 to 1976",118
53311,5331,"n:1","1988 to 1976",3
53312,5331,"n:1","1988 to 1976",3
53313,5331,"n:1","1988 to 1976",3
53314,5331,"n:1","1988 to 1976",3
53315,5331,"n:1","1988 to 1976",3
53316,5331,"n:1","1988 to 1976",3
53317,5331,"n:1","1988 to 1976",3
53318,5331,"n:1","1988 to 1976",3
53321,5332,"n:1","1988 to 1976",119
53329,5332,"n:1","1988 to 1976",119
53341,53341,"n:n","1988 to 1976",120
53341,53342,"n:n","1988 to 1976",120
53342,53342,"n:1","1988 to 1976",120
53343,53341,"n:n","1988 to 1976",120
53343,53342,"n:n","1988 to 1976",120
53343,53344,"n:n","1988 to 1976",120
53344,53343,"1:n","1988 to 1976",120
53344,53344,"n:n","1988 to 1976",120
53351,53351,"1:1","1988 to 1976",NA
53352,53352,"1:1","1988 to 1976",NA
53353,53353,"1:1","1988 to 1976",NA
53354,53354,"1:n","1988 to 1976",3
53354,89595,"n:n","1988 to 1976",3
53355,59897,"n:1","1988 to 1976",3
54111,5411,"n:1","1988 to 1976",121
54112,5411,"n:1","1988 to 1976",121
54113,5411,"n:1","1988 to 1976",121
54114,5411,"n:1","1988 to 1976",121
54115,5411,"n:1","1988 to 1976",121
54116,5411,"n:1","1988 to 1976",121
54117,5411,"n:1","1988 to 1976",121
54131,54131,"1:1","1988 to 1976",NA
54132,54132,"1:1","1988 to 1976",NA
54133,54133,"1:1","1988 to 1976",NA
54139,54139,"1:1","1988 to 1976",NA
54141,5414,"n:1","1988 to 1976",122
54142,5414,"n:1","1988 to 1976",122
54143,5414,"n:1","1988 to 1976",122
54144,5414,"n:1","1988 to 1976",122
54145,5414,"n:1","1988 to 1976",122
54146,5414,"n:1","1988 to 1976",122
54147,5414,"n:1","1988 to 1976",122
54149,5414,"n:1","1988 to 1976",122
54151,54151,"1:n","1988 to 1976",123
54151,54159,"n:n","1988 to 1976",123
54152,54152,"1:n","1988 to 1976",123
54152,54159,"n:n","1988 to 1976",123
54153,54153,"1:n","1988 to 1976",123
54153,54159,"n:n","1988 to 1976",123
54159,54159,"n:1","1988 to 1976",123
54161,54161,"1:1","1988 to 1976",NA
54162,54162,"n:n","1988 to 1976",3
54162,58529,"n:n","1988 to 1976",3
54163,54162,"n:n","1988 to 1976",3
54163,54164,"1:n","1988 to 1976",3
54163,54179,"n:n","1988 to 1976",3
54163,59224,"n:n","1988 to 1976",3
54164,54162,"n:n","1988 to 1976",3
54164,54165,"n:n","1988 to 1976",3
54191,54191,"1:1","1988 to 1976",NA
54192,54199,"n:1","1988 to 1976",3
54193,54165,"n:n","1988 to 1976",3
54193,54199,"n:n","1988 to 1976",3
54199,54172,"n:n","1988 to 1976",3
54199,54199,"n:n","1988 to 1976",3
54199,59899,"n:n","1988 to 1976",3
54211,54171,"n:1","1988 to 1976",124
54212,54171,"n:1","1988 to 1976",124
54213,54171,"n:1","1988 to 1976",124
54219,54171,"n:1","1988 to 1976",124
54221,54172,"n:1","1988 to 1976",3
54222,54172,"n:1","1988 to 1976",3
54223,54172,"n:1","1988 to 1976",3
54224,54172,"n:1","1988 to 1976",3
54229,54172,"n:1","1988 to 1976",3
54231,54173,"n:1","1988 to 1976",125
54232,54173,"n:1","1988 to 1976",125
54291,54179,"n:1","1988 to 1976",3
54292,54179,"n:1","1988 to 1976",3
54293,54179,"n:1","1988 to 1976",3
55131,5513,"n:1","1988 to 1976",3
55132,5513,"n:1","1988 to 1976",3
55133,5513,"n:1","1988 to 1976",3
55135,5513,"n:n","1988 to 1976",3
55135,5530,"n:n","1988 to 1976",3
55141,5514,"n:1","1988 to 1976",126
55149,5514,"n:1","1988 to 1976",126
55351,5530,"n:1","1988 to 1976",3
55352,5530,"n:1","1988 to 1976",3
55353,5530,"n:1","1988 to 1976",3
55354,5530,"n:1","1988 to 1976",3
55359,5530,"n:n","1988 to 1976",3
55359,5542,"n:n","1988 to 1976",3
55359,6572,"n:n","1988 to 1976",3
55359,65771,"n:n","1988 to 1976",3
55411,5530,"n:n","1988 to 1976",3
55411,5541,"n:n","1988 to 1976",3
55411,5542,"n:n","1988 to 1976",3
55411,6571,"n:n","1988 to 1976",3
55411,6572,"n:n","1988 to 1976",3
55415,5541,"n:n","1988 to 1976",3
55415,5542,"n:n","1988 to 1976",3
55415,6571,"n:n","1988 to 1976",3
55415,6572,"n:n","1988 to 1976",3
55419,5541,"n:1","1988 to 1976",3
55421,5542,"n:1","1988 to 1976",3
55422,5542,"n:1","1988 to 1976",3
55423,5542,"n:1","1988 to 1976",3
55431,5543,"n:1","1988 to 1976",127
55432,5543,"n:1","1988 to 1976",127
55433,5543,"n:1","1988 to 1976",127
55434,5543,"n:1","1988 to 1976",127
55435,5543,"n:1","1988 to 1976",127
56211,56211,"1:1","1988 to 1976",NA
56212,56212,"1:n","1988 to 1976",67
56212,56219,"n:n","1988 to 1976",67
56213,56213,"1:1","1988 to 1976",NA
56214,56219,"n:1","1988 to 1976",67
56215,52399,"n:n","1988 to 1976",67
56215,56215,"1:n","1988 to 1976",67
56216,56216,"1:1","1988 to 1976",NA
56217,56219,"n:1","1988 to 1976",67
56219,56214,"n:n","1988 to 1976",67
56219,56219,"n:n","1988 to 1976",67
56221,56221,"1:1","1988 to 1976",NA
56222,56222,"1:1","1988 to 1976",NA
56229,56229,"1:1","1988 to 1976",NA
56231,56231,"1:1","1988 to 1976",NA
56232,52319,"n:n","1988 to 1976",67
56232,56232,"1:n","1988 to 1976",67
56239,52329,"n:n","1988 to 1976",67
56239,56239,"n:n","1988 to 1976",67
56291,56291,"n:1","1988 to 1976",67
56292,56299,"n:1","1988 to 1976",67
56293,56292,"n:1","1988 to 1976",67
56294,56292,"n:1","1988 to 1976",67
56295,56292,"n:1","1988 to 1976",67
56296,52319,"n:n","1988 to 1976",67
56296,52321,"n:n","1988 to 1976",67
56296,52329,"n:n","1988 to 1976",67
56296,52399,"n:n","1988 to 1976",67
56296,56299,"n:n","1988 to 1976",67
56299,56219,"n:n","1988 to 1976",67
56299,56239,"n:n","1988 to 1976",67
56299,56293,"n:n","1988 to 1976",67
56299,56299,"n:n","1988 to 1976",67
57111,58311,"n:1","1988 to 1976",128
57112,58311,"n:1","1988 to 1976",128
57211,58331,"n:1","1988 to 1976",129
57219,58331,"n:1","1988 to 1976",129
57291,58331,"n:1","1988 to 1976",129
57292,58331,"n:1","1988 to 1976",129
57299,58331,"n:1","1988 to 1976",129
57311,58341,"n:1","1988 to 1976",130
57312,58341,"n:1","1988 to 1976",130
57313,58341,"n:1","1988 to 1976",130
57391,58351,"1:1","1988 to 1976",NA
57392,5839,"n:1","1988 to 1976",3
57393,5839,"n:1","1988 to 1976",3
57394,5839,"n:1","1988 to 1976",3
57399,5839,"n:1","1988 to 1976",3
57411,5829,"n:1","1988 to 1976",3
57419,5829,"n:1","1988 to 1976",3
57431,58231,"n:1","1988 to 1976",131
57432,58231,"n:1","1988 to 1976",131
57433,58231,"n:1","1988 to 1976",131
57434,58231,"n:1","1988 to 1976",131
57439,58231,"n:1","1988 to 1976",131
57511,58321,"1:1","1988 to 1976",NA
57512,5839,"n:1","1988 to 1976",3
57513,5839,"n:1","1988 to 1976",3
57519,5839,"n:1","1988 to 1976",3
57521,58361,"n:1","1988 to 1976",132
57529,58361,"n:1","1988 to 1976",132
57531,58241,"n:1","1988 to 1976",133
57539,58241,"n:1","1988 to 1976",133
57541,58221,"n:1","1988 to 1976",134
57542,58221,"n:1","1988 to 1976",134
57543,58221,"n:1","1988 to 1976",134
57544,58211,"1:1","1988 to 1976",NA
57545,58251,"1:1","1988 to 1976",NA
57551,58431,"n:1","1988 to 1976",3
57552,58432,"n:1","1988 to 1976",3
57553,58421,"n:n","1988 to 1976",3
57553,58422,"n:n","1988 to 1976",3
57554,58491,"n:n","1988 to 1976",3
57554,58492,"n:n","1988 to 1976",3
57559,5841,"n:n","1988 to 1976",3
57559,58491,"n:n","1988 to 1976",3
57559,58492,"n:n","1988 to 1976",3
57559,58529,"n:n","1988 to 1976",3
57591,5837,"n:n","1988 to 1976",3
57591,5839,"n:n","1988 to 1976",3
57592,5839,"n:1","1988 to 1976",3
57593,5827,"n:1","1988 to 1976",3
57594,58522,"n:1","1988 to 1976",3
57595,5851,"n:n","1988 to 1976",3
57595,58521,"n:n","1988 to 1976",3
57595,58529,"n:n","1988 to 1976",3
57596,5829,"n:n","1988 to 1976",3
57596,5839,"n:n","1988 to 1976",3
57597,5828,"1:n","1988 to 1976",NA
57597,5838,"1:n","1988 to 1976",NA
58211,5827,"n:n","1988 to 1976",3
58211,5829,"n:n","1988 to 1976",3
58211,5837,"n:n","1988 to 1976",3
58211,5839,"n:n","1988 to 1976",3
58211,5841,"n:n","1988 to 1976",3
58211,5851,"n:n","1988 to 1976",3
58211,58212,"n:n","1988 to 1976",3
58211,58222,"n:n","1988 to 1976",3
58211,58232,"n:n","1988 to 1976",3
58211,58242,"n:n","1988 to 1976",3
58211,58259,"n:n","1988 to 1976",3
58211,58269,"n:n","1988 to 1976",3
58211,58313,"n:n","1988 to 1976",3
58211,58322,"n:n","1988 to 1976",3
58211,58333,"n:n","1988 to 1976",3
58211,58343,"n:n","1988 to 1976",3
58211,58353,"n:n","1988 to 1976",3
58211,58362,"n:n","1988 to 1976",3
58211,58422,"n:n","1988 to 1976",3
58211,58432,"n:n","1988 to 1976",3
58211,58492,"n:n","1988 to 1976",3
58211,58521,"n:n","1988 to 1976",3
58211,58529,"n:n","1988 to 1976",3
58211,89289,"n:n","1988 to 1976",3
58211,89399,"n:n","1988 to 1976",3
58219,5827,"n:n","1988 to 1976",3
58219,5829,"n:n","1988 to 1976",3
58219,5837,"n:n","1988 to 1976",3
58219,5839,"n:n","1988 to 1976",3
58219,5841,"n:n","1988 to 1976",3
58219,5851,"n:n","1988 to 1976",3
58219,58212,"n:n","1988 to 1976",3
58219,58222,"n:n","1988 to 1976",3
58219,58232,"n:n","1988 to 1976",3
58219,58242,"n:n","1988 to 1976",3
58219,58259,"n:n","1988 to 1976",3
58219,58269,"n:n","1988 to 1976",3
58219,58313,"n:n","1988 to 1976",3
58219,58322,"n:n","1988 to 1976",3
58219,58333,"n:n","1988 to 1976",3
58219,58343,"n:n","1988 to 1976",3
58219,58353,"n:n","1988 to 1976",3
58219,58362,"n:n","1988 to 1976",3
58219,58422,"n:n","1988 to 1976",3
58219,58432,"n:n","1988 to 1976",3
58219,58492,"n:n","1988 to 1976",3
58219,58493,"n:n","1988 to 1976",3
58219,58521,"n:n","1988 to 1976",3
58219,58529,"n:n","1988 to 1976",3
58219,89286,"n:n","1988 to 1976",3
58219,89289,"n:n","1988 to 1976",3
58219,89399,"n:n","1988 to 1976",3
58221,5839,"n:n","1988 to 1976",3
58221,58313,"n:n","1988 to 1976",3
58222,5839,"n:n","1988 to 1976",3
58222,58322,"n:n","1988 to 1976",3
58223,58333,"n:1","1988 to 1976",3
58224,5839,"n:n","1988 to 1976",3
58224,58343,"n:n","1988 to 1976",3
58224,58353,"n:n","1988 to 1976",3
58225,58362,"n:1","1988 to 1976",3
58226,58232,"n:1","1988 to 1976",3
58227,58493,"n:1","1988 to 1976",3
58228,5841,"n:n","1988 to 1976",3
58228,58422,"n:n","1988 to 1976",3
58228,58432,"n:n","1988 to 1976",3
58228,58492,"n:n","1988 to 1976",3
58229,5827,"n:n","1988 to 1976",3
58229,5829,"n:n","1988 to 1976",3
58229,5837,"n:n","1988 to 1976",3
58229,5839,"n:n","1988 to 1976",3
58229,5851,"n:n","1988 to 1976",3
58229,58212,"n:n","1988 to 1976",3
58229,58222,"n:n","1988 to 1976",3
58229,58242,"n:n","1988 to 1976",3
58229,58259,"n:n","1988 to 1976",3
58229,58269,"n:n","1988 to 1976",3
58229,58353,"n:n","1988 to 1976",3
58229,58521,"n:n","1988 to 1976",3
58229,58529,"n:n","1988 to 1976",3
58291,5827,"n:n","1988 to 1976",3
58291,5829,"n:n","1988 to 1976",3
58291,5837,"n:n","1988 to 1976",3
58291,5839,"n:n","1988 to 1976",3
58291,5841,"n:n","1988 to 1976",3
58291,5851,"n:n","1988 to 1976",3
58291,58212,"n:n","1988 to 1976",3
58291,58222,"n:n","1988 to 1976",3
58291,58232,"n:n","1988 to 1976",3
58291,58242,"n:n","1988 to 1976",3
58291,58259,"n:n","1988 to 1976",3
58291,58269,"n:n","1988 to 1976",3
58291,58313,"n:n","1988 to 1976",3
58291,58322,"n:n","1988 to 1976",3
58291,58333,"n:n","1988 to 1976",3
58291,58343,"n:n","1988 to 1976",3
58291,58353,"n:n","1988 to 1976",3
58291,58362,"n:n","1988 to 1976",3
58291,58422,"n:n","1988 to 1976",3
58291,58432,"n:n","1988 to 1976",3
58291,58492,"n:n","1988 to 1976",3
58291,58521,"n:n","1988 to 1976",3
58291,58529,"n:n","1988 to 1976",3
58299,5827,"n:n","1988 to 1976",3
58299,5829,"n:n","1988 to 1976",3
