"code.target","code.source","Relationship","adjustment","group.id"
2223,2223,"1:1","1988 to 1976",NA
2223,2249,"n:1","1988 to 1976",3
2224,2224,"1:1","1988 to 1976",NA
2224,2249,"n:1","1988 to 1976",3
2225,2225,"1:1","1988 to 1976",NA
2227,2238,"n:1","1988 to 1976",47
2231,223,"n:n","1988 to 1976",3
2231,730,"n:n","1988 to 1976",3
2231,2231,"1:1","1988 to 1976",NA
2231,2242,"n:n","1988 to 1976",3
2231,2243,"n:n","1988 to 1976",3
2231,2249,"n:n","1988 to 1976",3
2231,9809,"n:n","1988 to 1976",3
2231,11102,"n:n","1988 to 1976",3
2232,223,"n:n","1988 to 1976",3
2232,730,"n:n","1988 to 1976",3
2232,2232,"1:1","1988 to 1976",NA
2232,2242,"n:n","1988 to 1976",3
2232,2243,"n:n","1988 to 1976",3
2232,2249,"n:n","1988 to 1976",3
2232,9809,"n:n","1988 to 1976",3
2232,11102,"n:n","1988 to 1976",3
2233,730,"n:n","1988 to 1976",3
2233,9809,"n:n","1988 to 1976",3
2234,2234,"1:1","1988 to 1976",NA
2235,2235,"1:1","1988 to 1976",NA
2237,2238,"n:1","1988 to 1976",47
2239,2239,"1:1","1988 to 1976",NA
2241,223,"n:n","1988 to 1976",3
2241,2241,"n:n","1988 to 1976",3
2249,223,"n:n","1988 to 1976",3
2249,2241,"n:n","1988 to 1976",3
2249,2242,"n:n","1988 to 1976",3
2249,2243,"n:n","1988 to 1976",3
2249,2249,"n:n","1988 to 1976",3
2311,23201,"n:n","1988 to 1976",3
2311,62102,"n:n","1988 to 1976",3
2313,23203,"n:n","1988 to 1976",3
2313,62104,"n:n","1988 to 1976",3
2462,24603,"1:1","1988 to 1976",NA
2473,2479,"n:n","1988 to 1976",50
2473,24711,"n:n","1988 to 1976",50
2473,24712,"n:n","1988 to 1976",50
2473,24721,"n:n","1988 to 1976",50
2473,24722,"n:n","1988 to 1976",50
2474,2479,"n:n","1988 to 1976",50
2474,24601,"n:n","1988 to 1976",50
2474,24711,"n:n","1988 to 1976",50
2474,24712,"n:n","1988 to 1976",50
2482,24821,"n:n","1988 to 1976",3
2482,24822,"n:n","1988 to 1976",3
2482,63599,"n:n","1988 to 1976",3
2483,24822,"n:n","1988 to 1976",3
2483,63491,"n:n","1988 to 1976",3
2483,63492,"n:n","1988 to 1976",3
2483,63599,"n:n","1988 to 1976",3
2484,24831,"n:n","1988 to 1976",3
2484,24832,"n:n","1988 to 1976",3
2484,63599,"n:n","1988 to 1976",3
2485,24832,"n:n","1988 to 1976",3
2485,63491,"n:n","1988 to 1976",3
2485,63492,"n:n","1988 to 1976",3
2485,63599,"n:n","1988 to 1976",3
2491,240,"n:1","1988 to 1976",12
2499,240,"n:1","1988 to 1976",12
2512,2512,"1:1","1988 to 1976",NA
2513,2516,"1:1","1988 to 1976",NA
2521,252,"n:1","1988 to 1976",13
2522,252,"n:1","1988 to 1976",13
2613,2613,"1:1","1988 to 1976",NA
2631,2631,"1:1","1988 to 1976",NA
2632,2632,"1:1","1988 to 1976",NA
2634,2634,"1:1","1988 to 1976",NA
2641,2640,"n:1","1988 to 1976",57
2649,2640,"n:1","1988 to 1976",57
2683,2683,"1:1","1988 to 1976",NA
2721,2711,"1:n","1988 to 1976",67
2721,56291,"n:n","1988 to 1976",67
2721,56292,"n:n","1988 to 1976",67
2721,56293,"n:n","1988 to 1976",67
2721,56299,"n:n","1988 to 1976",67
2722,2712,"1:n","1988 to 1976",67
2722,52321,"n:n","1988 to 1976",67
2724,2714,"1:1","1988 to 1976",NA
2734,2734,"1:1","1988 to 1976",NA
2742,2742,"1:1","1988 to 1976",NA
2783,2783,"1:1","1988 to 1976",NA
2784,2784,"1:1","1988 to 1976",NA
2814,2814,"1:1","1988 to 1976",NA
2815,2815,"1:1","1988 to 1976",NA
2816,2816,"1:1","1988 to 1976",NA
2821,28201,"1:1","1988 to 1976",NA
2831,28711,"1:1","1988 to 1976",NA
2841,28721,"1:1","1988 to 1976",NA
2851,28731,"1:1","1988 to 1976",NA
2852,28732,"1:1","1988 to 1976",NA
2861,2860,"n:1","1988 to 1976",82
2862,2860,"n:1","1988 to 1976",82
2874,2874,"1:1","1988 to 1976",NA
2875,2875,"1:1","1988 to 1976",NA
2876,2876,"1:1","1988 to 1976",NA
2877,2877,"1:1","1988 to 1976",NA
2881,2881,"1:1","1988 to 1976",NA
3211,3221,"1:1","1988 to 1976",NA
3221,32311,"1:1","1988 to 1976",NA
3223,3224,"1:n","1988 to 1976",NA
3223,32313,"1:n","1988 to 1976",NA
3250,32321,"1:n","1988 to 1976",NA
3250,32322,"1:n","1988 to 1976",NA
3330,3330,"1:1","1988 to 1976",NA
3343,3343,"1:1","1988 to 1976",NA
3344,3344,"1:1","1988 to 1976",NA
3345,33451,"1:1","1988 to 1976",NA
3411,341,"n:1","1988 to 1976",10
3412,341,"n:1","1988 to 1976",10
3413,341,"n:1","1988 to 1976",10
3414,341,"n:1","1988 to 1976",10
3415,341,"n:1","1988 to 1976",10
3416,341,"n:1","1988 to 1976",10
3417,341,"n:1","1988 to 1976",10
3418,341,"n:1","1988 to 1976",10
3419,341,"n:1","1988 to 1976",10
3421,342,"n:1","1988 to 1976",15
3421,34131,"n:1","1988 to 1976",15
3422,341,"n:1","1988 to 1976",10
3423,342,"n:1","1988 to 1976",15
3424,342,"n:1","1988 to 1976",15
3425,342,"n:1","1988 to 1976",15
3425,34131,"n:1","1988 to 1976",15
3426,342,"n:1","1988 to 1976",15
3427,342,"n:1","1988 to 1976",15
3428,342,"n:1","1988 to 1976",15
3429,342,"n:1","1988 to 1976",15
3431,34139,"n:1","1988 to 1976",93
3432,3414,"n:1","1988 to 1976",94
3441,34139,"n:1","1988 to 1976",93
3442,34139,"n:1","1988 to 1976",93
3449,3414,"n:1","1988 to 1976",94
3450,3415,"1:1","1988 to 1976",NA
3451,341,"n:n","1988 to 1976",10
3451,343,"1:n","1988 to 1976",10
3455,342,"n:1","1988 to 1976",15
3510,3510,"1:1","1988 to 1976",NA
3511,3502,"n:1","1988 to 1976",16
3512,3503,"n:1","1988 to 1976",16
3513,3503,"n:1","1988 to 1976",16
3521,3503,"n:1","1988 to 1976",16
3522,3503,"n:1","1988 to 1976",16
3529,3503,"n:1","1988 to 1976",16
3611,360,"n:1","1988 to 1976",3
3619,360,"n:1","1988 to 1976",3
3631,360,"n:1","1988 to 1976",3
3633,360,"n:1","1988 to 1976",3
3635,19,"n:n","1988 to 1976",3
3635,360,"n:n","1988 to 1976",3
3635,1189,"n:n","1988 to 1976",3
3635,9410,"n:n","1988 to 1976",3
3637,360,"n:1","1988 to 1976",3
3639,129,"n:n","1988 to 1976",3
3639,360,"n:n","1988 to 1976",3
3639,1189,"n:n","1988 to 1976",3
3711,371,"n:n","1988 to 1976",3
3711,9801,"n:n","1988 to 1976",3
3712,371,"n:n","1988 to 1976",3
3712,9801,"n:n","1988 to 1976",3
3713,371,"n:n","1988 to 1976",3
3713,9801,"n:n","1988 to 1976",3
3714,371,"n:n","1988 to 1976",3
3714,9801,"n:n","1988 to 1976",3
3715,371,"n:n","1988 to 1976",3
3715,9801,"n:n","1988 to 1976",3
3716,371,"n:n","1988 to 1976",3
3716,9801,"n:n","1988 to 1976",3
3717,371,"n:1","1988 to 1976",3
3721,372,"n:n","1988 to 1976",3
3721,9801,"n:n","1988 to 1976",3
3722,149,"n:n","1988 to 1976",3
3722,372,"n:n","1988 to 1976",3
3722,9801,"n:n","1988 to 1976",3
4112,913,"1:n","1988 to 1976",3
4112,41139,"n:n","1988 to 1976",3
4218,4312,"n:n","1988 to 1976",3
4218,42392,"n:n","1988 to 1976",3
4225,4245,"n:n","1988 to 1976",3
4225,4312,"n:n","1988 to 1976",3
4231,4221,"1:1","1988 to 1976",NA
4232,4222,"1:1","1988 to 1976",NA
4311,4232,"n:n","1988 to 1976",3
4311,4233,"n:n","1988 to 1976",3
4311,4234,"n:n","1988 to 1976",3
4311,4235,"n:n","1988 to 1976",3
4311,4236,"n:n","1988 to 1976",3
4311,4241,"n:n","1988 to 1976",3
4311,4242,"n:n","1988 to 1976",3
4311,4243,"n:n","1988 to 1976",3
4311,4244,"n:n","1988 to 1976",3
4311,4245,"n:n","1988 to 1976",3
4311,4249,"n:n","1988 to 1976",3
4311,4311,"1:n","1988 to 1976",3
4311,42391,"n:n","1988 to 1976",3
4311,42392,"n:n","1988 to 1976",3
4311,58529,"n:n","1988 to 1976",3
4591,4591,"1:1","1988 to 1976",NA
4592,4599,"n:1","1988 to 1976",17
4593,4599,"n:1","1988 to 1976",17
4599,4599,"n:1","1988 to 1976",17
4711,4701,"n:1","1988 to 1976",18
4719,4701,"n:1","1988 to 1976",18
4721,4702,"n:1","1988 to 1976",19
4722,4702,"n:1","1988 to 1976",19
4729,4702,"n:1","1988 to 1976",19
4811,730,"n:n","1988 to 1976",3
4811,4812,"1:n","1988 to 1976",3
4812,730,"n:n","1988 to 1976",3
4812,9809,"n:n","1988 to 1976",3
4813,4811,"n:1","1988 to 1976",20
4814,4811,"n:1","1988 to 1976",20
4815,4811,"n:1","1988 to 1976",20
4841,4841,"n:n","1988 to 1976",3
4841,4842,"n:n","1988 to 1976",3
4842,730,"n:n","1988 to 1976",3
4842,4841,"n:n","1988 to 1976",3
4842,4842,"n:n","1988 to 1976",3
4849,4841,"n:n","1988 to 1976",3
4849,4842,"n:n","1988 to 1976",3
5114,5114,"1:1","1988 to 1976",NA
5155,51551,"1:n","1988 to 1976",NA
5155,51559,"1:n","1988 to 1976",NA
5158,51571,"1:1","1988 to 1976",NA
5221,52218,"1:1","1988 to 1976",NA
5231,52311,"1:1","1988 to 1976",NA
5421,542,"n:1","1988 to 1976",21
5422,542,"n:1","1988 to 1976",21
5423,542,"n:1","1988 to 1976",21
5424,542,"n:1","1988 to 1976",21
5425,542,"n:1","1988 to 1976",21
5429,542,"n:1","1988 to 1976",21
5451,5451,"n:1","1988 to 1976",22
5452,5451,"n:1","1988 to 1976",22
5453,5459,"n:1","1988 to 1976",3
5454,5459,"n:1","1988 to 1976",3
5455,5459,"n:1","1988 to 1976",3
5456,5459,"n:1","1988 to 1976",3
5457,5459,"n:1","1988 to 1976",3
5458,5459,"n:1","1988 to 1976",3
5459,440,"n:n","1988 to 1976",3
5459,751,"n:n","1988 to 1976",3
5459,5459,"n:n","1988 to 1976",3
5461,9809,"n:1","1988 to 1976",3
5469,5461,"n:1","1988 to 1976",3
5481,5481,"n:1","1988 to 1976",23
5483,5481,"n:1","1988 to 1976",23
5484,5484,"1:1","1988 to 1976",NA
5485,5488,"n:1","1988 to 1976",24
5487,5482,"n:1","1988 to 1976",25
5488,5482,"n:1","1988 to 1976",25
5489,5488,"n:n","1988 to 1976",24
5489,29298,"n:n","1988 to 1976",24
5531,5530,"n:1","1988 to 1976",3
5532,5530,"n:1","1988 to 1976",3
5533,5530,"n:1","1988 to 1976",3
5534,5530,"n:1","1988 to 1976",3
5611,561,"n:1","1988 to 1976",3
5612,561,"n:1","1988 to 1976",3
5613,561,"n:1","1988 to 1976",3
5619,561,"n:1","1988 to 1976",3
5641,5643,"n:1","1988 to 1976",26
5642,5643,"n:1","1988 to 1976",26
5645,5645,"1:1","1988 to 1976",NA
5646,5649,"n:1","1988 to 1976",27
5647,5649,"n:1","1988 to 1976",27
5648,5649,"n:1","1988 to 1976",27
5661,488,"n:n","1988 to 1976",3
5661,5461,"n:n","1988 to 1976",3
5661,5659,"n:n","1988 to 1976",3
5661,9801,"n:n","1988 to 1976",3
5661,9809,"n:n","1988 to 1976",3
5669,488,"n:n","1988 to 1976",3
5669,5461,"n:n","1988 to 1976",3
5669,5659,"n:n","1988 to 1976",3
5669,9801,"n:n","1988 to 1976",3
5669,9809,"n:n","1988 to 1976",3
5671,488,"n:n","1988 to 1976",3
5671,5651,"1:n","1988 to 1976",3
5671,9809,"n:n","1988 to 1976",3
5672,5461,"n:n","1988 to 1976",3
5672,5659,"n:n","1988 to 1976",3
5673,5461,"n:n","1988 to 1976",3
5673,5659,"n:n","1988 to 1976",3
5674,5461,"n:n","1988 to 1976",3
5674,5659,"n:n","1988 to 1976",3
5675,5659,"n:1","1988 to 1976",3
5676,488,"n:n","1988 to 1976",3
5676,5659,"n:n","1988 to 1976",3
5676,9801,"n:n","1988 to 1976",3
5676,9809,"n:n","1988 to 1976",3
5677,9809,"n:1","1988 to 1976",3
5679,488,"n:n","1988 to 1976",3
5679,5659,"n:n","1988 to 1976",3
5679,9801,"n:n","1988 to 1976",3
5679,9809,"n:n","1988 to 1976",3
5711,5711,"n:1","1988 to 1976",3
5712,5712,"n:1","1988 to 1976",3
5712,5839,"n:1","1988 to 1976",3
5719,5839,"n:1","1988 to 1976",3
5721,5721,"n:1","1988 to 1976",3
5722,5722,"n:1","1988 to 1976",3
5729,5729,"n:1","1988 to 1976",3
5742,58261,"1:1","1988 to 1976",NA
5751,5751,"1:1","1988 to 1976",NA
5752,5752,"n:1","1988 to 1976",3
5771,5771,"n:1","1988 to 1976",3
5772,5772,"n:1","1988 to 1976",3
5773,5773,"n:1","1988 to 1976",3
5774,5774,"n:1","1988 to 1976",3
5775,5775,"n:1","1988 to 1976",3
5776,5779,"n:1","1988 to 1976",3
5777,5779,"n:1","1988 to 1976",3
5778,5779,"n:1","1988 to 1976",3
5779,5779,"n:1","1988 to 1976",3
5791,5798,"n:1","1988 to 1976",3
5791,5839,"n:n","1988 to 1976",3
5791,58319,"1:n","1988 to 1976",3
5792,5792,"1:1","1988 to 1976",NA
5792,58339,"1:1","1988 to 1976",NA
5793,5793,"1:1","1988 to 1976",NA
5793,5839,"n:n","1988 to 1976",3
5793,58349,"1:n","1988 to 1976",3
5793,58359,"n:n","1988 to 1976",3
5794,5794,"1:1","1988 to 1976",NA
5795,5795,"n:1","1988 to 1976",3
5796,5796,"n:1","1988 to 1976",3
5797,5797,"n:1","1988 to 1976",3
5798,5798,"n:1","1988 to 1976",3
5799,573,"n:n","1988 to 1976",3
5799,576,"n:n","1988 to 1976",3
5799,5711,"n:n","1988 to 1976",3
5799,5712,"n:n","1988 to 1976",3
5799,5721,"n:n","1988 to 1976",3
5799,5722,"n:n","1988 to 1976",3
5799,5729,"n:n","1988 to 1976",3
5799,5752,"n:n","1988 to 1976",3
5799,5771,"n:n","1988 to 1976",3
5799,5772,"n:n","1988 to 1976",3
5799,5773,"n:n","1988 to 1976",3
5799,5774,"n:n","1988 to 1976",3
5799,5775,"n:n","1988 to 1976",3
5799,5779,"n:n","1988 to 1976",3
5799,5795,"n:n","1988 to 1976",3
5799,5796,"n:n","1988 to 1976",3
5799,5797,"n:n","1988 to 1976",3
5799,5799,"1:n","1988 to 1976",3
5799,5827,"n:n","1988 to 1976",3
5799,5829,"n:n","1988 to 1976",3
5799,5837,"n:n","1988 to 1976",3
5799,5839,"n:n","1988 to 1976",3
5799,5841,"n:n","1988 to 1976",3
5799,5851,"n:n","1988 to 1976",3
5799,58219,"n:n","1988 to 1976",3
5799,58229,"n:n","1988 to 1976",3
5799,58239,"n:n","1988 to 1976",3
5799,58249,"n:n","1988 to 1976",3
5799,58259,"n:n","1988 to 1976",3
5799,58269,"n:n","1988 to 1976",3
5799,58329,"n:n","1988 to 1976",3
5799,58359,"n:n","1988 to 1976",3
5799,58369,"n:n","1988 to 1976",3
5799,58421,"n:n","1988 to 1976",3
5799,58422,"n:n","1988 to 1976",3
5799,58431,"n:n","1988 to 1976",3
5799,58432,"n:n","1988 to 1976",3
5799,58491,"n:n","1988 to 1976",3
5799,58492,"n:n","1988 to 1976",3
5799,58521,"n:n","1988 to 1976",3
5799,58522,"n:n","1988 to 1976",3
5799,58529,"n:n","1988 to 1976",3
5811,5841,"n:n","1988 to 1976",3
5811,58432,"n:n","1988 to 1976",3
5811,58492,"n:n","1988 to 1976",3
5811,58521,"n:n","1988 to 1976",3
5811,58529,"n:n","1988 to 1976",3
5811,89399,"n:n","1988 to 1976",3
5812,5827,"n:n","1988 to 1976",3
5812,5829,"n:n","1988 to 1976",3
5812,5837,"n:n","1988 to 1976",3
5812,5839,"n:n","1988 to 1976",3
5812,5851,"n:n","1988 to 1976",3
5812,58219,"n:n","1988 to 1976",3
5812,58229,"n:n","1988 to 1976",3
5812,58239,"n:n","1988 to 1976",3
5812,58249,"n:n","1988 to 1976",3
5812,58259,"n:n","1988 to 1976",3
5812,58269,"n:n","1988 to 1976",3
5812,58312,"n:n","1988 to 1976",3
5812,58329,"n:n","1988 to 1976",3
5812,58332,"n:n","1988 to 1976",3
5812,58342,"n:n","1988 to 1976",3
5812,58352,"n:n","1988 to 1976",3
5812,58369,"n:n","1988 to 1976",3
5812,58422,"n:n","1988 to 1976",3
5812,58432,"n:n","1988 to 1976",3
5812,58492,"n:n","1988 to 1976",3
5812,58493,"n:n","1988 to 1976",3
5812,58521,"n:n","1988 to 1976",3
5812,58529,"n:n","1988 to 1976",3
5812,89399,"n:n","1988 to 1976",3
5813,5827,"n:n","1988 to 1976",3
5813,5829,"n:n","1988 to 1976",3
5813,5837,"n:n","1988 to 1976",3
5813,5839,"n:n","1988 to 1976",3
5813,5851,"n:n","1988 to 1976",3
5813,58219,"n:n","1988 to 1976",3
5813,58229,"n:n","1988 to 1976",3
5813,58239,"n:n","1988 to 1976",3
5813,58249,"n:n","1988 to 1976",3
5813,58259,"n:n","1988 to 1976",3
5813,58269,"n:n","1988 to 1976",3
5813,58312,"n:n","1988 to 1976",3
5813,58329,"n:n","1988 to 1976",3
5813,58332,"n:n","1988 to 1976",3
5813,58342,"n:n","1988 to 1976",3
5813,58352,"n:n","1988 to 1976",3
5813,58369,"n:n","1988 to 1976",3
5813,58422,"n:n","1988 to 1976",3
5813,58432,"n:n","1988 to 1976",3
5813,58492,"n:n","1988 to 1976",3
5813,58529,"n:n","1988 to 1976",3
5813,89399,"n:n","1988 to 1976",3
5814,5827,"n:n","1988 to 1976",3
5814,5829,"n:n","1988 to 1976",3
5814,5837,"n:n","1988 to 1976",3
5814,5839,"n:n","1988 to 1976",3
5814,5851,"n:n","1988 to 1976",3
5814,58219,"n:n","1988 to 1976",3
5814,58229,"n:n","1988 to 1976",3
5814,58239,"n:n","1988 to 1976",3
5814,58249,"n:n","1988 to 1976",3
5814,58259,"n:n","1988 to 1976",3
5814,58269,"n:n","1988 to 1976",3
5814,58312,"n:n","1988 to 1976",3
5814,58329,"n:n","1988 to 1976",3
5814,58332,"n:n","1988 to 1976",3
5814,58342,"n:n","1988 to 1976",3
5814,58352,"n:n","1988 to 1976",3
5814,58369,"n:n","1988 to 1976",3
5814,58422,"n:n","1988 to 1976",3
5814,58432,"n:n","1988 to 1976",3
5814,58492,"n:n","1988 to 1976",3
5814,58529,"n:n","1988 to 1976",3
5814,89399,"n:n","1988 to 1976",3
5815,89399,"n:1","1988 to 1976",3
5816,5827,"n:n","1988 to 1976",3
5816,5829,"n:n","1988 to 1976",3
5816,5837,"n:n","1988 to 1976",3
5816,5839,"n:n","1988 to 1976",3
5816,5851,"n:n","1988 to 1976",3
5816,58219,"n:n","1988 to 1976",3
5816,58229,"n:n","1988 to 1976",3
5816,58239,"n:n","1988 to 1976",3
5816,58249,"n:n","1988 to 1976",3
5816,58259,"n:n","1988 to 1976",3
5816,58269,"n:n","1988 to 1976",3
5816,58312,"n:n","1988 to 1976",3
5816,58329,"n:n","1988 to 1976",3
5816,58332,"n:n","1988 to 1976",3
5816,58342,"n:n","1988 to 1976",3
5816,58352,"n:n","1988 to 1976",3
5816,58369,"n:n","1988 to 1976",3
5816,58422,"n:n","1988 to 1976",3
5816,58432,"n:n","1988 to 1976",3
5816,58492,"n:n","1988 to 1976",3
5816,58529,"n:n","1988 to 1976",3
5816,89399,"n:n","1988 to 1976",3
5817,89399,"n:1","1988 to 1976",3
5821,5863,"1:1","1988 to 1976",NA
5822,5864,"1:1","1988 to 1976",NA
5831,5839,"n:n","1988 to 1976",3
5831,5861,"n:n","1988 to 1976",3
5831,5862,"n:n","1988 to 1976",3
5831,58312,"n:n","1988 to 1976",3
5832,5839,"n:n","1988 to 1976",3
5832,5861,"n:n","1988 to 1976",3
5832,5862,"n:n","1988 to 1976",3
5832,58342,"n:n","1988 to 1976",3
5832,58352,"n:n","1988 to 1976",3
5839,5827,"n:n","1988 to 1976",3
5839,5829,"n:n","1988 to 1976",3
5839,5837,"n:n","1988 to 1976",3
5839,5839,"n:n","1988 to 1976",3
5839,5841,"n:n","1988 to 1976",3
5839,5851,"n:n","1988 to 1976",3
5839,5861,"n:n","1988 to 1976",3
5839,5862,"n:n","1988 to 1976",3
5839,58219,"n:n","1988 to 1976",3
5839,58229,"n:n","1988 to 1976",3
5839,58239,"n:n","1988 to 1976",3
5839,58249,"n:n","1988 to 1976",3
5839,58259,"n:n","1988 to 1976",3
5839,58269,"n:n","1988 to 1976",3
5839,58329,"n:n","1988 to 1976",3
5839,58332,"n:n","1988 to 1976",3
5839,58369,"n:n","1988 to 1976",3
5839,58422,"n:n","1988 to 1976",3
5839,58432,"n:n","1988 to 1976",3
5839,58492,"n:n","1988 to 1976",3
5839,58493,"n:n","1988 to 1976",3
5839,58521,"n:n","1988 to 1976",3
5839,58529,"n:n","1988 to 1976",3
5892,5861,"n:n","1988 to 1976",3
5892,5891,"1:n","1988 to 1976",3
5892,5899,"n:n","1988 to 1976",3
5892,9809,"n:n","1988 to 1976",3
5893,5861,"n:n","1988 to 1976",3
5893,5899,"n:n","1988 to 1976",3
5894,5861,"n:n","1988 to 1976",3
5894,5899,"n:n","1988 to 1976",3
5895,5861,"n:n","1988 to 1976",3
5895,5899,"n:n","1988 to 1976",3
5896,5861,"n:n","1988 to 1976",3
5896,5899,"n:n","1988 to 1976",3
5896,9809,"n:n","1988 to 1976",3
5897,5861,"n:n","1988 to 1976",3
5897,5899,"n:n","1988 to 1976",3
5897,9809,"n:n","1988 to 1976",3
5911,5911,"1:1","1988 to 1976",NA
5912,5912,"1:1","1988 to 1976",NA
