"code.source","code.target","Relationship","adjustment","group.id"
5816,58492,"n:n","1988 to 1976",1
5816,58529,"n:n","1988 to 1976",1
5816,89399,"n:n","1988 to 1976",1
5817,89399,"n:1","1988 to 1976",1
5821,5863,"1:1","1988 to 1976",NA
5822,5864,"1:1","1988 to 1976",NA
5831,5839,"n:n","1988 to 1976",1
5831,5861,"n:n","1988 to 1976",1
5831,5862,"n:n","1988 to 1976",1
5831,58312,"n:n","1988 to 1976",1
5832,5839,"n:n","1988 to 1976",1
5832,5861,"n:n","1988 to 1976",1
5832,5862,"n:n","1988 to 1976",1
5832,58342,"n:n","1988 to 1976",1
5832,58352,"n:n","1988 to 1976",1
5839,5827,"n:n","1988 to 1976",1
5839,5829,"n:n","1988 to 1976",1
5839,5837,"n:n","1988 to 1976",1
5839,5839,"n:n","1988 to 1976",1
5839,5841,"n:n","1988 to 1976",1
5839,5851,"n:n","1988 to 1976",1
5839,5861,"n:n","1988 to 1976",1
5839,5862,"n:n","1988 to 1976",1
5839,58219,"n:n","1988 to 1976",1
5839,58229,"n:n","1988 to 1976",1
5839,58239,"n:n","1988 to 1976",1
5839,58249,"n:n","1988 to 1976",1
5839,58259,"n:n","1988 to 1976",1
5839,58269,"n:n","1988 to 1976",1
5839,58329,"n:n","1988 to 1976",1
5839,58332,"n:n","1988 to 1976",1
5839,58369,"n:n","1988 to 1976",1
5839,58422,"n:n","1988 to 1976",1
5839,58432,"n:n","1988 to 1976",1
5839,58492,"n:n","1988 to 1976",1
5839,58493,"n:n","1988 to 1976",1
5839,58521,"n:n","1988 to 1976",1
5839,58529,"n:n","1988 to 1976",1
5892,5861,"n:n","1988 to 1976",1
5892,5891,"1:n","1988 to 1976",1
5892,5899,"n:n","1988 to 1976",1
5892,9809,"n:n","1988 to 1976",1
5893,5861,"n:n","1988 to 1976",1
5893,5899,"n:n","1988 to 1976",1
5894,5861,"n:n","1988 to 1976",1
5894,5899,"n:n","1988 to 1976",1
5895,5861,"n:n","1988 to 1976",1
5895,5899,"n:n","1988 to 1976",1
5896,5861,"n:n","1988 to 1976",1
