"code.target","code.source","Relationship","adjustment","group.id"
293290,51579,"n:n","1992 to 1988",74
293290,52269,"n:n","1992 to 1988",74
293290,52329,"n:n","1992 to 1988",74
293290,52342,"n:n","1992 to 1988",74
293290,52349,"n:n","1992 to 1988",74
293290,52359,"n:n","1992 to 1988",74
293290,52365,"n:n","1992 to 1988",74
293290,52381,"n:n","1992 to 1988",74
293290,52382,"n:n","1992 to 1988",74
293290,52389,"n:n","1992 to 1988",74
293290,52431,"n:n","1992 to 1988",74
293290,52432,"n:n","1992 to 1988",74
293290,52492,"n:n","1992 to 1988",74
293290,52494,"n:n","1992 to 1988",74
293290,52495,"n:n","1992 to 1988",74
293290,52499,"n:n","1992 to 1988",74
293290,53221,"n:n","1992 to 1988",74
293290,53318,"n:n","1992 to 1988",74
293290,59223,"n:n","1992 to 1988",74
293290,59225,"n:n","1992 to 1988",74
293290,59869,"n:n","1992 to 1988",74
293311,51571,"n:1","1992 to 1988",213
293319,51571,"n:1","1992 to 1988",213
293321,51572,"1:1","1992 to 1988",NA
293329,51573,"1:1","1992 to 1988",NA
293331,51574,"n:1","1992 to 1988",214
293339,51574,"n:1","1992 to 1988",214
293340,51575,"1:1","1992 to 1988",NA
293351,51576,"n:1","1992 to 1988",74
293359,5155,"n:n","1992 to 1988",74
293359,8821,"n:n","1992 to 1988",74
293359,51391,"n:n","1992 to 1988",74
293359,51392,"n:n","1992 to 1988",74
293359,51396,"n:n","1992 to 1988",74
293359,51569,"n:n","1992 to 1988",74
293359,51576,"n:n","1992 to 1988",74
293359,51577,"n:n","1992 to 1988",74
293359,51579,"n:n","1992 to 1988",74
293359,52269,"n:n","1992 to 1988",74
293359,52329,"n:n","1992 to 1988",74
293359,52342,"n:n","1992 to 1988",74
293359,52349,"n:n","1992 to 1988",74
293359,52359,"n:n","1992 to 1988",74
293359,52365,"n:n","1992 to 1988",74
293359,52381,"n:n","1992 to 1988",74
293359,52382,"n:n","1992 to 1988",74
293359,52389,"n:n","1992 to 1988",74
293359,52431,"n:n","1992 to 1988",74
293359,52432,"n:n","1992 to 1988",74
293359,52492,"n:n","1992 to 1988",74
293359,52494,"n:n","1992 to 1988",74
293359,52495,"n:n","1992 to 1988",74
293359,52499,"n:n","1992 to 1988",74
293359,53221,"n:n","1992 to 1988",74
293359,53318,"n:n","1992 to 1988",74
293359,54151,"n:n","1992 to 1988",74
293359,54152,"n:n","1992 to 1988",74
293359,54153,"n:n","1992 to 1988",74
293359,54159,"n:n","1992 to 1988",74
293359,59223,"n:n","1992 to 1988",74
293359,59225,"n:n","1992 to 1988",74
293359,59869,"n:n","1992 to 1988",74
293361,51576,"n:1","1992 to 1988",74
293369,51576,"n:1","1992 to 1988",74
293371,51561,"n:1","1992 to 1988",215
293379,51561,"n:1","1992 to 1988",215
293390,51577,"n:n","1992 to 1988",74
293390,51579,"n:n","1992 to 1988",74
293390,54151,"n:n","1992 to 1988",74
293390,54152,"n:n","1992 to 1988",74
293390,54153,"n:n","1992 to 1988",74
293390,54159,"n:n","1992 to 1988",74
293410,51579,"n:1","1992 to 1988",74
293420,51579,"n:1","1992 to 1988",74
293430,51578,"1:1","1992 to 1988",NA
293490,5155,"n:n","1992 to 1988",74
293490,8821,"n:n","1992 to 1988",74
293490,51391,"n:n","1992 to 1988",74
293490,51392,"n:n","1992 to 1988",74
293490,51396,"n:n","1992 to 1988",74
293490,51569,"n:n","1992 to 1988",74
293490,51577,"n:n","1992 to 1988",74
293490,51579,"n:n","1992 to 1988",74
293490,52269,"n:n","1992 to 1988",74
293490,52329,"n:n","1992 to 1988",74
293490,52342,"n:n","1992 to 1988",74
293490,52349,"n:n","1992 to 1988",74
293490,52359,"n:n","1992 to 1988",74
293490,52365,"n:n","1992 to 1988",74
293490,52381,"n:n","1992 to 1988",74
293490,52382,"n:n","1992 to 1988",74
293490,52389,"n:n","1992 to 1988",74
293490,52431,"n:n","1992 to 1988",74
293490,52432,"n:n","1992 to 1988",74
293490,52492,"n:n","1992 to 1988",74
293490,52494,"n:n","1992 to 1988",74
293490,52495,"n:n","1992 to 1988",74
293490,52499,"n:n","1992 to 1988",74
293490,53221,"n:n","1992 to 1988",74
293490,53318,"n:n","1992 to 1988",74
293490,54151,"n:n","1992 to 1988",74
293490,54152,"n:n","1992 to 1988",74
293490,54153,"n:n","1992 to 1988",74
293490,54159,"n:n","1992 to 1988",74
293490,59223,"n:n","1992 to 1988",74
293490,59225,"n:n","1992 to 1988",74
293490,59869,"n:n","1992 to 1988",74
293500,5158,"1:1","1992 to 1988",NA
293610,54111,"n:n","1992 to 1988",216
293610,54117,"n:n","1992 to 1988",216
293621,54112,"1:1","1992 to 1988",NA
293622,54113,"n:1","1992 to 1988",217
293623,54113,"n:1","1992 to 1988",217
293624,54113,"n:1","1992 to 1988",217
293625,54113,"n:1","1992 to 1988",217
293626,54113,"n:1","1992 to 1988",217
293627,54114,"1:1","1992 to 1988",NA
293628,54115,"1:1","1992 to 1988",NA
293629,54116,"1:1","1992 to 1988",NA
293690,54111,"n:n","1992 to 1988",216
293690,54117,"n:n","1992 to 1988",216
293710,51577,"n:n","1992 to 1988",74
293710,51579,"n:n","1992 to 1988",74
293710,54151,"n:n","1992 to 1988",74
293710,54152,"n:n","1992 to 1988",74
293710,54153,"n:n","1992 to 1988",74
293710,54159,"n:n","1992 to 1988",74
293721,54153,"n:n","1992 to 1988",74
293721,54159,"n:n","1992 to 1988",74
293722,54153,"n:n","1992 to 1988",74
293722,54159,"n:n","1992 to 1988",74
293729,54153,"n:n","1992 to 1988",74
293729,54159,"n:n","1992 to 1988",74
293791,51577,"n:n","1992 to 1988",74
293791,51579,"n:n","1992 to 1988",74
293791,54151,"n:n","1992 to 1988",74
293791,54152,"n:n","1992 to 1988",74
293791,54153,"n:n","1992 to 1988",74
293791,54159,"n:n","1992 to 1988",74
293792,54153,"n:n","1992 to 1988",74
293792,54159,"n:n","1992 to 1988",74
293799,51392,"n:n","1992 to 1988",74
293799,51396,"n:n","1992 to 1988",74
293799,51577,"n:n","1992 to 1988",74
293799,51579,"n:n","1992 to 1988",74
293799,54151,"n:n","1992 to 1988",74
293799,54152,"n:n","1992 to 1988",74
293799,54153,"n:n","1992 to 1988",74
293799,54159,"n:n","1992 to 1988",74
293810,54161,"n:1","1992 to 1988",218
293890,54161,"n:1","1992 to 1988",218
293910,54141,"n:1","1992 to 1988",88
293921,54142,"n:1","1992 to 1988",219
293929,54142,"n:1","1992 to 1988",219
293930,54143,"1:1","1992 to 1988",NA
293940,54144,"1:1","1992 to 1988",NA
293950,54145,"1:1","1992 to 1988",NA
293960,54146,"1:1","1992 to 1988",NA
293970,54147,"n:n","1992 to 1988",220
293970,54149,"n:n","1992 to 1988",220
293990,54147,"n:n","1992 to 1988",220
293990,54149,"n:n","1992 to 1988",220
294000,51692,"1:1","1992 to 1988",NA
294110,54131,"1:1","1992 to 1988",NA
294120,54132,"1:1","1992 to 1988",NA
294130,54133,"1:1","1992 to 1988",NA
294140,54139,"n:1","1992 to 1988",221
294150,54139,"n:1","1992 to 1988",221
294190,54139,"n:1","1992 to 1988",221
294200,51699,"1:1","1992 to 1988",NA
300110,54162,"n:n","1992 to 1988",74
300110,54163,"n:n","1992 to 1988",74
300110,54164,"n:n","1992 to 1988",74
300110,54191,"n:n","1992 to 1988",74
300110,54192,"n:n","1992 to 1988",74
300110,54193,"n:n","1992 to 1988",74
300110,54199,"n:n","1992 to 1988",74
300110,54211,"n:n","1992 to 1988",74
300110,54212,"n:n","1992 to 1988",74
300110,54213,"n:n","1992 to 1988",74
300110,54219,"n:n","1992 to 1988",74
300110,54221,"n:n","1992 to 1988",74
300110,54222,"n:n","1992 to 1988",74
300110,54223,"n:n","1992 to 1988",74
300110,54224,"n:n","1992 to 1988",74
300110,54229,"n:n","1992 to 1988",74
300110,54231,"n:n","1992 to 1988",74
300110,54232,"n:n","1992 to 1988",74
300110,54291,"n:n","1992 to 1988",74
300110,54292,"n:n","1992 to 1988",74
300110,54293,"n:n","1992 to 1988",74
300110,58221,"n:n","1992 to 1988",74
300110,58222,"n:n","1992 to 1988",74
300110,58223,"n:n","1992 to 1988",74
300110,58224,"n:n","1992 to 1988",74
300110,58225,"n:n","1992 to 1988",74
300110,58226,"n:n","1992 to 1988",74
300110,58227,"n:n","1992 to 1988",74
300110,58228,"n:n","1992 to 1988",74
300110,58229,"n:n","1992 to 1988",74
300110,58291,"n:n","1992 to 1988",74
300110,59899,"n:n","1992 to 1988",74
300110,65521,"n:n","1992 to 1988",74
300110,65523,"n:n","1992 to 1988",74
300110,89399,"n:n","1992 to 1988",74
300120,54162,"n:n","1992 to 1988",74
300120,54163,"n:n","1992 to 1988",74
300120,54164,"n:n","1992 to 1988",74
300120,54191,"n:n","1992 to 1988",74
300120,54192,"n:n","1992 to 1988",74
300120,54193,"n:n","1992 to 1988",74
300120,54199,"n:n","1992 to 1988",74
300120,54211,"n:n","1992 to 1988",74
300120,54212,"n:n","1992 to 1988",74
300120,54213,"n:n","1992 to 1988",74
300120,54219,"n:n","1992 to 1988",74
300120,54221,"n:n","1992 to 1988",74
300120,54222,"n:n","1992 to 1988",74
300120,54223,"n:n","1992 to 1988",74
300120,54224,"n:n","1992 to 1988",74
300120,54229,"n:n","1992 to 1988",74
300120,54231,"n:n","1992 to 1988",74
300120,54232,"n:n","1992 to 1988",74
300120,54291,"n:n","1992 to 1988",74
300120,54292,"n:n","1992 to 1988",74
300120,54293,"n:n","1992 to 1988",74
300120,58221,"n:n","1992 to 1988",74
300120,58222,"n:n","1992 to 1988",74
300120,58223,"n:n","1992 to 1988",74
300120,58224,"n:n","1992 to 1988",74
300120,58225,"n:n","1992 to 1988",74
300120,58226,"n:n","1992 to 1988",74
300120,58227,"n:n","1992 to 1988",74
300120,58228,"n:n","1992 to 1988",74
300120,58229,"n:n","1992 to 1988",74
300120,58291,"n:n","1992 to 1988",74
300120,59899,"n:n","1992 to 1988",74
300120,65521,"n:n","1992 to 1988",74
300120,65523,"n:n","1992 to 1988",74
300120,89399,"n:n","1992 to 1988",74
300190,54162,"n:n","1992 to 1988",74
300190,54163,"n:n","1992 to 1988",74
300190,54164,"n:n","1992 to 1988",74
300190,54191,"n:n","1992 to 1988",74
300190,54192,"n:n","1992 to 1988",74
300190,54193,"n:n","1992 to 1988",74
300190,54199,"n:n","1992 to 1988",74
300190,54211,"n:n","1992 to 1988",74
300190,54212,"n:n","1992 to 1988",74
300190,54213,"n:n","1992 to 1988",74
300190,54219,"n:n","1992 to 1988",74
300190,54221,"n:n","1992 to 1988",74
300190,54222,"n:n","1992 to 1988",74
300190,54223,"n:n","1992 to 1988",74
300190,54224,"n:n","1992 to 1988",74
300190,54229,"n:n","1992 to 1988",74
300190,54231,"n:n","1992 to 1988",74
300190,54232,"n:n","1992 to 1988",74
300190,54291,"n:n","1992 to 1988",74
300190,54292,"n:n","1992 to 1988",74
300190,54293,"n:n","1992 to 1988",74
300190,58221,"n:n","1992 to 1988",74
300190,58222,"n:n","1992 to 1988",74
300190,58223,"n:n","1992 to 1988",74
300190,58224,"n:n","1992 to 1988",74
300190,58225,"n:n","1992 to 1988",74
300190,58226,"n:n","1992 to 1988",74
300190,58227,"n:n","1992 to 1988",74
300190,58228,"n:n","1992 to 1988",74
300190,58229,"n:n","1992 to 1988",74
300190,58291,"n:n","1992 to 1988",74
300190,59899,"n:n","1992 to 1988",74
300190,65521,"n:n","1992 to 1988",74
300190,65523,"n:n","1992 to 1988",74
300190,89399,"n:n","1992 to 1988",74
300210,54162,"n:n","1992 to 1988",74
300210,54163,"n:n","1992 to 1988",74
300210,54164,"n:n","1992 to 1988",74
300210,54191,"n:n","1992 to 1988",74
300210,54192,"n:n","1992 to 1988",74
300210,54193,"n:n","1992 to 1988",74
300210,54199,"n:n","1992 to 1988",74
300210,54211,"n:n","1992 to 1988",74
300210,54212,"n:n","1992 to 1988",74
300210,54213,"n:n","1992 to 1988",74
300210,54219,"n:n","1992 to 1988",74
300210,54221,"n:n","1992 to 1988",74
300210,54222,"n:n","1992 to 1988",74
300210,54223,"n:n","1992 to 1988",74
300210,54224,"n:n","1992 to 1988",74
300210,54229,"n:n","1992 to 1988",74
300210,54231,"n:n","1992 to 1988",74
300210,54232,"n:n","1992 to 1988",74
300210,54291,"n:n","1992 to 1988",74
300210,54292,"n:n","1992 to 1988",74
300210,54293,"n:n","1992 to 1988",74
300210,58221,"n:n","1992 to 1988",74
300210,58222,"n:n","1992 to 1988",74
300210,58223,"n:n","1992 to 1988",74
300210,58224,"n:n","1992 to 1988",74
300210,58225,"n:n","1992 to 1988",74
300210,58226,"n:n","1992 to 1988",74
300210,58227,"n:n","1992 to 1988",74
300210,58228,"n:n","1992 to 1988",74
300210,58229,"n:n","1992 to 1988",74
300210,58291,"n:n","1992 to 1988",74
300210,59899,"n:n","1992 to 1988",74
300210,65521,"n:n","1992 to 1988",74
300210,65523,"n:n","1992 to 1988",74
300210,89399,"n:n","1992 to 1988",74
300220,54162,"n:n","1992 to 1988",74
300220,54163,"n:n","1992 to 1988",74
300220,54164,"n:n","1992 to 1988",74
300220,54191,"n:n","1992 to 1988",74
300220,54192,"n:n","1992 to 1988",74
300220,54193,"n:n","1992 to 1988",74
300220,54199,"n:n","1992 to 1988",74
300220,54211,"n:n","1992 to 1988",74
300220,54212,"n:n","1992 to 1988",74
300220,54213,"n:n","1992 to 1988",74
300220,54219,"n:n","1992 to 1988",74
300220,54221,"n:n","1992 to 1988",74
300220,54222,"n:n","1992 to 1988",74
300220,54223,"n:n","1992 to 1988",74
300220,54224,"n:n","1992 to 1988",74
300220,54229,"n:n","1992 to 1988",74
300220,54231,"n:n","1992 to 1988",74
300220,54232,"n:n","1992 to 1988",74
300220,54291,"n:n","1992 to 1988",74
300220,54292,"n:n","1992 to 1988",74
300220,54293,"n:n","1992 to 1988",74
300220,58221,"n:n","1992 to 1988",74
300220,58222,"n:n","1992 to 1988",74
300220,58223,"n:n","1992 to 1988",74
300220,58224,"n:n","1992 to 1988",74
300220,58225,"n:n","1992 to 1988",74
300220,58226,"n:n","1992 to 1988",74
300220,58227,"n:n","1992 to 1988",74
300220,58228,"n:n","1992 to 1988",74
300220,58229,"n:n","1992 to 1988",74
300220,58291,"n:n","1992 to 1988",74
300220,59899,"n:n","1992 to 1988",74
300220,65521,"n:n","1992 to 1988",74
300220,65523,"n:n","1992 to 1988",74
300220,89399,"n:n","1992 to 1988",74
300231,54162,"n:n","1992 to 1988",74
300231,54163,"n:n","1992 to 1988",74
300231,54164,"n:n","1992 to 1988",74
300231,54191,"n:n","1992 to 1988",74
300231,54192,"n:n","1992 to 1988",74
300231,54193,"n:n","1992 to 1988",74
300231,54199,"n:n","1992 to 1988",74
300231,54211,"n:n","1992 to 1988",74
300231,54212,"n:n","1992 to 1988",74
300231,54213,"n:n","1992 to 1988",74
300231,54219,"n:n","1992 to 1988",74
300231,54221,"n:n","1992 to 1988",74
300231,54222,"n:n","1992 to 1988",74
300231,54223,"n:n","1992 to 1988",74
300231,54224,"n:n","1992 to 1988",74
300231,54229,"n:n","1992 to 1988",74
300231,54231,"n:n","1992 to 1988",74
300231,54232,"n:n","1992 to 1988",74
300231,54291,"n:n","1992 to 1988",74
300231,54292,"n:n","1992 to 1988",74
300231,54293,"n:n","1992 to 1988",74
300231,58221,"n:n","1992 to 1988",74
300231,58222,"n:n","1992 to 1988",74
300231,58223,"n:n","1992 to 1988",74
300231,58224,"n:n","1992 to 1988",74
300231,58225,"n:n","1992 to 1988",74
300231,58226,"n:n","1992 to 1988",74
300231,58227,"n:n","1992 to 1988",74
300231,58228,"n:n","1992 to 1988",74
300231,58229,"n:n","1992 to 1988",74
300231,58291,"n:n","1992 to 1988",74
300231,59899,"n:n","1992 to 1988",74
300231,65521,"n:n","1992 to 1988",74
300231,65523,"n:n","1992 to 1988",74
300231,89399,"n:n","1992 to 1988",74
300239,54162,"n:n","1992 to 1988",74
300239,54163,"n:n","1992 to 1988",74
300239,54164,"n:n","1992 to 1988",74
300239,54191,"n:n","1992 to 1988",74
300239,54192,"n:n","1992 to 1988",74
300239,54193,"n:n","1992 to 1988",74
300239,54199,"n:n","1992 to 1988",74
300239,54211,"n:n","1992 to 1988",74
300239,54212,"n:n","1992 to 1988",74
300239,54213,"n:n","1992 to 1988",74
300239,54219,"n:n","1992 to 1988",74
300239,54221,"n:n","1992 to 1988",74
300239,54222,"n:n","1992 to 1988",74
300239,54223,"n:n","1992 to 1988",74
300239,54224,"n:n","1992 to 1988",74
300239,54229,"n:n","1992 to 1988",74
300239,54231,"n:n","1992 to 1988",74
300239,54232,"n:n","1992 to 1988",74
300239,54291,"n:n","1992 to 1988",74
300239,54292,"n:n","1992 to 1988",74
300239,54293,"n:n","1992 to 1988",74
300239,58221,"n:n","1992 to 1988",74
300239,58222,"n:n","1992 to 1988",74
300239,58223,"n:n","1992 to 1988",74
300239,58224,"n:n","1992 to 1988",74
300239,58225,"n:n","1992 to 1988",74
300239,58226,"n:n","1992 to 1988",74
300239,58227,"n:n","1992 to 1988",74
300239,58228,"n:n","1992 to 1988",74
300239,58229,"n:n","1992 to 1988",74
300239,58291,"n:n","1992 to 1988",74
300239,59899,"n:n","1992 to 1988",74
300239,65521,"n:n","1992 to 1988",74
300239,65523,"n:n","1992 to 1988",74
300239,89399,"n:n","1992 to 1988",74
300290,54162,"n:n","1992 to 1988",74
300290,54163,"n:n","1992 to 1988",74
300290,54164,"n:n","1992 to 1988",74
300290,54191,"n:n","1992 to 1988",74
300290,54192,"n:n","1992 to 1988",74
300290,54193,"n:n","1992 to 1988",74
300290,54199,"n:n","1992 to 1988",74
300290,54211,"n:n","1992 to 1988",74
300290,54212,"n:n","1992 to 1988",74
300290,54213,"n:n","1992 to 1988",74
300290,54219,"n:n","1992 to 1988",74
300290,54221,"n:n","1992 to 1988",74
300290,54222,"n:n","1992 to 1988",74
300290,54223,"n:n","1992 to 1988",74
300290,54224,"n:n","1992 to 1988",74
300290,54229,"n:n","1992 to 1988",74
300290,54231,"n:n","1992 to 1988",74
300290,54232,"n:n","1992 to 1988",74
300290,54291,"n:n","1992 to 1988",74
300290,54292,"n:n","1992 to 1988",74
300290,54293,"n:n","1992 to 1988",74
300290,58221,"n:n","1992 to 1988",74
300290,58222,"n:n","1992 to 1988",74
300290,58223,"n:n","1992 to 1988",74
300290,58224,"n:n","1992 to 1988",74
300290,58225,"n:n","1992 to 1988",74
300290,58226,"n:n","1992 to 1988",74
300290,58227,"n:n","1992 to 1988",74
300290,58228,"n:n","1992 to 1988",74
300290,58229,"n:n","1992 to 1988",74
300290,58291,"n:n","1992 to 1988",74
300290,59899,"n:n","1992 to 1988",74
300290,65521,"n:n","1992 to 1988",74
300290,65523,"n:n","1992 to 1988",74
300290,89399,"n:n","1992 to 1988",74
300310,54162,"n:n","1992 to 1988",74
300310,54163,"n:n","1992 to 1988",74
300310,54164,"n:n","1992 to 1988",74
300310,54191,"n:n","1992 to 1988",74
300310,54192,"n:n","1992 to 1988",74
300310,54193,"n:n","1992 to 1988",74
300310,54199,"n:n","1992 to 1988",74
300310,54211,"n:n","1992 to 1988",74
300310,54212,"n:n","1992 to 1988",74
300310,54213,"n:n","1992 to 1988",74
300310,54219,"n:n","1992 to 1988",74
300310,54221,"n:n","1992 to 1988",74
300310,54222,"n:n","1992 to 1988",74
300310,54223,"n:n","1992 to 1988",74
300310,54224,"n:n","1992 to 1988",74
300310,54229,"n:n","1992 to 1988",74
300310,54231,"n:n","1992 to 1988",74
300310,54232,"n:n","1992 to 1988",74
300310,54291,"n:n","1992 to 1988",74
300310,54292,"n:n","1992 to 1988",74
300310,54293,"n:n","1992 to 1988",74
300310,58221,"n:n","1992 to 1988",74
300310,58222,"n:n","1992 to 1988",74
300310,58223,"n:n","1992 to 1988",74
300310,58224,"n:n","1992 to 1988",74
300310,58225,"n:n","1992 to 1988",74
300310,58226,"n:n","1992 to 1988",74
300310,58227,"n:n","1992 to 1988",74
300310,58228,"n:n","1992 to 1988",74
300310,58229,"n:n","1992 to 1988",74
300310,58291,"n:n","1992 to 1988",74
300310,59899,"n:n","1992 to 1988",74
300310,65521,"n:n","1992 to 1988",74
300310,65523,"n:n","1992 to 1988",74
300310,89399,"n:n","1992 to 1988",74
300320,54162,"n:n","1992 to 1988",74
300320,54163,"n:n","1992 to 1988",74
300320,54164,"n:n","1992 to 1988",74
300320,54191,"n:n","1992 to 1988",74
300320,54192,"n:n","1992 to 1988",74
300320,54193,"n:n","1992 to 1988",74
300320,54199,"n:n","1992 to 1988",74
300320,54211,"n:n","1992 to 1988",74
300320,54212,"n:n","1992 to 1988",74
300320,54213,"n:n","1992 to 1988",74
300320,54219,"n:n","1992 to 1988",74
300320,54221,"n:n","1992 to 1988",74
300320,54222,"n:n","1992 to 1988",74
300320,54223,"n:n","1992 to 1988",74
300320,54224,"n:n","1992 to 1988",74
300320,54229,"n:n","1992 to 1988",74
300320,54231,"n:n","1992 to 1988",74
300320,54232,"n:n","1992 to 1988",74
300320,54291,"n:n","1992 to 1988",74
300320,54292,"n:n","1992 to 1988",74
300320,54293,"n:n","1992 to 1988",74
300320,58221,"n:n","1992 to 1988",74
300320,58222,"n:n","1992 to 1988",74
300320,58223,"n:n","1992 to 1988",74
300320,58224,"n:n","1992 to 1988",74
300320,58225,"n:n","1992 to 1988",74
300320,58226,"n:n","1992 to 1988",74
300320,58227,"n:n","1992 to 1988",74
300320,58228,"n:n","1992 to 1988",74
300320,58229,"n:n","1992 to 1988",74
300320,58291,"n:n","1992 to 1988",74
300320,59899,"n:n","1992 to 1988",74
300320,65521,"n:n","1992 to 1988",74
300320,65523,"n:n","1992 to 1988",74
300320,89399,"n:n","1992 to 1988",74
300331,54162,"n:n","1992 to 1988",74
300331,54163,"n:n","1992 to 1988",74
300331,54164,"n:n","1992 to 1988",74
300331,54191,"n:n","1992 to 1988",74
300331,54192,"n:n","1992 to 1988",74
300331,54193,"n:n","1992 to 1988",74
300331,54199,"n:n","1992 to 1988",74
300331,54211,"n:n","1992 to 1988",74
300331,54212,"n:n","1992 to 1988",74
300331,54213,"n:n","1992 to 1988",74
300331,54219,"n:n","1992 to 1988",74
300331,54221,"n:n","1992 to 1988",74
300331,54222,"n:n","1992 to 1988",74
300331,54223,"n:n","1992 to 1988",74
300331,54224,"n:n","1992 to 1988",74
300331,54229,"n:n","1992 to 1988",74
300331,54231,"n:n","1992 to 1988",74
300331,54232,"n:n","1992 to 1988",74
300331,54291,"n:n","1992 to 1988",74
300331,54292,"n:n","1992 to 1988",74
300331,54293,"n:n","1992 to 1988",74
300331,58221,"n:n","1992 to 1988",74
300331,58222,"n:n","1992 to 1988",74
300331,58223,"n:n","1992 to 1988",74
300331,58224,"n:n","1992 to 1988",74
300331,58225,"n:n","1992 to 1988",74
300331,58226,"n:n","1992 to 1988",74
300331,58227,"n:n","1992 to 1988",74
300331,58228,"n:n","1992 to 1988",74
300331,58229,"n:n","1992 to 1988",74
300331,58291,"n:n","1992 to 1988",74
300331,59899,"n:n","1992 to 1988",74
300331,65521,"n:n","1992 to 1988",74
300331,65523,"n:n","1992 to 1988",74
300331,89399,"n:n","1992 to 1988",74
300339,54162,"n:n","1992 to 1988",74
300339,54163,"n:n","1992 to 1988",74
300339,54164,"n:n","1992 to 1988",74
300339,54191,"n:n","1992 to 1988",74
300339,54192,"n:n","1992 to 1988",74
300339,54193,"n:n","1992 to 1988",74
300339,54199,"n:n","1992 to 1988",74
300339,54211,"n:n","1992 to 1988",74
300339,54212,"n:n","1992 to 1988",74
300339,54213,"n:n","1992 to 1988",74
300339,54219,"n:n","1992 to 1988",74
300339,54221,"n:n","1992 to 1988",74
300339,54222,"n:n","1992 to 1988",74
300339,54223,"n:n","1992 to 1988",74
300339,54224,"n:n","1992 to 1988",74
300339,54229,"n:n","1992 to 1988",74
300339,54231,"n:n","1992 to 1988",74
300339,54232,"n:n","1992 to 1988",74
300339,54291,"n:n","1992 to 1988",74
300339,54292,"n:n","1992 to 1988",74
300339,54293,"n:n","1992 to 1988",74
300339,58221,"n:n","1992 to 1988",74
300339,58222,"n:n","1992 to 1988",74
300339,58223,"n:n","1992 to 1988",74
300339,58224,"n:n","1992 to 1988",74
300339,58225,"n:n","1992 to 1988",74
300339,58226,"n:n","1992 to 1988",74
300339,58227,"n:n","1992 to 1988",74
300339,58228,"n:n","1992 to 1988",74
300339,58229,"n:n","1992 to 1988",74
300339,58291,"n:n","1992 to 1988",74
300339,59899,"n:n","1992 to 1988",74
300339,65521,"n:n","1992 to 1988",74
300339,65523,"n:n","1992 to 1988",74
300339,89399,"n:n","1992 to 1988",74
300340,54162,"n:n","1992 to 1988",74
300340,54163,"n:n","1992 to 1988",74
300340,54164,"n:n","1992 to 1988",74
300340,54191,"n:n","1992 to 1988",74
300340,54192,"n:n","1992 to 1988",74
300340,54193,"n:n","1992 to 1988",74
300340,54199,"n:n","1992 to 1988",74
300340,54211,"n:n","1992 to 1988",74
300340,54212,"n:n","1992 to 1988",74
300340,54213,"n:n","1992 to 1988",74
300340,54219,"n:n","1992 to 1988",74
300340,54221,"n:n","1992 to 1988",74
300340,54222,"n:n","1992 to 1988",74
300340,54223,"n:n","1992 to 1988",74
300340,54224,"n:n","1992 to 1988",74
300340,54229,"n:n","1992 to 1988",74
300340,54231,"n:n","1992 to 1988",74
300340,54232,"n:n","1992 to 1988",74
300340,54291,"n:n","1992 to 1988",74
300340,54292,"n:n","1992 to 1988",74
300340,54293,"n:n","1992 to 1988",74
300340,58221,"n:n","1992 to 1988",74
300340,58222,"n:n","1992 to 1988",74
300340,58223,"n:n","1992 to 1988",74
300340,58224,"n:n","1992 to 1988",74
300340,58225,"n:n","1992 to 1988",74
300340,58226,"n:n","1992 to 1988",74
300340,58227,"n:n","1992 to 1988",74
300340,58228,"n:n","1992 to 1988",74
300340,58229,"n:n","1992 to 1988",74
300340,58291,"n:n","1992 to 1988",74
300340,59899,"n:n","1992 to 1988",74
300340,65521,"n:n","1992 to 1988",74
300340,65523,"n:n","1992 to 1988",74
300340,89399,"n:n","1992 to 1988",74
300390,54162,"n:n","1992 to 1988",74
300390,54163,"n:n","1992 to 1988",74
300390,54164,"n:n","1992 to 1988",74
300390,54191,"n:n","1992 to 1988",74
300390,54192,"n:n","1992 to 1988",74
300390,54193,"n:n","1992 to 1988",74
300390,54199,"n:n","1992 to 1988",74
300390,54211,"n:n","1992 to 1988",74
300390,54212,"n:n","1992 to 1988",74
300390,54213,"n:n","1992 to 1988",74
300390,54219,"n:n","1992 to 1988",74
300390,54221,"n:n","1992 to 1988",74
300390,54222,"n:n","1992 to 1988",74
300390,54223,"n:n","1992 to 1988",74
300390,54224,"n:n","1992 to 1988",74
300390,54229,"n:n","1992 to 1988",74
300390,54231,"n:n","1992 to 1988",74
300390,54232,"n:n","1992 to 1988",74
300390,54291,"n:n","1992 to 1988",74
300390,54292,"n:n","1992 to 1988",74
300390,54293,"n:n","1992 to 1988",74
300390,58221,"n:n","1992 to 1988",74
300390,58222,"n:n","1992 to 1988",74
300390,58223,"n:n","1992 to 1988",74
300390,58224,"n:n","1992 to 1988",74
300390,58225,"n:n","1992 to 1988",74
300390,58226,"n:n","1992 to 1988",74
300390,58227,"n:n","1992 to 1988",74
300390,58228,"n:n","1992 to 1988",74
300390,58229,"n:n","1992 to 1988",74
300390,58291,"n:n","1992 to 1988",74
300390,59899,"n:n","1992 to 1988",74
300390,65521,"n:n","1992 to 1988",74
300390,65523,"n:n","1992 to 1988",74
300390,89399,"n:n","1992 to 1988",74
300410,54162,"n:n","1992 to 1988",74
300410,54163,"n:n","1992 to 1988",74
300410,54164,"n:n","1992 to 1988",74
300410,54191,"n:n","1992 to 1988",74
