"code.source","code.target","Relationship","adjustment","group.id"
20741,20732,"n:n","2012 to 2007",4
20742,20733,"n:n","2012 to 2007",4
20743,20734,"n:1","2012 to 2007",NA
20744,20735,"n:n","2012 to 2007",4
20745,20736,"n:n","2012 to 2007",4
20751,20732,"n:n","2012 to 2007",4
20752,20733,"n:n","2012 to 2007",4
20753,20734,"n:1","2012 to 2007",NA
20754,20735,"n:n","2012 to 2007",4
20755,20736,"n:n","2012 to 2007",4
20760,20732,"n:n","2012 to 2007",4
20760,20733,"n:n","2012 to 2007",4
20760,20735,"n:n","2012 to 2007",4
20760,20736,"n:n","2012 to 2007",4
20810,20810,"1:1","2012 to 2007",NA
20830,20830,"1:1","2012 to 2007",NA
20840,20840,"n:n","2012 to 2007",5
20840,20890,"n:n","2012 to 2007",5
20850,20850,"1:1","2012 to 2007",NA
20860,20890,"n:n","2012 to 2007",5
20890,20890,"n:n","2012 to 2007",5
20910,20900,"n:1","2012 to 2007",NA
20990,20900,"n:1","2012 to 2007",NA
21011,21011,"1:1","2012 to 2007",NA
21012,21012,"1:1","2012 to 2007",NA
21019,21019,"1:1","2012 to 2007",NA
21020,21020,"1:1","2012 to 2007",NA
21091,21091,"1:1","2012 to 2007",NA
21092,21092,"n:n","2012 to 2007",6
21092,21099,"n:n","2012 to 2007",6
21093,21093,"1:1","2012 to 2007",NA
21099,21099,"n:n","2012 to 2007",6
30111,30110,"n:1","2012 to 2007",NA
30119,30110,"n:1","2012 to 2007",NA
30191,30191,"1:1","2012 to 2007",NA
30192,30192,"1:1","2012 to 2007",NA
30193,30193,"n:n","2012 to 2007",7
30194,30194,"n:n","2012 to 2007",7
30194,30199,"n:n","2012 to 2007",7
30195,30195,"1:1","2012 to 2007",NA
30199,30193,"n:n","2012 to 2007",7
30199,30199,"n:n","2012 to 2007",7
30211,30211,"1:1","2012 to 2007",NA
30213,30212,"n:1","2012 to 2007",NA
30214,30212,"n:1","2012 to 2007",NA
30219,30219,"1:1","2012 to 2007",NA
30221,30221,"1:1","2012 to 2007",NA
30222,30222,"1:1","2012 to 2007",NA
30223,30223,"1:1","2012 to 2007",NA
30224,30229,"n:1","2012 to 2007",NA
30229,30229,"n:1","2012 to 2007",NA
30231,30231,"1:1","2012 to 2007",NA
30232,30232,"1:1","2012 to 2007",NA
30233,30233,"1:1","2012 to 2007",NA
30234,30234,"1:1","2012 to 2007",NA
30235,30235,"n:n","2012 to 2007",8
30235,30239,"n:n","2012 to 2007",8
30236,30236,"1:1","2012 to 2007",NA
30239,30239,"n:n","2012 to 2007",8
30241,30240,"1:1","2012 to 2007",NA
30242,30269,"n:1","2012 to 2007",NA
30243,30261,"1:1","2012 to 2007",NA
30244,30264,"1:1","2012 to 2007",NA
30245,30269,"n:1","2012 to 2007",NA
30246,30269,"n:1","2012 to 2007",NA
30247,30267,"1:1","2012 to 2007",NA
30251,30250,"1:1","2012 to 2007",NA
30252,30262,"1:1","2012 to 2007",NA
30253,30263,"1:1","2012 to 2007",NA
30254,30269,"n:1","2012 to 2007",NA
30255,30269,"n:1","2012 to 2007",NA
30256,30269,"n:1","2012 to 2007",NA
30259,30269,"n:1","2012 to 2007",NA
30271,30269,"n:1","2012 to 2007",NA
30272,30269,"n:1","2012 to 2007",NA
30273,30269,"n:1","2012 to 2007",NA
30274,30266,"1:1","2012 to 2007",NA
30279,30269,"n:1","2012 to 2007",NA
30281,30265,"1:1","2012 to 2007",NA
30282,30269,"n:1","2012 to 2007",NA
30283,30268,"1:1","2012 to 2007",NA
30284,30269,"n:1","2012 to 2007",NA
30285,30269,"n:1","2012 to 2007",NA
30289,30269,"n:1","2012 to 2007",NA
30290,30270,"1:1","2012 to 2007",NA
30311,30311,"1:1","2012 to 2007",NA
30312,30319,"1:1","2012 to 2007",NA
30313,30322,"1:1","2012 to 2007",NA
30314,30321,"1:1","2012 to 2007",NA
30319,30329,"1:1","2012 to 2007",NA
30323,30379,"n:1","2012 to 2007",NA
30324,30379,"n:1","2012 to 2007",NA
30325,30379,"n:1","2012 to 2007",NA
30326,30376,"1:1","2012 to 2007",NA
30329,30379,"n:1","2012 to 2007",NA
30331,30331,"1:1","2012 to 2007",NA
30332,30332,"1:1","2012 to 2007",NA
30333,30333,"1:1","2012 to 2007",NA
30334,30339,"n:1","2012 to 2007",NA
30339,30339,"n:1","2012 to 2007",NA
30341,30341,"1:1","2012 to 2007",NA
30342,30342,"1:1","2012 to 2007",NA
30343,30343,"1:1","2012 to 2007",NA
30344,30344,"1:1","2012 to 2007",NA
30345,30345,"n:n","2012 to 2007",9
30345,30349,"n:n","2012 to 2007",9
30346,30346,"1:1","2012 to 2007",NA
30349,30349,"n:n","2012 to 2007",9
30351,30351,"1:1","2012 to 2007",NA
30353,30371,"1:1","2012 to 2007",NA
30354,30374,"1:1","2012 to 2007",NA
30355,30379,"n:1","2012 to 2007",NA
30356,30379,"n:1","2012 to 2007",NA
30357,30361,"1:1","2012 to 2007",NA
30363,30352,"1:1","2012 to 2007",NA
30364,30372,"1:1","2012 to 2007",NA
30365,30373,"1:1","2012 to 2007",NA
30366,30378,"1:1","2012 to 2007",NA
30367,30379,"n:1","2012 to 2007",NA
30368,30379,"n:1","2012 to 2007",NA
30369,30379,"n:1","2012 to 2007",NA
30381,30375,"1:1","2012 to 2007",NA
30382,30379,"n:1","2012 to 2007",NA
30383,30362,"1:1","2012 to 2007",NA
30384,30377,"1:1","2012 to 2007",NA
30389,30379,"n:1","2012 to 2007",NA
30390,30380,"1:1","2012 to 2007",NA
30431,30419,"n:1","2012 to 2007",NA
30432,30419,"n:1","2012 to 2007",NA
30433,30419,"n:1","2012 to 2007",NA
30439,30419,"n:1","2012 to 2007",NA
30441,30419,"n:1","2012 to 2007",NA
30442,30419,"n:1","2012 to 2007",NA
30443,30419,"n:1","2012 to 2007",NA
30444,30419,"n:1","2012 to 2007",NA
30445,30411,"n:1","2012 to 2007",NA
30446,30412,"n:1","2012 to 2007",NA
30449,30419,"n:1","2012 to 2007",NA
30451,30419,"n:1","2012 to 2007",NA
30452,30419,"n:1","2012 to 2007",NA
30453,30419,"n:1","2012 to 2007",NA
30454,30411,"n:1","2012 to 2007",NA
30455,30412,"n:1","2012 to 2007",NA
30459,30419,"n:1","2012 to 2007",NA
30461,30429,"n:1","2012 to 2007",NA
30462,30429,"n:1","2012 to 2007",NA
30463,30429,"n:1","2012 to 2007",NA
30469,30429,"n:1","2012 to 2007",NA
30471,30429,"n:1","2012 to 2007",NA
30472,30429,"n:1","2012 to 2007",NA
30473,30429,"n:1","2012 to 2007",NA
30474,30429,"n:1","2012 to 2007",NA
30475,30429,"n:1","2012 to 2007",NA
30479,30429,"n:1","2012 to 2007",NA
30481,30429,"n:1","2012 to 2007",NA
30482,30429,"n:1","2012 to 2007",NA
30483,30429,"n:1","2012 to 2007",NA
30484,30421,"1:1","2012 to 2007",NA
30485,30422,"1:1","2012 to 2007",NA
30486,30429,"n:1","2012 to 2007",NA
30487,30429,"n:1","2012 to 2007",NA
30489,30429,"n:1","2012 to 2007",NA
30491,30491,"1:1","2012 to 2007",NA
30492,30492,"1:1","2012 to 2007",NA
30493,30499,"n:1","2012 to 2007",NA
30494,30499,"n:1","2012 to 2007",NA
30495,30499,"n:1","2012 to 2007",NA
30499,30499,"n:1","2012 to 2007",NA
30510,30510,"1:1","2012 to 2007",NA
30520,30520,"1:1","2012 to 2007",NA
30531,30530,"n:1","2012 to 2007",NA
30532,30530,"n:1","2012 to 2007",NA
30539,30530,"n:1","2012 to 2007",NA
30541,30541,"n:n","2012 to 2007",10
30542,30542,"n:n","2012 to 2007",10
30543,30549,"n:n","2012 to 2007",10
30544,30549,"n:n","2012 to 2007",10
30549,30549,"n:n","2012 to 2007",10
30551,30551,"n:n","2012 to 2007",10
30559,30559,"n:n","2012 to 2007",10
30561,30561,"n:n","2012 to 2007",10
30562,30562,"n:n","2012 to 2007",10
30563,30563,"n:n","2012 to 2007",10
30564,30569,"n:n","2012 to 2007",10
30569,30569,"n:n","2012 to 2007",10
30571,30549,"n:n","2012 to 2007",10
30571,30559,"n:n","2012 to 2007",10
30571,30569,"n:n","2012 to 2007",10
30572,30541,"n:n","2012 to 2007",10
30572,30542,"n:n","2012 to 2007",10
30572,30549,"n:n","2012 to 2007",10
30572,30551,"n:n","2012 to 2007",10
30572,30559,"n:n","2012 to 2007",10
30572,30561,"n:n","2012 to 2007",10
30572,30562,"n:n","2012 to 2007",10
30572,30563,"n:n","2012 to 2007",10
30572,30569,"n:n","2012 to 2007",10
30579,30541,"n:n","2012 to 2007",10
30579,30542,"n:n","2012 to 2007",10
30579,30549,"n:n","2012 to 2007",10
30579,30551,"n:n","2012 to 2007",10
30579,30559,"n:n","2012 to 2007",10
30579,30561,"n:n","2012 to 2007",10
30579,30562,"n:n","2012 to 2007",10
30579,30563,"n:n","2012 to 2007",10
30579,30569,"n:n","2012 to 2007",10
30611,30611,"n:n","2012 to 2007",11
30611,160540,"n:n","2012 to 2007",11
30612,30612,"n:n","2012 to 2007",12
30612,160530,"n:n","2012 to 2007",12
30614,30614,"n:n","2012 to 2007",13
30614,160510,"n:n","2012 to 2007",13
30615,30619,"n:n","2012 to 2007",11
30615,160540,"n:n","2012 to 2007",11
30616,30613,"n:n","2012 to 2007",14
30616,160520,"n:n","2012 to 2007",14
30617,30613,"n:n","2012 to 2007",14
30617,160520,"n:n","2012 to 2007",14
30619,30619,"n:n","2012 to 2007",11
30619,160540,"n:n","2012 to 2007",11
30621,30621,"n:n","2012 to 2007",11
30621,160540,"n:n","2012 to 2007",11
30622,30622,"n:n","2012 to 2007",12
30622,160530,"n:n","2012 to 2007",12
30624,30624,"n:n","2012 to 2007",13
30624,160510,"n:n","2012 to 2007",13
30625,30629,"n:n","2012 to 2007",11
30625,160540,"n:n","2012 to 2007",11
30626,30623,"n:n","2012 to 2007",14
30626,160520,"n:n","2012 to 2007",14
30627,30623,"n:n","2012 to 2007",14
30627,160520,"n:n","2012 to 2007",14
30629,30629,"n:n","2012 to 2007",11
30629,160540,"n:n","2012 to 2007",11
30711,30710,"n:n","2012 to 2007",15
30719,30710,"n:n","2012 to 2007",15
30719,160590,"n:n","2012 to 2007",15
30721,30721,"1:1","2012 to 2007",NA
30729,30729,"n:n","2012 to 2007",15
30729,160590,"n:n","2012 to 2007",15
30731,30731,"1:1","2012 to 2007",NA
30739,30739,"n:n","2012 to 2007",15
30739,160590,"n:n","2012 to 2007",15
30741,30741,"1:1","2012 to 2007",NA
30749,30749,"n:n","2012 to 2007",15
30749,160590,"n:n","2012 to 2007",15
30751,30751,"1:1","2012 to 2007",NA
30759,30759,"n:n","2012 to 2007",15
30759,160590,"n:n","2012 to 2007",15
30760,30760,"n:n","2012 to 2007",15
30760,160590,"n:n","2012 to 2007",15
30771,30791,"n:n","2012 to 2007",15
30779,30799,"n:n","2012 to 2007",15
30779,160590,"n:n","2012 to 2007",15
30781,30791,"n:n","2012 to 2007",15
30789,30799,"n:n","2012 to 2007",15
30789,160590,"n:n","2012 to 2007",15
30791,30791,"n:n","2012 to 2007",15
30799,30799,"n:n","2012 to 2007",15
30799,160590,"n:n","2012 to 2007",15
30811,30791,"n:n","2012 to 2007",15
30819,30799,"n:n","2012 to 2007",15
30819,160590,"n:n","2012 to 2007",15
30821,30791,"n:n","2012 to 2007",15
30829,30799,"n:n","2012 to 2007",15
30829,160590,"n:n","2012 to 2007",15
30830,30791,"n:n","2012 to 2007",15
30830,30799,"n:n","2012 to 2007",15
30830,160590,"n:n","2012 to 2007",15
30890,30791,"n:n","2012 to 2007",15
30890,30799,"n:n","2012 to 2007",15
30890,160590,"n:n","2012 to 2007",15
40110,40110,"1:1","2012 to 2007",NA
40120,40120,"1:1","2012 to 2007",NA
40140,40130,"n:1","2012 to 2007",NA
40150,40130,"n:1","2012 to 2007",NA
40210,40210,"1:1","2012 to 2007",NA
40221,40221,"1:1","2012 to 2007",NA
40229,40229,"1:1","2012 to 2007",NA
40291,40291,"1:1","2012 to 2007",NA
40299,40299,"1:1","2012 to 2007",NA
40310,40310,"1:1","2012 to 2007",NA
40390,40390,"1:1","2012 to 2007",NA
40410,40410,"1:1","2012 to 2007",NA
40490,40490,"1:1","2012 to 2007",NA
40510,40510,"1:1","2012 to 2007",NA
40520,40520,"1:1","2012 to 2007",NA
40590,40590,"1:1","2012 to 2007",NA
40610,40610,"1:1","2012 to 2007",NA
40620,40620,"1:1","2012 to 2007",NA
40630,40630,"1:1","2012 to 2007",NA
40640,40640,"1:1","2012 to 2007",NA
40690,40690,"1:1","2012 to 2007",NA
40711,40700,"n:1","2012 to 2007",NA
40719,40700,"n:1","2012 to 2007",NA
40721,40700,"n:1","2012 to 2007",NA
40729,40700,"n:1","2012 to 2007",NA
40790,40700,"n:1","2012 to 2007",NA
40811,40811,"1:1","2012 to 2007",NA
40819,40819,"1:1","2012 to 2007",NA
40891,40891,"1:1","2012 to 2007",NA
40899,40899,"1:1","2012 to 2007",NA
40900,40900,"1:1","2012 to 2007",NA
41000,41000,"1:1","2012 to 2007",NA
50100,50100,"1:1","2012 to 2007",NA
50210,50210,"1:1","2012 to 2007",NA
50290,50290,"1:1","2012 to 2007",NA
50400,50400,"1:1","2012 to 2007",NA
50510,50510,"1:1","2012 to 2007",NA
50590,50590,"1:1","2012 to 2007",NA
50610,50610,"1:1","2012 to 2007",NA
50690,50690,"1:1","2012 to 2007",NA
50710,50710,"1:1","2012 to 2007",NA
50790,50790,"1:1","2012 to 2007",NA
50800,50800,"1:1","2012 to 2007",NA
51000,51000,"1:1","2012 to 2007",NA
51110,51110,"1:1","2012 to 2007",NA
51191,51191,"1:1","2012 to 2007",NA
51199,51199,"1:1","2012 to 2007",NA
60110,60110,"1:1","2012 to 2007",NA
60120,60120,"1:1","2012 to 2007",NA
60210,60210,"1:1","2012 to 2007",NA
60220,60220,"1:1","2012 to 2007",NA
60230,60230,"1:1","2012 to 2007",NA
60240,60240,"1:1","2012 to 2007",NA
60290,60290,"1:1","2012 to 2007",NA
60311,60311,"1:1","2012 to 2007",NA
60312,60312,"1:1","2012 to 2007",NA
60313,60313,"1:1","2012 to 2007",NA
60314,60314,"1:1","2012 to 2007",NA
60315,60319,"n:1","2012 to 2007",NA
60319,60319,"n:1","2012 to 2007",NA
60390,60390,"1:1","2012 to 2007",NA
60420,60410,"n:n","2012 to 2007",16
60420,60491,"n:n","2012 to 2007",16
60490,60410,"n:n","2012 to 2007",16
60490,60499,"n:n","2012 to 2007",16
70110,70110,"1:1","2012 to 2007",NA
70190,70190,"1:1","2012 to 2007",NA
70200,70200,"1:1","2012 to 2007",NA
70310,70310,"1:1","2012 to 2007",NA
70320,70320,"1:1","2012 to 2007",NA
70390,70390,"1:1","2012 to 2007",NA
70410,70410,"1:1","2012 to 2007",NA
70420,70420,"1:1","2012 to 2007",NA
70490,70490,"1:1","2012 to 2007",NA
70511,70511,"1:1","2012 to 2007",NA
70519,70519,"1:1","2012 to 2007",NA
70521,70521,"1:1","2012 to 2007",NA
70529,70529,"1:1","2012 to 2007",NA
70610,70610,"1:1","2012 to 2007",NA
70690,70690,"1:1","2012 to 2007",NA
70700,70700,"1:1","2012 to 2007",NA
70810,70810,"1:1","2012 to 2007",NA
70820,70820,"1:1","2012 to 2007",NA
70890,70890,"1:1","2012 to 2007",NA
70920,70920,"1:1","2012 to 2007",NA
70930,70930,"1:1","2012 to 2007",NA
70940,70940,"1:1","2012 to 2007",NA
70951,70951,"1:1","2012 to 2007",NA
70959,70959,"1:1","2012 to 2007",NA
70960,70960,"1:1","2012 to 2007",NA
70970,70970,"1:1","2012 to 2007",NA
70991,70990,"n:1","2012 to 2007",NA
70992,70990,"n:1","2012 to 2007",NA
70993,70990,"n:1","2012 to 2007",NA
70999,70990,"n:1","2012 to 2007",NA
71010,71010,"1:1","2012 to 2007",NA
71021,71021,"1:1","2012 to 2007",NA
71022,71022,"1:1","2012 to 2007",NA
71029,71029,"1:1","2012 to 2007",NA
71030,71030,"1:1","2012 to 2007",NA
71040,71040,"1:1","2012 to 2007",NA
71080,71080,"1:1","2012 to 2007",NA
71090,71090,"1:1","2012 to 2007",NA
71120,71120,"1:1","2012 to 2007",NA
71140,71140,"1:1","2012 to 2007",NA
71151,71151,"1:1","2012 to 2007",NA
71159,71159,"1:1","2012 to 2007",NA
71190,71190,"1:1","2012 to 2007",NA
71220,71220,"1:1","2012 to 2007",NA
71231,71231,"1:1","2012 to 2007",NA
71232,71232,"1:1","2012 to 2007",NA
71233,71233,"1:1","2012 to 2007",NA
71239,71239,"1:1","2012 to 2007",NA
71290,71290,"1:1","2012 to 2007",NA
71310,71310,"1:1","2012 to 2007",NA
71320,71320,"1:1","2012 to 2007",NA
71331,71331,"1:1","2012 to 2007",NA
71332,71332,"1:1","2012 to 2007",NA
71333,71333,"1:1","2012 to 2007",NA
71334,71339,"n:1","2012 to 2007",NA
71335,71339,"n:1","2012 to 2007",NA
71339,71339,"n:1","2012 to 2007",NA
71340,71340,"1:1","2012 to 2007",NA
71350,71350,"1:1","2012 to 2007",NA
71360,71390,"n:1","2012 to 2007",NA
71390,71390,"n:1","2012 to 2007",NA
71410,71410,"1:1","2012 to 2007",NA
71420,71420,"1:1","2012 to 2007",NA
71430,71490,"n:1","2012 to 2007",NA
71440,71490,"n:1","2012 to 2007",NA
71450,71490,"n:1","2012 to 2007",NA
71490,71490,"n:1","2012 to 2007",NA
80111,80111,"1:1","2012 to 2007",NA
80112,80119,"n:1","2012 to 2007",NA
80119,80119,"n:1","2012 to 2007",NA
80121,80121,"1:1","2012 to 2007",NA
80122,80122,"1:1","2012 to 2007",NA
80131,80131,"1:1","2012 to 2007",NA
80132,80132,"1:1","2012 to 2007",NA
80211,80211,"1:1","2012 to 2007",NA
80212,80212,"1:1","2012 to 2007",NA
80221,80221,"1:1","2012 to 2007",NA
80222,80222,"1:1","2012 to 2007",NA
80231,80231,"1:1","2012 to 2007",NA
80232,80232,"1:1","2012 to 2007",NA
80241,80240,"n:1","2012 to 2007",NA
80242,80240,"n:1","2012 to 2007",NA
80251,80250,"n:1","2012 to 2007",NA
80252,80250,"n:1","2012 to 2007",NA
80261,80260,"n:1","2012 to 2007",NA
80262,80260,"n:1","2012 to 2007",NA
80270,80290,"n:1","2012 to 2007",NA
80280,80290,"n:1","2012 to 2007",NA
80290,80290,"n:1","2012 to 2007",NA
80310,80300,"n:1","2012 to 2007",NA
80390,80300,"n:1","2012 to 2007",NA
80410,80410,"1:1","2012 to 2007",NA
80420,80420,"1:1","2012 to 2007",NA
80430,80430,"1:1","2012 to 2007",NA
80440,80440,"1:1","2012 to 2007",NA
80450,80450,"1:1","2012 to 2007",NA
80510,80510,"1:1","2012 to 2007",NA
80520,80520,"1:1","2012 to 2007",NA
80540,80540,"1:1","2012 to 2007",NA
80550,80550,"1:1","2012 to 2007",NA
80590,80590,"1:1","2012 to 2007",NA
80610,80610,"1:1","2012 to 2007",NA
80620,80620,"1:1","2012 to 2007",NA
80711,80711,"1:1","2012 to 2007",NA
80719,80719,"1:1","2012 to 2007",NA
80720,80720,"1:1","2012 to 2007",NA
80810,80810,"1:1","2012 to 2007",NA
80830,80820,"n:1","2012 to 2007",NA
80840,80820,"n:1","2012 to 2007",NA
80910,80910,"1:1","2012 to 2007",NA
80921,80920,"n:1","2012 to 2007",NA
80929,80920,"n:1","2012 to 2007",NA
80930,80930,"1:1","2012 to 2007",NA
80940,80940,"1:1","2012 to 2007",NA
81010,81010,"1:1","2012 to 2007",NA
81020,81020,"1:1","2012 to 2007",NA
81030,81090,"n:1","2012 to 2007",NA
81040,81040,"1:1","2012 to 2007",NA
81050,81050,"1:1","2012 to 2007",NA
81060,81060,"1:1","2012 to 2007",NA
81070,81090,"n:1","2012 to 2007",NA
81090,81090,"n:1","2012 to 2007",NA
81110,81110,"1:1","2012 to 2007",NA
81120,81120,"1:1","2012 to 2007",NA
81190,81190,"1:1","2012 to 2007",NA
81210,81210,"1:1","2012 to 2007",NA
81290,81290,"1:1","2012 to 2007",NA
81310,81310,"1:1","2012 to 2007",NA
81320,81320,"1:1","2012 to 2007",NA
81330,81330,"1:1","2012 to 2007",NA
81340,81340,"1:1","2012 to 2007",NA
81350,81350,"1:1","2012 to 2007",NA
81400,81400,"1:1","2012 to 2007",NA
90111,90111,"1:1","2012 to 2007",NA
90112,90112,"1:1","2012 to 2007",NA
90121,90121,"1:1","2012 to 2007",NA
90122,90122,"1:1","2012 to 2007",NA
90190,90190,"1:1","2012 to 2007",NA
90210,90210,"1:1","2012 to 2007",NA
90220,90220,"1:1","2012 to 2007",NA
90230,90230,"1:1","2012 to 2007",NA
90240,90240,"1:1","2012 to 2007",NA
90300,90300,"1:1","2012 to 2007",NA
90411,90411,"1:1","2012 to 2007",NA
90412,90412,"1:1","2012 to 2007",NA
90421,90420,"n:1","2012 to 2007",NA
90422,90420,"n:1","2012 to 2007",NA
90510,90500,"n:1","2012 to 2007",NA
90520,90500,"n:1","2012 to 2007",NA
90611,90611,"1:1","2012 to 2007",NA
90619,90619,"1:1","2012 to 2007",NA
90620,90620,"1:1","2012 to 2007",NA
90710,90700,"n:1","2012 to 2007",NA
90720,90700,"n:1","2012 to 2007",NA
90811,90810,"n:1","2012 to 2007",NA
90812,90810,"n:1","2012 to 2007",NA
90821,90820,"n:1","2012 to 2007",NA
90822,90820,"n:1","2012 to 2007",NA
90831,90830,"n:1","2012 to 2007",NA
90832,90830,"n:1","2012 to 2007",NA
90921,90920,"n:1","2012 to 2007",NA
90922,90920,"n:1","2012 to 2007",NA
90931,90930,"n:1","2012 to 2007",NA
90932,90930,"n:1","2012 to 2007",NA
90961,90910,"n:n","2012 to 2007",17
90961,90940,"n:n","2012 to 2007",17
90961,90950,"n:n","2012 to 2007",17
90962,90910,"n:n","2012 to 2007",17
90962,90940,"n:n","2012 to 2007",17
90962,90950,"n:n","2012 to 2007",17
91011,91010,"n:1","2012 to 2007",NA
91012,91010,"n:1","2012 to 2007",NA
91020,91020,"1:1","2012 to 2007",NA
91030,91030,"1:1","2012 to 2007",NA
91091,91091,"1:1","2012 to 2007",NA
91099,91099,"1:1","2012 to 2007",NA
100111,100110,"n:1","2012 to 2007",NA
100119,100110,"n:1","2012 to 2007",NA
100191,100190,"n:1","2012 to 2007",NA
100199,100190,"n:1","2012 to 2007",NA
100210,100200,"n:1","2012 to 2007",NA
100290,100200,"n:1","2012 to 2007",NA
100310,100300,"n:1","2012 to 2007",NA
100390,100300,"n:1","2012 to 2007",NA
100410,100400,"n:1","2012 to 2007",NA
100490,100400,"n:1","2012 to 2007",NA
100510,100510,"1:1","2012 to 2007",NA
100590,100590,"1:1","2012 to 2007",NA
100610,100610,"1:1","2012 to 2007",NA
100620,100620,"1:1","2012 to 2007",NA
100630,100630,"1:1","2012 to 2007",NA
100640,100640,"1:1","2012 to 2007",NA
100710,100700,"n:1","2012 to 2007",NA
100790,100700,"n:1","2012 to 2007",NA
100810,100810,"1:1","2012 to 2007",NA
100821,100820,"n:1","2012 to 2007",NA
100829,100820,"n:1","2012 to 2007",NA
100830,100830,"1:1","2012 to 2007",NA
100840,100890,"n:1","2012 to 2007",NA
100850,100890,"n:1","2012 to 2007",NA
100860,100890,"n:1","2012 to 2007",NA
100890,100890,"n:1","2012 to 2007",NA
110100,110100,"1:1","2012 to 2007",NA
110220,110220,"1:1","2012 to 2007",NA
110290,110210,"1:n","2012 to 2007",18
110290,110290,"1:n","2012 to 2007",18
110311,110311,"1:1","2012 to 2007",NA
110313,110313,"1:1","2012 to 2007",NA
110319,110319,"1:1","2012 to 2007",NA
110320,110320,"1:1","2012 to 2007",NA
110412,110412,"1:1","2012 to 2007",NA
110419,110419,"1:1","2012 to 2007",NA
110422,110422,"1:1","2012 to 2007",NA
110423,110423,"1:1","2012 to 2007",NA
110429,110429,"1:1","2012 to 2007",NA
110430,110430,"1:1","2012 to 2007",NA
110510,110510,"1:1","2012 to 2007",NA
110520,110520,"1:1","2012 to 2007",NA
110610,110610,"1:1","2012 to 2007",NA
110620,110620,"1:1","2012 to 2007",NA
110630,110630,"1:1","2012 to 2007",NA
110710,110710,"1:1","2012 to 2007",NA
110720,110720,"1:1","2012 to 2007",NA
110811,110811,"1:1","2012 to 2007",NA
110812,110812,"1:1","2012 to 2007",NA
110813,110813,"1:1","2012 to 2007",NA
110814,110814,"1:1","2012 to 2007",NA
110819,110819,"1:1","2012 to 2007",NA
