"code.source","code.target","Relationship","adjustment","group.id"
841470,841480,"n:n","2022 to 2017",11
841470,842139,"n:n","2022 to 2017",11
841480,841480,"n:1","2022 to 2017",11
841490,841490,"n:n","2022 to 2017",11
841490,842199,"n:n","2022 to 2017",11
841510,841510,"n:1","2022 to 2017",11
841520,841520,"n:1","2022 to 2017",11
841581,841581,"n:1","2022 to 2017",11
841582,841582,"n:1","2022 to 2017",11
841583,841583,"n:1","2022 to 2017",11
841590,841590,"n:1","2022 to 2017",11
841610,841610,"n:1","2022 to 2017",11
841620,841620,"n:1","2022 to 2017",11
841630,841630,"n:1","2022 to 2017",11
841690,841690,"n:1","2022 to 2017",11
841710,841710,"n:1","2022 to 2017",11
841720,841720,"n:1","2022 to 2017",11
841780,841780,"n:1","2022 to 2017",11
841790,841790,"n:1","2022 to 2017",11
841810,841810,"n:n","2022 to 2017",11
841810,841850,"n:n","2022 to 2017",11
841821,841821,"n:1","2022 to 2017",11
841829,841829,"n:1","2022 to 2017",11
841830,841830,"n:1","2022 to 2017",11
841840,841840,"n:1","2022 to 2017",11
841850,841850,"n:1","2022 to 2017",11
841861,841861,"n:1","2022 to 2017",11
841869,841869,"n:1","2022 to 2017",11
841891,841891,"n:1","2022 to 2017",11
841899,841899,"n:1","2022 to 2017",11
841911,841911,"n:1","2022 to 2017",11
841912,841919,"n:1","2022 to 2017",11
841919,841919,"n:1","2022 to 2017",11
841920,841920,"n:1","2022 to 2017",11
841933,841931,"n:n","2022 to 2017",11
841933,841932,"n:n","2022 to 2017",11
841933,841939,"n:n","2022 to 2017",11
841934,841931,"n:1","2022 to 2017",11
841935,841932,"n:1","2022 to 2017",11
841939,841939,"n:1","2022 to 2017",11
841940,841940,"n:1","2022 to 2017",11
841950,841950,"n:1","2022 to 2017",11
841960,841960,"n:1","2022 to 2017",11
841981,841981,"n:1","2022 to 2017",11
841989,841989,"n:1","2022 to 2017",11
841990,841990,"n:1","2022 to 2017",11
842010,842010,"n:1","2022 to 2017",11
842091,842091,"n:1","2022 to 2017",11
842099,842099,"n:1","2022 to 2017",11
842111,842111,"n:1","2022 to 2017",11
842112,842112,"n:1","2022 to 2017",11
842119,842119,"n:1","2022 to 2017",11
842121,842121,"n:1","2022 to 2017",11
842122,842122,"n:1","2022 to 2017",11
842123,842123,"n:1","2022 to 2017",11
842129,842129,"n:1","2022 to 2017",11
842131,842131,"n:1","2022 to 2017",11
842132,842139,"n:1","2022 to 2017",11
842139,842139,"n:1","2022 to 2017",11
842191,842191,"n:1","2022 to 2017",11
842199,842199,"n:1","2022 to 2017",11
842211,842211,"n:1","2022 to 2017",11
842219,842219,"n:1","2022 to 2017",11
842220,842220,"n:1","2022 to 2017",11
842230,842230,"n:1","2022 to 2017",11
842240,842240,"n:1","2022 to 2017",11
842290,842290,"n:1","2022 to 2017",11
842310,842310,"n:1","2022 to 2017",11
842320,842320,"n:1","2022 to 2017",11
842330,842330,"n:1","2022 to 2017",11
842381,842381,"n:1","2022 to 2017",11
842382,842382,"n:1","2022 to 2017",11
842389,842389,"n:1","2022 to 2017",11
842390,842390,"n:1","2022 to 2017",11
842410,842410,"n:1","2022 to 2017",11
842420,842420,"n:1","2022 to 2017",11
842430,842430,"n:1","2022 to 2017",11
842441,842441,"n:1","2022 to 2017",11
842449,842449,"n:1","2022 to 2017",11
842482,842482,"n:1","2022 to 2017",11
842489,842489,"n:1","2022 to 2017",11
842490,842490,"n:1","2022 to 2017",11
842511,842511,"n:1","2022 to 2017",11
842519,842519,"n:1","2022 to 2017",11
842531,842531,"n:1","2022 to 2017",11
842539,842539,"n:1","2022 to 2017",11
842541,842541,"n:1","2022 to 2017",11
842542,842542,"n:1","2022 to 2017",11
842549,842549,"n:1","2022 to 2017",11
842611,842611,"n:1","2022 to 2017",11
842612,842612,"n:1","2022 to 2017",11
842619,842619,"n:1","2022 to 2017",11
842620,842620,"n:1","2022 to 2017",11
842630,842630,"n:1","2022 to 2017",11
842641,842641,"n:1","2022 to 2017",11
842649,842649,"n:1","2022 to 2017",11
842691,842691,"n:1","2022 to 2017",11
842699,842699,"n:1","2022 to 2017",11
842710,842710,"n:1","2022 to 2017",11
842720,842720,"n:1","2022 to 2017",11
842790,842790,"n:1","2022 to 2017",11
842810,842810,"n:1","2022 to 2017",11
842820,842820,"n:1","2022 to 2017",11
842831,842831,"n:1","2022 to 2017",11
842832,842832,"n:1","2022 to 2017",11
842833,842833,"n:1","2022 to 2017",11
842839,842839,"n:1","2022 to 2017",11
842840,842840,"n:1","2022 to 2017",11
842860,842860,"n:1","2022 to 2017",11
842870,842890,"n:1","2022 to 2017",11
842890,842890,"n:1","2022 to 2017",11
842911,842911,"n:1","2022 to 2017",11
842919,842919,"n:1","2022 to 2017",11
842920,842920,"n:1","2022 to 2017",11
842930,842930,"n:1","2022 to 2017",11
842940,842940,"n:1","2022 to 2017",11
842951,842951,"n:1","2022 to 2017",11
842952,842952,"n:1","2022 to 2017",11
842959,842959,"n:1","2022 to 2017",11
843010,843010,"n:1","2022 to 2017",11
843020,843020,"n:1","2022 to 2017",11
843031,843031,"n:1","2022 to 2017",11
843039,843039,"n:1","2022 to 2017",11
843041,843041,"n:1","2022 to 2017",11
843049,843049,"n:1","2022 to 2017",11
843050,843050,"n:1","2022 to 2017",11
843061,843061,"n:1","2022 to 2017",11
843069,843069,"n:1","2022 to 2017",11
843110,843110,"n:1","2022 to 2017",11
843120,843120,"n:1","2022 to 2017",11
843131,843131,"n:1","2022 to 2017",11
843139,843139,"n:1","2022 to 2017",11
843141,843141,"n:1","2022 to 2017",11
843142,843142,"n:1","2022 to 2017",11
843143,843143,"n:1","2022 to 2017",11
843149,843149,"n:1","2022 to 2017",11
843210,843210,"n:1","2022 to 2017",11
843221,843221,"n:1","2022 to 2017",11
843229,843229,"n:1","2022 to 2017",11
843231,843231,"n:1","2022 to 2017",11
843239,843239,"n:1","2022 to 2017",11
843241,843241,"n:1","2022 to 2017",11
843242,843242,"n:1","2022 to 2017",11
843280,843280,"n:1","2022 to 2017",11
843290,843290,"n:1","2022 to 2017",11
843311,843311,"n:1","2022 to 2017",11
843319,843319,"n:1","2022 to 2017",11
843320,843320,"n:1","2022 to 2017",11
843330,843330,"n:1","2022 to 2017",11
843340,843340,"n:1","2022 to 2017",11
843351,843351,"n:1","2022 to 2017",11
843352,843352,"n:1","2022 to 2017",11
843353,843353,"n:1","2022 to 2017",11
843359,843359,"n:1","2022 to 2017",11
843360,843360,"n:1","2022 to 2017",11
843390,843390,"n:1","2022 to 2017",11
843410,843410,"n:1","2022 to 2017",11
843420,843420,"n:1","2022 to 2017",11
843490,843490,"n:1","2022 to 2017",11
843510,843510,"n:1","2022 to 2017",11
843590,843590,"n:1","2022 to 2017",11
843610,843610,"n:1","2022 to 2017",11
843621,843621,"n:1","2022 to 2017",11
843629,843629,"n:1","2022 to 2017",11
843680,843680,"n:1","2022 to 2017",11
843691,843691,"n:1","2022 to 2017",11
843699,843699,"n:1","2022 to 2017",11
843710,843710,"n:1","2022 to 2017",11
843780,843780,"n:1","2022 to 2017",11
843790,843790,"n:1","2022 to 2017",11
843810,843810,"n:1","2022 to 2017",11
843820,843820,"n:1","2022 to 2017",11
843830,843830,"n:1","2022 to 2017",11
843840,843840,"n:1","2022 to 2017",11
843850,843850,"n:1","2022 to 2017",11
843860,843860,"n:1","2022 to 2017",11
843880,843880,"n:1","2022 to 2017",11
843890,843890,"n:1","2022 to 2017",11
843910,843910,"n:1","2022 to 2017",11
843920,843920,"n:1","2022 to 2017",11
843930,843930,"n:1","2022 to 2017",11
843991,843991,"n:1","2022 to 2017",11
843999,843999,"n:1","2022 to 2017",11
844010,844010,"n:1","2022 to 2017",11
844090,844090,"n:1","2022 to 2017",11
844110,844110,"n:1","2022 to 2017",11
844120,844120,"n:1","2022 to 2017",11
844130,844130,"n:1","2022 to 2017",11
844140,844140,"n:1","2022 to 2017",11
844180,844180,"n:1","2022 to 2017",11
844190,844190,"n:1","2022 to 2017",11
844230,844230,"n:1","2022 to 2017",11
844240,844240,"n:1","2022 to 2017",11
844250,844250,"n:1","2022 to 2017",11
844311,844311,"n:1","2022 to 2017",11
844312,844312,"n:1","2022 to 2017",11
844313,844313,"n:1","2022 to 2017",11
844314,844314,"n:1","2022 to 2017",11
844315,844315,"n:1","2022 to 2017",11
844316,844316,"n:1","2022 to 2017",11
844317,844317,"n:1","2022 to 2017",11
844319,844319,"n:1","2022 to 2017",11
844331,844331,"n:1","2022 to 2017",11
844332,844332,"n:1","2022 to 2017",11
844339,844339,"n:1","2022 to 2017",11
844391,844391,"n:1","2022 to 2017",11
844399,844399,"n:1","2022 to 2017",11
844400,844400,"n:1","2022 to 2017",11
844511,844511,"n:1","2022 to 2017",11
844512,844512,"n:1","2022 to 2017",11
844513,844513,"n:1","2022 to 2017",11
844519,844519,"n:1","2022 to 2017",11
844520,844520,"n:1","2022 to 2017",11
844530,844530,"n:1","2022 to 2017",11
844540,844540,"n:1","2022 to 2017",11
844590,844590,"n:1","2022 to 2017",11
844610,844610,"n:1","2022 to 2017",11
844621,844621,"n:1","2022 to 2017",11
844629,844629,"n:1","2022 to 2017",11
844630,844630,"n:1","2022 to 2017",11
844711,844711,"n:1","2022 to 2017",11
844712,844712,"n:1","2022 to 2017",11
844720,844720,"n:1","2022 to 2017",11
844790,844790,"n:1","2022 to 2017",11
844811,844811,"n:1","2022 to 2017",11
844819,844819,"n:1","2022 to 2017",11
844820,844820,"n:1","2022 to 2017",11
844831,844831,"n:1","2022 to 2017",11
844832,844832,"n:1","2022 to 2017",11
844833,844833,"n:1","2022 to 2017",11
844839,844839,"n:1","2022 to 2017",11
844842,844842,"n:1","2022 to 2017",11
844849,844849,"n:1","2022 to 2017",11
844851,844851,"n:1","2022 to 2017",11
844859,844859,"n:1","2022 to 2017",11
844900,844900,"n:1","2022 to 2017",11
845011,845011,"n:1","2022 to 2017",11
845012,845012,"n:1","2022 to 2017",11
845019,845019,"n:1","2022 to 2017",11
845020,845020,"n:1","2022 to 2017",11
845090,845090,"n:1","2022 to 2017",11
845110,845110,"n:1","2022 to 2017",11
845121,845121,"n:1","2022 to 2017",11
845129,845129,"n:1","2022 to 2017",11
845130,845130,"n:1","2022 to 2017",11
845140,845140,"n:1","2022 to 2017",11
845150,845150,"n:1","2022 to 2017",11
845180,845180,"n:1","2022 to 2017",11
845190,845190,"n:1","2022 to 2017",11
845210,845210,"n:1","2022 to 2017",11
845221,845221,"n:1","2022 to 2017",11
845229,845229,"n:1","2022 to 2017",11
845230,845230,"n:1","2022 to 2017",11
845290,845290,"n:1","2022 to 2017",11
845310,845310,"n:1","2022 to 2017",11
845320,845320,"n:1","2022 to 2017",11
845380,845380,"n:1","2022 to 2017",11
845390,845390,"n:1","2022 to 2017",11
845410,845410,"n:1","2022 to 2017",11
845420,845420,"n:1","2022 to 2017",11
845430,845430,"n:1","2022 to 2017",11
845490,845490,"n:1","2022 to 2017",11
845510,845510,"n:1","2022 to 2017",11
845521,845521,"n:1","2022 to 2017",11
845522,845522,"n:1","2022 to 2017",11
845530,845530,"n:1","2022 to 2017",11
845590,845590,"n:1","2022 to 2017",11
845611,845611,"n:1","2022 to 2017",11
845612,845612,"n:1","2022 to 2017",11
845620,845620,"n:1","2022 to 2017",11
845630,845630,"n:1","2022 to 2017",11
845640,845640,"n:1","2022 to 2017",11
845650,845650,"n:1","2022 to 2017",11
845690,845690,"n:1","2022 to 2017",11
845710,845710,"n:1","2022 to 2017",11
845720,845720,"n:1","2022 to 2017",11
845730,845730,"n:1","2022 to 2017",11
845811,845811,"n:1","2022 to 2017",11
845819,845819,"n:1","2022 to 2017",11
845891,845891,"n:1","2022 to 2017",11
845899,845899,"n:1","2022 to 2017",11
845910,845910,"n:1","2022 to 2017",11
845921,845921,"n:1","2022 to 2017",11
845929,845929,"n:1","2022 to 2017",11
845931,845931,"n:1","2022 to 2017",11
845939,845939,"n:1","2022 to 2017",11
845941,845941,"n:1","2022 to 2017",11
845949,845949,"n:1","2022 to 2017",11
845951,845951,"n:1","2022 to 2017",11
845959,845959,"n:1","2022 to 2017",11
845961,845961,"n:1","2022 to 2017",11
845969,845969,"n:1","2022 to 2017",11
845970,845970,"n:1","2022 to 2017",11
846012,846012,"n:1","2022 to 2017",11
846019,846019,"n:1","2022 to 2017",11
846022,846022,"n:1","2022 to 2017",11
846023,846023,"n:1","2022 to 2017",11
846024,846024,"n:1","2022 to 2017",11
846029,846029,"n:1","2022 to 2017",11
846031,846031,"n:1","2022 to 2017",11
846039,846039,"n:1","2022 to 2017",11
846040,846040,"n:1","2022 to 2017",11
846090,846090,"n:1","2022 to 2017",11
846120,846120,"n:1","2022 to 2017",11
846130,846130,"n:1","2022 to 2017",11
846140,846140,"n:1","2022 to 2017",11
846150,846150,"n:1","2022 to 2017",11
846190,846190,"n:1","2022 to 2017",11
846211,846210,"n:1","2022 to 2017",11
846219,846210,"n:1","2022 to 2017",11
846222,846221,"n:n","2022 to 2017",11
846222,846229,"n:n","2022 to 2017",11
846223,846221,"n:1","2022 to 2017",11
846224,846221,"n:1","2022 to 2017",11
846225,846221,"n:1","2022 to 2017",11
846226,846221,"n:1","2022 to 2017",11
846229,846221,"n:n","2022 to 2017",11
846229,846229,"n:n","2022 to 2017",11
846232,846231,"n:n","2022 to 2017",11
846232,846239,"n:n","2022 to 2017",11
846233,846231,"n:1","2022 to 2017",11
846239,846239,"n:1","2022 to 2017",11
846242,846241,"n:n","2022 to 2017",11
846242,846299,"n:n","2022 to 2017",11
846249,846249,"n:n","2022 to 2017",11
846249,846299,"n:n","2022 to 2017",11
846251,846210,"n:n","2022 to 2017",11
846251,846221,"n:n","2022 to 2017",11
846251,846231,"n:n","2022 to 2017",11
846251,846241,"n:n","2022 to 2017",11
846259,846210,"n:n","2022 to 2017",11
846259,846229,"n:n","2022 to 2017",11
846259,846239,"n:n","2022 to 2017",11
846259,846249,"n:n","2022 to 2017",11
846261,846210,"n:n","2022 to 2017",11
846261,846221,"n:n","2022 to 2017",11
846261,846229,"n:n","2022 to 2017",11
846261,846231,"n:n","2022 to 2017",11
846261,846239,"n:n","2022 to 2017",11
846261,846241,"n:n","2022 to 2017",11
846261,846249,"n:n","2022 to 2017",11
846261,846291,"n:n","2022 to 2017",11
846262,846210,"n:n","2022 to 2017",11
846262,846221,"n:n","2022 to 2017",11
846262,846229,"n:n","2022 to 2017",11
846262,846231,"n:n","2022 to 2017",11
846262,846239,"n:n","2022 to 2017",11
846262,846241,"n:n","2022 to 2017",11
846262,846249,"n:n","2022 to 2017",11
846262,846299,"n:n","2022 to 2017",11
846263,846210,"n:n","2022 to 2017",11
846263,846221,"n:n","2022 to 2017",11
846263,846229,"n:n","2022 to 2017",11
846263,846231,"n:n","2022 to 2017",11
846263,846239,"n:n","2022 to 2017",11
846263,846241,"n:n","2022 to 2017",11
846263,846249,"n:n","2022 to 2017",11
846263,846299,"n:n","2022 to 2017",11
846269,846210,"n:n","2022 to 2017",11
846269,846221,"n:n","2022 to 2017",11
846269,846229,"n:n","2022 to 2017",11
846269,846231,"n:n","2022 to 2017",11
846269,846239,"n:n","2022 to 2017",11
846269,846241,"n:n","2022 to 2017",11
846269,846249,"n:n","2022 to 2017",11
846269,846299,"n:n","2022 to 2017",11
846290,846210,"n:n","2022 to 2017",11
846290,846221,"n:n","2022 to 2017",11
846290,846229,"n:n","2022 to 2017",11
846290,846231,"n:n","2022 to 2017",11
846290,846239,"n:n","2022 to 2017",11
846290,846241,"n:n","2022 to 2017",11
846290,846249,"n:n","2022 to 2017",11
846290,846291,"n:n","2022 to 2017",11
846290,846299,"n:n","2022 to 2017",11
846310,846310,"n:1","2022 to 2017",11
846320,846320,"n:1","2022 to 2017",11
846330,846330,"n:1","2022 to 2017",11
846390,846390,"n:1","2022 to 2017",11
846410,846410,"n:1","2022 to 2017",11
846420,846420,"n:1","2022 to 2017",11
846490,846490,"n:1","2022 to 2017",11
846510,846510,"n:1","2022 to 2017",11
846520,846520,"n:1","2022 to 2017",11
846591,846591,"n:1","2022 to 2017",11
846592,846592,"n:1","2022 to 2017",11
846593,846593,"n:1","2022 to 2017",11
846594,846594,"n:1","2022 to 2017",11
846595,846595,"n:1","2022 to 2017",11
846596,846596,"n:1","2022 to 2017",11
846599,846599,"n:1","2022 to 2017",11
846610,846610,"n:1","2022 to 2017",11
846620,846620,"n:1","2022 to 2017",11
846630,846630,"n:1","2022 to 2017",11
846691,846691,"n:1","2022 to 2017",11
846692,846692,"n:1","2022 to 2017",11
846693,846693,"n:1","2022 to 2017",11
846694,846694,"n:1","2022 to 2017",11
846711,846711,"n:1","2022 to 2017",11
846719,846719,"n:1","2022 to 2017",11
846721,846721,"n:1","2022 to 2017",11
846722,846722,"n:1","2022 to 2017",11
846729,846729,"n:1","2022 to 2017",11
846781,846781,"n:1","2022 to 2017",11
846789,846789,"n:1","2022 to 2017",11
846791,846791,"n:1","2022 to 2017",11
846792,846792,"n:1","2022 to 2017",11
846799,846799,"n:1","2022 to 2017",11
846810,846810,"n:1","2022 to 2017",11
846820,846820,"n:1","2022 to 2017",11
846880,846880,"n:1","2022 to 2017",11
846890,846890,"n:1","2022 to 2017",11
847010,847010,"n:1","2022 to 2017",11
847021,847021,"n:1","2022 to 2017",11
847029,847029,"n:1","2022 to 2017",11
847030,847030,"n:1","2022 to 2017",11
847050,847050,"n:1","2022 to 2017",11
847090,847090,"n:1","2022 to 2017",11
847130,847130,"n:1","2022 to 2017",11
847141,847141,"n:1","2022 to 2017",11
847149,847149,"n:1","2022 to 2017",11
847150,847150,"n:1","2022 to 2017",11
847160,847160,"n:1","2022 to 2017",11
847170,847170,"n:1","2022 to 2017",11
847180,847180,"n:1","2022 to 2017",11
847190,847190,"n:1","2022 to 2017",11
847210,847210,"n:1","2022 to 2017",11
847230,847230,"n:1","2022 to 2017",11
847290,847290,"n:1","2022 to 2017",11
847321,847321,"n:1","2022 to 2017",11
847329,847329,"n:1","2022 to 2017",11
847330,847330,"n:1","2022 to 2017",11
847340,847340,"n:1","2022 to 2017",11
847350,847350,"n:1","2022 to 2017",11
847410,847410,"n:1","2022 to 2017",11
847420,847420,"n:1","2022 to 2017",11
847431,847431,"n:1","2022 to 2017",11
847432,847432,"n:1","2022 to 2017",11
847439,847439,"n:1","2022 to 2017",11
847480,847480,"n:1","2022 to 2017",11
847490,847490,"n:1","2022 to 2017",11
847510,847510,"n:1","2022 to 2017",11
847521,847521,"n:1","2022 to 2017",11
847529,847529,"n:1","2022 to 2017",11
847590,847590,"n:1","2022 to 2017",11
847621,847621,"n:1","2022 to 2017",11
847629,847629,"n:1","2022 to 2017",11
847681,847681,"n:1","2022 to 2017",11
847689,847689,"n:1","2022 to 2017",11
847690,847690,"n:1","2022 to 2017",11
847710,847710,"n:1","2022 to 2017",11
847720,847720,"n:1","2022 to 2017",11
847730,847730,"n:1","2022 to 2017",11
847740,847740,"n:1","2022 to 2017",11
847751,847751,"n:1","2022 to 2017",11
847759,847759,"n:1","2022 to 2017",11
847780,847780,"n:1","2022 to 2017",11
847790,847790,"n:1","2022 to 2017",11
847810,847810,"n:1","2022 to 2017",11
847890,847890,"n:1","2022 to 2017",11
847910,847910,"n:1","2022 to 2017",11
847920,843880,"n:n","2022 to 2017",11
847920,847920,"n:n","2022 to 2017",11
847930,847930,"n:1","2022 to 2017",11
847940,847940,"n:1","2022 to 2017",11
847950,847950,"n:1","2022 to 2017",11
847960,847960,"n:1","2022 to 2017",11
847971,847971,"n:1","2022 to 2017",11
847979,847979,"n:1","2022 to 2017",11
847981,847981,"n:1","2022 to 2017",11
847982,847982,"n:1","2022 to 2017",11
847983,847981,"n:n","2022 to 2017",11
847983,847989,"n:n","2022 to 2017",11
847989,847989,"n:1","2022 to 2017",11
847990,847990,"n:1","2022 to 2017",11
848010,848010,"n:1","2022 to 2017",11
848020,848020,"n:1","2022 to 2017",11
848030,848030,"n:1","2022 to 2017",11
848041,848041,"n:1","2022 to 2017",11
848049,848049,"n:1","2022 to 2017",11
848050,848050,"n:1","2022 to 2017",11
848060,848060,"n:1","2022 to 2017",11
848071,848071,"n:1","2022 to 2017",11
848079,848079,"n:1","2022 to 2017",11
848110,848110,"n:1","2022 to 2017",11
848120,848120,"n:1","2022 to 2017",11
848130,848130,"n:1","2022 to 2017",11
848140,848140,"n:1","2022 to 2017",11
848180,848180,"n:1","2022 to 2017",11
848190,848190,"n:1","2022 to 2017",11
848210,848210,"n:1","2022 to 2017",11
848220,848220,"n:1","2022 to 2017",11
848230,848230,"n:1","2022 to 2017",11
848240,848240,"n:1","2022 to 2017",11
848250,848250,"n:1","2022 to 2017",11
848280,848280,"n:1","2022 to 2017",11
848291,848291,"n:1","2022 to 2017",11
848299,848299,"n:1","2022 to 2017",11
848310,848310,"n:1","2022 to 2017",11
848320,848320,"n:1","2022 to 2017",11
848330,848330,"n:1","2022 to 2017",11
848340,848340,"n:1","2022 to 2017",11
848350,848350,"n:1","2022 to 2017",11
848360,848360,"n:1","2022 to 2017",11
848390,848390,"n:1","2022 to 2017",11
848410,848410,"n:1","2022 to 2017",11
848420,848420,"n:1","2022 to 2017",11
848490,848490,"n:1","2022 to 2017",11
848510,846390,"n:1","2022 to 2017",11
848520,847780,"n:1","2022 to 2017",11
848530,847529,"n:n","2022 to 2017",11
848530,847989,"n:n","2022 to 2017",11
848580,844180,"n:n","2022 to 2017",11
848580,846599,"n:n","2022 to 2017",11
848580,847989,"n:n","2022 to 2017",11
848590,846694,"n:n","2022 to 2017",11
848590,847590,"n:n","2022 to 2017",11
848590,847790,"n:n","2022 to 2017",11
848590,847990,"n:n","2022 to 2017",11
848610,848610,"n:1","2022 to 2017",11
848620,848620,"n:1","2022 to 2017",11
848630,848630,"n:1","2022 to 2017",11
848640,848640,"n:1","2022 to 2017",11
848690,848690,"n:1","2022 to 2017",11
848710,848710,"n:1","2022 to 2017",11
848790,848790,"n:1","2022 to 2017",11
850110,850110,"n:1","2022 to 2017",11
850120,850120,"n:1","2022 to 2017",11
850131,850131,"n:1","2022 to 2017",11
850132,850132,"n:1","2022 to 2017",11
850133,850133,"n:1","2022 to 2017",11
850134,850134,"n:1","2022 to 2017",11
850140,850140,"n:1","2022 to 2017",11
850151,850151,"n:1","2022 to 2017",11
850152,850152,"n:1","2022 to 2017",11
850153,850153,"n:1","2022 to 2017",11
850161,850161,"n:1","2022 to 2017",11
850162,850162,"n:1","2022 to 2017",11
850163,850163,"n:1","2022 to 2017",11
850164,850164,"n:1","2022 to 2017",11
850171,850131,"n:1","2022 to 2017",11
850172,850131,"n:n","2022 to 2017",11
850172,850132,"n:n","2022 to 2017",11
850172,850133,"n:n","2022 to 2017",11
850172,850134,"n:n","2022 to 2017",11
850180,850161,"n:n","2022 to 2017",11
850180,850162,"n:n","2022 to 2017",11
850180,850163,"n:n","2022 to 2017",11
850180,850164,"n:n","2022 to 2017",11
850211,850211,"n:1","2022 to 2017",11
850212,850212,"n:1","2022 to 2017",11
850213,850213,"n:1","2022 to 2017",11
850220,850220,"n:1","2022 to 2017",11
850231,850231,"n:1","2022 to 2017",11
850239,850239,"n:1","2022 to 2017",11
850240,850240,"n:1","2022 to 2017",11
850300,850300,"n:1","2022 to 2017",11
850410,850410,"n:1","2022 to 2017",11
850421,850421,"n:1","2022 to 2017",11
850422,850422,"n:1","2022 to 2017",11
850423,850423,"n:1","2022 to 2017",11
850431,850431,"n:1","2022 to 2017",11
850432,850432,"n:1","2022 to 2017",11
850433,850433,"n:1","2022 to 2017",11
850434,850434,"n:1","2022 to 2017",11
850440,850440,"n:1","2022 to 2017",11
850450,850450,"n:1","2022 to 2017",11
850490,850490,"n:1","2022 to 2017",11
850511,850511,"n:1","2022 to 2017",11
850519,850519,"n:1","2022 to 2017",11
850520,850520,"n:1","2022 to 2017",11
850590,850590,"n:1","2022 to 2017",11
850610,850610,"n:1","2022 to 2017",11
850630,850630,"n:1","2022 to 2017",11
850640,850640,"n:1","2022 to 2017",11
850650,850650,"n:1","2022 to 2017",11
850660,850660,"n:1","2022 to 2017",11
850680,850680,"n:1","2022 to 2017",11
850690,850690,"n:1","2022 to 2017",11
850710,850710,"n:1","2022 to 2017",11
850720,850720,"n:1","2022 to 2017",11
850730,850730,"n:1","2022 to 2017",11
850750,850750,"n:1","2022 to 2017",11
850760,850760,"n:1","2022 to 2017",11
850780,850740,"n:n","2022 to 2017",11
850780,850780,"n:n","2022 to 2017",11
850790,850790,"n:1","2022 to 2017",11
850811,850811,"n:1","2022 to 2017",11
850819,850819,"n:1","2022 to 2017",11
850860,850860,"n:1","2022 to 2017",11
850870,850870,"n:1","2022 to 2017",11
850940,850940,"n:1","2022 to 2017",11
850980,850980,"n:1","2022 to 2017",11
850990,850990,"n:1","2022 to 2017",11
851010,851010,"n:1","2022 to 2017",11
851020,851020,"n:1","2022 to 2017",11
851030,851030,"n:1","2022 to 2017",11
851090,851090,"n:1","2022 to 2017",11
851110,851110,"n:1","2022 to 2017",11
851120,851120,"n:1","2022 to 2017",11
851130,851130,"n:1","2022 to 2017",11
851140,851140,"n:1","2022 to 2017",11
851150,851150,"n:1","2022 to 2017",11
851180,851180,"n:1","2022 to 2017",11
851190,851190,"n:1","2022 to 2017",11
851210,851210,"n:1","2022 to 2017",11
851220,851220,"n:1","2022 to 2017",11
851230,851230,"n:1","2022 to 2017",11
851240,851240,"n:1","2022 to 2017",11
851290,851290,"n:1","2022 to 2017",11
851310,851310,"n:1","2022 to 2017",11
851390,851390,"n:1","2022 to 2017",11
851411,851410,"n:1","2022 to 2017",11
851419,851410,"n:1","2022 to 2017",11
851420,851420,"n:1","2022 to 2017",11
851431,851430,"n:1","2022 to 2017",11
851432,851430,"n:1","2022 to 2017",11
851439,851430,"n:1","2022 to 2017",11
851440,851440,"n:1","2022 to 2017",11
851490,851490,"n:1","2022 to 2017",11
851511,851511,"n:1","2022 to 2017",11
851519,851519,"n:1","2022 to 2017",11
851521,851521,"n:1","2022 to 2017",11
851529,851529,"n:1","2022 to 2017",11
851531,851531,"n:1","2022 to 2017",11
851539,851539,"n:1","2022 to 2017",11
851580,851580,"n:1","2022 to 2017",11
851590,851590,"n:1","2022 to 2017",11
851610,851610,"n:1","2022 to 2017",11
851621,851621,"n:1","2022 to 2017",11
851629,851629,"n:1","2022 to 2017",11
851631,851631,"n:1","2022 to 2017",11
851632,851632,"n:1","2022 to 2017",11
851633,851633,"n:1","2022 to 2017",11
851640,851640,"n:1","2022 to 2017",11
851650,851650,"n:1","2022 to 2017",11
851660,851660,"n:1","2022 to 2017",11
851671,851671,"n:1","2022 to 2017",11
851672,851672,"n:1","2022 to 2017",11
851679,851679,"n:1","2022 to 2017",11
851680,851680,"n:1","2022 to 2017",11
851690,851690,"n:1","2022 to 2017",11
851711,851711,"n:1","2022 to 2017",11
851713,851712,"n:1","2022 to 2017",11
851714,851712,"n:1","2022 to 2017",11
851718,851718,"n:1","2022 to 2017",11
851761,851761,"n:1","2022 to 2017",11
851762,851762,"n:1","2022 to 2017",11
851769,851769,"n:1","2022 to 2017",11
851771,851770,"n:1","2022 to 2017",11
851779,851770,"n:1","2022 to 2017",11
851810,851810,"n:1","2022 to 2017",11
851821,851821,"n:1","2022 to 2017",11
851822,851822,"n:1","2022 to 2017",11
851829,851829,"n:1","2022 to 2017",11
851830,851830,"n:1","2022 to 2017",11
851840,851840,"n:1","2022 to 2017",11
851850,851850,"n:1","2022 to 2017",11
851890,851890,"n:1","2022 to 2017",11
851920,851920,"n:1","2022 to 2017",11
851930,851930,"n:1","2022 to 2017",11
851981,851950,"n:n","2022 to 2017",11
851981,851981,"n:n","2022 to 2017",11
851989,851989,"n:1","2022 to 2017",11
852110,852110,"n:1","2022 to 2017",11
