code.after,code.before,Relationship,adjustment
871640,871640,n:1,2022 to 2017
871680,871680,n:1,2022 to 2017
871690,871690,n:1,2022 to 2017
880100,880100,1:1,2022 to 2017
880211,880211,n:1,2022 to 2017
880212,880212,n:1,2022 to 2017
880220,880220,n:1,2022 to 2017
880230,880230,n:1,2022 to 2017
880240,880240,n:1,2022 to 2017
880260,880260,1:1,2022 to 2017
880400,880400,1:1,2022 to 2017
880510,880510,n:1,2022 to 2017
880521,880521,n:1,2022 to 2017
880529,880529,n:1,2022 to 2017
880610,880211,n:n,2022 to 2017
880610,880212,n:n,2022 to 2017
880610,880220,n:n,2022 to 2017
880610,880230,n:n,2022 to 2017
880610,880240,n:n,2022 to 2017
880621,852580,n:n,2022 to 2017
880621,880211,n:n,2022 to 2017
880621,880220,n:n,2022 to 2017
880622,852580,n:n,2022 to 2017
880622,880211,n:n,2022 to 2017
880622,880220,n:n,2022 to 2017
880623,852580,n:n,2022 to 2017
880623,880211,n:n,2022 to 2017
880623,880220,n:n,2022 to 2017
880624,852580,n:n,2022 to 2017
880624,880211,n:n,2022 to 2017
880624,880220,n:n,2022 to 2017
880629,852580,n:n,2022 to 2017
880629,880211,n:n,2022 to 2017
880629,880212,n:n,2022 to 2017
880629,880220,n:n,2022 to 2017
880629,880230,n:n,2022 to 2017
880629,880240,n:n,2022 to 2017
880691,852580,n:n,2022 to 2017
880691,880211,n:n,2022 to 2017
880691,880220,n:n,2022 to 2017
880692,852580,n:n,2022 to 2017
880692,880211,n:n,2022 to 2017
880692,880220,n:n,2022 to 2017
880693,852580,n:n,2022 to 2017
880693,880211,n:n,2022 to 2017
880693,880220,n:n,2022 to 2017
880694,852580,n:n,2022 to 2017
880694,880211,n:n,2022 to 2017
880694,880220,n:n,2022 to 2017
880699,852580,n:n,2022 to 2017
880699,880211,n:n,2022 to 2017
880699,880212,n:n,2022 to 2017
880699,880220,n:n,2022 to 2017
880699,880230,n:n,2022 to 2017
880699,880240,n:n,2022 to 2017
880710,880310,n:1,2022 to 2017
880720,880320,n:1,2022 to 2017
880730,880330,n:1,2022 to 2017
880790,880390,n:1,2022 to 2017
890110,890110,1:1,2022 to 2017
890120,890120,1:1,2022 to 2017
890130,890130,1:1,2022 to 2017
890190,890190,1:1,2022 to 2017
890200,890200,1:1,2022 to 2017
890311,890310,n:1,2022 to 2017
890312,890310,n:1,2022 to 2017
890319,890310,n:1,2022 to 2017
890321,890391,n:1,2022 to 2017
890322,890391,n:1,2022 to 2017
890323,890391,n:1,2022 to 2017
890331,890392,n:1,2022 to 2017
890332,890392,n:1,2022 to 2017
890333,890392,n:1,2022 to 2017
890393,890399,n:1,2022 to 2017
890399,890399,n:1,2022 to 2017
890400,890400,1:1,2022 to 2017
890510,890510,1:1,2022 to 2017
890520,890520,1:1,2022 to 2017
890590,890590,1:1,2022 to 2017
890610,890610,1:1,2022 to 2017
890690,890690,1:1,2022 to 2017
890710,890710,1:1,2022 to 2017
890790,890790,1:1,2022 to 2017
890800,890800,1:1,2022 to 2017
900110,900110,n:1,2022 to 2017
900120,900120,n:1,2022 to 2017
900130,900130,n:1,2022 to 2017
900140,900140,n:1,2022 to 2017
900150,900150,n:1,2022 to 2017
900190,900190,n:1,2022 to 2017
900211,900211,n:1,2022 to 2017
900219,900219,n:1,2022 to 2017
900220,900220,n:1,2022 to 2017
900290,900290,n:1,2022 to 2017
900311,900311,n:1,2022 to 2017
900319,900319,n:1,2022 to 2017
900390,900390,n:1,2022 to 2017
900410,900410,n:1,2022 to 2017
900490,900490,n:1,2022 to 2017
900510,900510,n:1,2022 to 2017
900580,900580,n:1,2022 to 2017
900590,900590,n:1,2022 to 2017
900630,900630,n:1,2022 to 2017
900640,900640,n:1,2022 to 2017
900653,900651,n:n,2022 to 2017
900653,900653,n:n,2022 to 2017
900659,900651,n:n,2022 to 2017
900659,900652,n:n,2022 to 2017
900659,900659,n:n,2022 to 2017
900661,900661,n:1,2022 to 2017
900669,900669,n:1,2022 to 2017
900691,900691,n:1,2022 to 2017
900699,900699,n:1,2022 to 2017
900710,900710,n:1,2022 to 2017
900720,900720,n:1,2022 to 2017
900791,900791,n:1,2022 to 2017
900792,900792,n:1,2022 to 2017
900850,900850,n:1,2022 to 2017
900890,900890,n:1,2022 to 2017
901010,901010,n:1,2022 to 2017
901050,901050,n:1,2022 to 2017
901060,901060,n:1,2022 to 2017
901090,901090,n:1,2022 to 2017
901110,901110,n:1,2022 to 2017
901120,901120,n:1,2022 to 2017
901180,901180,n:1,2022 to 2017
901190,901190,n:1,2022 to 2017
901210,901210,n:1,2022 to 2017
901290,901290,n:1,2022 to 2017
901310,901310,n:1,2022 to 2017
901320,901320,n:1,2022 to 2017
901380,901380,n:1,2022 to 2017
901390,901390,n:1,2022 to 2017
901410,901410,n:1,2022 to 2017
901420,901420,n:1,2022 to 2017
901480,901480,n:1,2022 to 2017
901490,901490,n:1,2022 to 2017
901510,901510,n:1,2022 to 2017
901520,901520,n:1,2022 to 2017
901530,901530,n:1,2022 to 2017
901540,901540,n:1,2022 to 2017
901580,901580,n:1,2022 to 2017
901590,901590,n:1,2022 to 2017
901600,901600,n:1,2022 to 2017
901710,901710,n:1,2022 to 2017
901720,901720,n:1,2022 to 2017
901730,901730,n:1,2022 to 2017
901780,901780,n:1,2022 to 2017
901790,901790,n:1,2022 to 2017
901811,901811,n:1,2022 to 2017
901812,901812,n:1,2022 to 2017
901813,901813,n:1,2022 to 2017
901814,901814,n:1,2022 to 2017
901819,901819,n:1,2022 to 2017
901820,901820,n:1,2022 to 2017
901831,901831,n:1,2022 to 2017
901832,901832,n:1,2022 to 2017
901839,901839,n:1,2022 to 2017
901841,901841,n:1,2022 to 2017
901849,901849,n:1,2022 to 2017
901850,901850,n:1,2022 to 2017
901890,901890,n:1,2022 to 2017
901910,901910,n:1,2022 to 2017
901920,901920,n:1,2022 to 2017
902000,902000,n:1,2022 to 2017
902110,731700,n:n,2022 to 2017
902110,731814,n:n,2022 to 2017
902110,731815,n:n,2022 to 2017
902110,731816,n:n,2022 to 2017
902110,731819,n:n,2022 to 2017
902110,731822,n:n,2022 to 2017
902110,731824,n:n,2022 to 2017
902110,731829,n:n,2022 to 2017
902110,810890,n:n,2022 to 2017
902110,902110,n:n,2022 to 2017
902121,902121,n:1,2022 to 2017
902129,731700,n:n,2022 to 2017
902129,731814,n:n,2022 to 2017
902129,731815,n:n,2022 to 2017
902129,731816,n:n,2022 to 2017
902129,731819,n:n,2022 to 2017
902129,731822,n:n,2022 to 2017
902129,731824,n:n,2022 to 2017
902129,731829,n:n,2022 to 2017
902129,810890,n:n,2022 to 2017
902129,902129,n:n,2022 to 2017
902131,902131,n:1,2022 to 2017
902139,902139,n:1,2022 to 2017
902140,902140,n:1,2022 to 2017
902150,902150,n:1,2022 to 2017
902190,902190,n:1,2022 to 2017
902212,902212,n:1,2022 to 2017
902213,902213,n:1,2022 to 2017
902214,902214,n:1,2022 to 2017
902219,902219,n:1,2022 to 2017
902221,901890,n:n,2022 to 2017
902221,902221,n:n,2022 to 2017
902229,901890,n:n,2022 to 2017
902229,902229,n:n,2022 to 2017
902230,902230,n:1,2022 to 2017
902290,902290,n:1,2022 to 2017
902300,902300,n:1,2022 to 2017
902410,902410,n:1,2022 to 2017
902480,902480,n:1,2022 to 2017
902490,902490,n:1,2022 to 2017
902511,902511,n:1,2022 to 2017
902519,902519,n:1,2022 to 2017
902580,902580,n:1,2022 to 2017
902590,902590,n:1,2022 to 2017
902610,902610,n:1,2022 to 2017
902620,902620,n:1,2022 to 2017
902680,902680,n:1,2022 to 2017
902690,902690,n:1,2022 to 2017
902710,902710,n:1,2022 to 2017
902720,902720,n:1,2022 to 2017
902730,902730,n:1,2022 to 2017
902750,902750,n:1,2022 to 2017
902781,902780,n:1,2022 to 2017
902789,902780,n:1,2022 to 2017
902790,902790,n:1,2022 to 2017
902810,902810,n:1,2022 to 2017
902820,902820,n:1,2022 to 2017
902830,902830,n:1,2022 to 2017
902890,902890,n:1,2022 to 2017
902910,902910,n:1,2022 to 2017
902920,902920,n:1,2022 to 2017
902990,902990,n:1,2022 to 2017
903010,903010,n:1,2022 to 2017
903020,903020,n:1,2022 to 2017
903031,903031,n:1,2022 to 2017
903032,903032,n:1,2022 to 2017
903033,903033,n:1,2022 to 2017
903039,903039,n:1,2022 to 2017
903040,903040,n:1,2022 to 2017
903082,903082,n:1,2022 to 2017
903084,903084,n:1,2022 to 2017
903089,903089,n:1,2022 to 2017
903090,903090,n:1,2022 to 2017
903110,903110,n:1,2022 to 2017
903120,903120,n:1,2022 to 2017
903141,903141,n:1,2022 to 2017
903149,903149,n:1,2022 to 2017
903180,903180,n:1,2022 to 2017
903190,903190,n:1,2022 to 2017
903210,903210,n:1,2022 to 2017
903220,903220,n:1,2022 to 2017
903281,903281,n:1,2022 to 2017
903289,903289,n:1,2022 to 2017
903290,903290,n:1,2022 to 2017
903300,903300,n:1,2022 to 2017
910111,910111,n:1,2022 to 2017
910119,910119,n:1,2022 to 2017
910121,910121,n:1,2022 to 2017
910129,910129,n:1,2022 to 2017
910191,910191,n:1,2022 to 2017
910199,910199,n:1,2022 to 2017
910211,910211,n:1,2022 to 2017
910212,910212,n:1,2022 to 2017
910219,910219,n:1,2022 to 2017
910221,910221,n:1,2022 to 2017
910229,910229,n:1,2022 to 2017
910291,910291,n:1,2022 to 2017
910299,910299,n:1,2022 to 2017
910310,910310,n:1,2022 to 2017
910390,910390,n:1,2022 to 2017
910400,910400,n:1,2022 to 2017
910511,910511,n:1,2022 to 2017
910519,910519,n:1,2022 to 2017
910521,910521,n:1,2022 to 2017
910529,910529,n:1,2022 to 2017
910591,910591,n:1,2022 to 2017
910599,910599,n:1,2022 to 2017
910610,910610,n:1,2022 to 2017
910690,910690,n:1,2022 to 2017
910700,910700,n:1,2022 to 2017
910811,910811,n:1,2022 to 2017
910812,910812,n:1,2022 to 2017
910819,910819,n:1,2022 to 2017
910820,910820,n:1,2022 to 2017
910890,910890,n:1,2022 to 2017
910910,910910,n:1,2022 to 2017
910990,910990,n:1,2022 to 2017
911011,911011,n:1,2022 to 2017
911012,911012,n:1,2022 to 2017
911019,911019,n:1,2022 to 2017
911090,911090,n:1,2022 to 2017
911110,911110,n:1,2022 to 2017
911120,911120,n:1,2022 to 2017
911180,911180,n:1,2022 to 2017
911190,911190,n:1,2022 to 2017
911220,911220,n:1,2022 to 2017
911290,911290,n:1,2022 to 2017
911310,911310,n:1,2022 to 2017
911320,911320,n:1,2022 to 2017
911390,911390,n:1,2022 to 2017
911430,911430,n:1,2022 to 2017
911440,911440,n:1,2022 to 2017
911490,911410,n:1,2022 to 2017
920110,920110,1:1,2022 to 2017
920120,920120,1:1,2022 to 2017
920190,920190,1:1,2022 to 2017
920210,920210,1:1,2022 to 2017
920290,920290,1:1,2022 to 2017
920510,920510,1:1,2022 to 2017
920590,920590,1:1,2022 to 2017
920600,920600,1:1,2022 to 2017
920710,920710,1:1,2022 to 2017
920790,920790,1:1,2022 to 2017
920810,920810,1:1,2022 to 2017
920890,920890,1:1,2022 to 2017
920930,920930,1:1,2022 to 2017
920991,920991,1:1,2022 to 2017
920992,920992,1:1,2022 to 2017
920994,920994,1:1,2022 to 2017
920999,920999,1:1,2022 to 2017
930110,930110,1:1,2022 to 2017
930120,930120,1:1,2022 to 2017
930190,930190,1:1,2022 to 2017
930200,930200,1:1,2022 to 2017
930310,930310,1:1,2022 to 2017
930320,930320,1:1,2022 to 2017
930330,930330,1:1,2022 to 2017
930390,930390,1:1,2022 to 2017
930400,930400,1:1,2022 to 2017
930510,930510,n:1,2022 to 2017
930520,930520,n:1,2022 to 2017
930591,930591,n:1,2022 to 2017
930599,930599,n:1,2022 to 2017
930621,930621,n:1,2022 to 2017
930629,930629,n:1,2022 to 2017
930630,930630,n:1,2022 to 2017
930690,930690,n:1,2022 to 2017
930700,930700,1:1,2022 to 2017
940110,940110,1:1,2022 to 2017
940120,940120,1:1,2022 to 2017
940131,940130,n:1,2022 to 2017
940139,940130,n:1,2022 to 2017
940141,940140,n:1,2022 to 2017
940149,940140,n:1,2022 to 2017
940152,940152,1:1,2022 to 2017
940153,940153,1:1,2022 to 2017
940159,940159,1:1,2022 to 2017
940161,940161,1:1,2022 to 2017
940169,940169,1:1,2022 to 2017
940171,940171,1:1,2022 to 2017
940179,940179,1:1,2022 to 2017
940180,940180,1:1,2022 to 2017
940191,940190,n:1,2022 to 2017
940199,940190,n:1,2022 to 2017
940210,940210,1:1,2022 to 2017
940290,940290,1:1,2022 to 2017
940310,940310,1:1,2022 to 2017
940320,940320,1:1,2022 to 2017
940330,940330,1:1,2022 to 2017
940340,940340,1:1,2022 to 2017
940350,940350,1:1,2022 to 2017
940360,940360,1:1,2022 to 2017
940370,940370,1:1,2022 to 2017
940382,940382,1:1,2022 to 2017
940383,940383,1:1,2022 to 2017
940389,940389,1:1,2022 to 2017
940391,940390,n:1,2022 to 2017
940399,940390,n:1,2022 to 2017
940410,940410,1:1,2022 to 2017
940421,940421,1:1,2022 to 2017
940429,940429,1:1,2022 to 2017
940430,940430,1:1,2022 to 2017
940440,940490,n:1,2022 to 2017
940490,940490,n:1,2022 to 2017
940511,940510,n:1,2022 to 2017
940519,940510,n:1,2022 to 2017
940521,940520,n:1,2022 to 2017
940529,940520,n:1,2022 to 2017
940531,940530,n:1,2022 to 2017
940539,940530,n:1,2022 to 2017
940541,940540,n:1,2022 to 2017
940542,940540,n:1,2022 to 2017
940549,940540,n:1,2022 to 2017
940550,940550,1:1,2022 to 2017
940561,940560,n:1,2022 to 2017
940569,940560,n:1,2022 to 2017
940591,940591,1:1,2022 to 2017
940592,940592,1:1,2022 to 2017
940599,940599,n:1,2022 to 2017
940610,940610,1:1,2022 to 2017
940620,940690,n:1,2022 to 2017
940690,940690,n:1,2022 to 2017
950300,950300,n:1,2022 to 2017
950420,950420,n:1,2022 to 2017
950430,950430,n:1,2022 to 2017
950440,950440,n:1,2022 to 2017
950450,950450,n:1,2022 to 2017
950490,950490,n:1,2022 to 2017
950510,950510,n:1,2022 to 2017
950590,950590,n:1,2022 to 2017
950611,950611,n:1,2022 to 2017
950612,950612,n:1,2022 to 2017
950619,950619,n:1,2022 to 2017
950621,950621,n:1,2022 to 2017
950629,950629,n:1,2022 to 2017
950631,950631,n:1,2022 to 2017
950632,950632,n:1,2022 to 2017
950639,950639,n:1,2022 to 2017
950640,950640,n:1,2022 to 2017
950651,950651,n:1,2022 to 2017
950659,950659,n:1,2022 to 2017
950661,950661,n:1,2022 to 2017
950662,950662,n:1,2022 to 2017
950669,950669,n:1,2022 to 2017
950670,950670,n:1,2022 to 2017
950691,950691,n:1,2022 to 2017
950699,950699,n:1,2022 to 2017
950710,950710,n:1,2022 to 2017
950720,950720,n:1,2022 to 2017
950730,950730,n:1,2022 to 2017
950790,950790,n:1,2022 to 2017
950810,950810,n:1,2022 to 2017
950821,950890,n:1,2022 to 2017
950822,950890,n:1,2022 to 2017
950823,950890,n:1,2022 to 2017
950824,950890,n:1,2022 to 2017
950825,950890,n:1,2022 to 2017
950826,950890,n:1,2022 to 2017
950829,950890,n:1,2022 to 2017
950830,950890,n:1,2022 to 2017
950840,950890,n:1,2022 to 2017
960110,960110,1:1,2022 to 2017
960190,960190,1:1,2022 to 2017
960200,960200,1:1,2022 to 2017
960310,960310,1:1,2022 to 2017
960321,960321,1:1,2022 to 2017
960329,960329,1:1,2022 to 2017
960330,960330,1:1,2022 to 2017
960340,960340,1:1,2022 to 2017
960350,960350,1:1,2022 to 2017
960390,960390,1:1,2022 to 2017
960400,960400,1:1,2022 to 2017
960500,960500,1:1,2022 to 2017
960610,960610,1:1,2022 to 2017
960621,960621,1:1,2022 to 2017
960622,960622,1:1,2022 to 2017
960629,960629,1:1,2022 to 2017
960630,960630,1:1,2022 to 2017
960711,960711,1:1,2022 to 2017
960719,960719,1:1,2022 to 2017
960720,960720,1:1,2022 to 2017
960810,960810,1:1,2022 to 2017
960820,960820,1:1,2022 to 2017
960830,960830,1:1,2022 to 2017
960840,960840,1:1,2022 to 2017
960850,960850,1:1,2022 to 2017
960860,960860,1:1,2022 to 2017
960891,960891,1:1,2022 to 2017
960899,960899,1:1,2022 to 2017
960910,960910,1:1,2022 to 2017
960920,960920,1:1,2022 to 2017
960990,960990,1:1,2022 to 2017
961000,961000,1:1,2022 to 2017
961100,961100,1:1,2022 to 2017
961210,961210,1:1,2022 to 2017
961220,961220,1:1,2022 to 2017
961310,961310,1:1,2022 to 2017
961320,961320,1:1,2022 to 2017
961380,961380,1:1,2022 to 2017
961390,961390,1:1,2022 to 2017
961400,961400,1:1,2022 to 2017
961511,961511,1:1,2022 to 2017
961519,961519,1:1,2022 to 2017
961590,961590,1:1,2022 to 2017
961610,961610,1:1,2022 to 2017
961620,961620,1:1,2022 to 2017
961700,961700,1:1,2022 to 2017
961800,961800,1:1,2022 to 2017
961900,961900,1:1,2022 to 2017
962000,962000,1:1,2022 to 2017
970121,970110,n:1,2022 to 2017
970122,970190,n:1,2022 to 2017
970129,970190,n:1,2022 to 2017
970191,970110,n:1,2022 to 2017
970192,970190,n:1,2022 to 2017
970199,970190,n:1,2022 to 2017
970210,970200,n:1,2022 to 2017
970290,970200,n:1,2022 to 2017
970310,970300,n:1,2022 to 2017
970390,970300,n:1,2022 to 2017
970400,970400,1:1,2022 to 2017
970510,970500,n:1,2022 to 2017
970521,970500,n:1,2022 to 2017
970522,970500,n:1,2022 to 2017
970529,970500,n:1,2022 to 2017
970531,970500,n:1,2022 to 2017
970539,970500,n:1,2022 to 2017
970610,970600,n:1,2022 to 2017
970690,970600,n:1,2022 to 2017
999999,999999,1:1,2022 to 2017
10111,00151,n:n,1992 to 1988
10111,00152,n:n,1992 to 1988
10119,00151,n:n,1992 to 1988
10119,00152,n:n,1992 to 1988
10120,00151,n:n,1992 to 1988
10120,00152,n:n,1992 to 1988
10210,00111,1:1,1992 to 1988
10290,00119,1:1,1992 to 1988
10310,00131,1:1,1992 to 1988
10391,00139,n:1,1992 to 1988
10392,00139,n:1,1992 to 1988
10410,00121,1:1,1992 to 1988
10420,00122,1:1,1992 to 1988
10511,00141,n:1,1992 to 1988
10519,00141,n:1,1992 to 1988
10591,00149,n:1,1992 to 1988
10599,00149,n:1,1992 to 1988
10600,0019,1:1,1992 to 1988
20110,01111,n:1,1992 to 1988
20120,01111,n:1,1992 to 1988
20130,01112,1:1,1992 to 1988
20210,01121,n:1,1992 to 1988
20220,01121,n:1,1992 to 1988
20230,01122,1:1,1992 to 1988
20311,01221,n:1,1992 to 1988
20312,01221,n:1,1992 to 1988
20319,01221,n:1,1992 to 1988
20321,01222,n:1,1992 to 1988
20322,01222,n:1,1992 to 1988
20329,01222,n:1,1992 to 1988
20410,01211,n:1,1992 to 1988
20421,01211,n:1,1992 to 1988
20422,01211,n:1,1992 to 1988
20423,01211,n:1,1992 to 1988
20430,01212,n:1,1992 to 1988
20441,01212,n:1,1992 to 1988
20442,01212,n:1,1992 to 1988
20443,01212,n:1,1992 to 1988
20450,01213,1:1,1992 to 1988
20500,0124,1:1,1992 to 1988
20610,01251,1:1,1992 to 1988
20621,01252,n:1,1992 to 1988
20622,01252,n:1,1992 to 1988
20629,01252,n:1,1992 to 1988
20630,01253,1:1,1992 to 1988
20641,01254,n:1,1992 to 1988
20649,01254,n:1,1992 to 1988
20680,01255,1:1,1992 to 1988
20690,01256,1:1,1992 to 1988
20710,01231,1:1,1992 to 1988
20721,01232,n:1,1992 to 1988
20722,01232,n:1,1992 to 1988
20723,01232,n:1,1992 to 1988
20731,01233,1:1,1992 to 1988
20739,01234,1:1,1992 to 1988
20741,01235,n:n,1992 to 1988
20741,01236,n:n,1992 to 1988
20742,01235,n:n,1992 to 1988
20742,01236,n:n,1992 to 1988
20743,01235,n:n,1992 to 1988
20743,01236,n:n,1992 to 1988
20750,01235,n:n,1992 to 1988
20750,01236,n:n,1992 to 1988
20810,01291,1:1,1992 to 1988
20820,01292,n:n,1992 to 1988
20820,01299,n:n,1992 to 1988
20890,01292,n:n,1992 to 1988
20890,01299,n:n,1992 to 1988
20900,41131,1:1,1992 to 1988
21011,01611,1:1,1992 to 1988
21012,01612,1:1,1992 to 1988
21019,01619,1:1,1992 to 1988
21020,01681,1:1,1992 to 1988
21090,01689,1:1,1992 to 1988
30110,03411,n:1,1992 to 1988
30191,03411,n:1,1992 to 1988
30192,03411,n:1,1992 to 1988
30193,03411,n:1,1992 to 1988
30199,03411,n:1,1992 to 1988
30211,03412,n:1,1992 to 1988
30212,03412,n:1,1992 to 1988
30219,03412,n:1,1992 to 1988
30221,03413,n:1,1992 to 1988
30222,03413,n:1,1992 to 1988
30223,03413,n:1,1992 to 1988
30229,03413,n:1,1992 to 1988
30231,03414,n:1,1992 to 1988
30232,03414,n:1,1992 to 1988
30233,03414,n:1,1992 to 1988
30239,03414,n:1,1992 to 1988
30240,03415,n:1,1992 to 1988
30250,03416,1:1,1992 to 1988
30261,03415,n:1,1992 to 1988
30262,03418,n:1,1992 to 1988
30263,03418,n:1,1992 to 1988
30264,03417,1:1,1992 to 1988
30265,03418,n:1,1992 to 1988
30266,03418,n:1,1992 to 1988
30269,03418,n:1,1992 to 1988
30270,03419,1:1,1992 to 1988
30310,03421,n:1,1992 to 1988
30321,03421,n:1,1992 to 1988
30322,03421,n:1,1992 to 1988
30329,03421,n:1,1992 to 1988
30331,03422,n:1,1992 to 1988
30332,03422,n:1,1992 to 1988
30333,03422,n:1,1992 to 1988
30339,03422,n:1,1992 to 1988
30341,03423,n:1,1992 to 1988
30342,03423,n:1,1992 to 1988
30343,03423,n:1,1992 to 1988
30349,03423,n:1,1992 to 1988
30350,03424,n:1,1992 to 1988
30360,03425,1:1,1992 to 1988
30371,03424,n:1,1992 to 1988
30372,03428,n:1,1992 to 1988
30373,03428,n:1,1992 to 1988
30374,03426,1:1,1992 to 1988
30375,03428,n:1,1992 to 1988
30376,03428,n:1,1992 to 1988
30377,03428,n:1,1992 to 1988
30378,03427,1:1,1992 to 1988
30379,03428,n:1,1992 to 1988
30380,03429,1:1,1992 to 1988
30410,03451,1:1,1992 to 1988
30420,0344,1:1,1992 to 1988
30490,03455,1:1,1992 to 1988
30510,0355,1:1,1992 to 1988
30520,0354,1:1,1992 to 1988
30530,03512,1:1,1992 to 1988
30541,0353,n:1,1992 to 1988
30542,0353,n:1,1992 to 1988
30549,0353,n:1,1992 to 1988
30551,03511,1:1,1992 to 1988
30559,03513,1:1,1992 to 1988
30561,03529,n:1,1992 to 1988
30562,03521,1:1,1992 to 1988
30563,03522,1:1,1992 to 1988
30569,03529,n:1,1992 to 1988
30611,03619,n:1,1992 to 1988
30612,03619,n:1,1992 to 1988
30613,03611,1:1,1992 to 1988
30614,03619,n:1,1992 to 1988
30619,03619,n:1,1992 to 1988
30621,0362,n:1,1992 to 1988
30622,0362,n:1,1992 to 1988
30623,0362,n:1,1992 to 1988
30624,0362,n:1,1992 to 1988
30629,0362,n:1,1992 to 1988
30710,03631,1:1,1992 to 1988
30721,03635,n:1,1992 to 1988
30729,03639,n:1,1992 to 1988
30731,03635,n:1,1992 to 1988
30739,03639,n:1,1992 to 1988
30741,03633,n:1,1992 to 1988
30749,03637,n:1,1992 to 1988
30751,03633,n:1,1992 to 1988
30759,03637,n:1,1992 to 1988
30760,01293,1:1,1992 to 1988
30791,03635,n:1,1992 to 1988
30799,03639,n:1,1992 to 1988
40110,02211,1:1,1992 to 1988
40120,02212,1:1,1992 to 1988
40130,02213,1:1,1992 to 1988
40210,02221,1:1,1992 to 1988
40221,02222,n:1,1992 to 1988
40229,02222,n:1,1992 to 1988
40291,02223,1:1,1992 to 1988
40299,02224,1:1,1992 to 1988
40310,02231,1:1,1992 to 1988
40390,02232,1:1,1992 to 1988
40410,02241,1:1,1992 to 1988
40490,02249,1:1,1992 to 1988
40500,0230,n:1,1992 to 1988
40610,02491,1:1,1992 to 1988
40620,0241,1:1,1992 to 1988
40630,0242,1:1,1992 to 1988
40640,0243,1:1,1992 to 1988
40690,02499,1:1,1992 to 1988
40700,0251,1:1,1992 to 1988
40811,02521,n:1,1992 to 1988
40819,02522,n:1,1992 to 1988
40891,02521,n:1,1992 to 1988
40899,02522,n:1,1992 to 1988
40900,0616,1:1,1992 to 1988
41000,09892,1:1,1992 to 1988
50100,29191,1:1,1992 to 1988
50210,29192,n:1,1992 to 1988
50290,29192,n:1,1992 to 1988
50300,26851,n:n,1992 to 1988
50300,29197,n:n,1992 to 1988
50300,29199,n:n,1992 to 1988
50400,29193,1:1,1992 to 1988
50510,29195,n:1,1992 to 1988
50590,29195,n:1,1992 to 1988
50610,29111,n:1,1992 to 1988
50690,29111,n:1,1992 to 1988
50710,29116,n:1,1992 to 1988
50790,29116,n:1,1992 to 1988
50800,29115,1:1,1992 to 1988
50900,26851,n:n,1992 to 1988
50900,29197,n:n,1992 to 1988
50900,29199,n:n,1992 to 1988
51000,29198,1:1,1992 to 1988
51110,29194,1:1,1992 to 1988
51191,29196,1:1,1992 to 1988
51199,26851,n:n,1992 to 1988
51199,29197,n:n,1992 to 1988
51199,29199,n:n,1992 to 1988
60110,29261,n:1,1992 to 1988
60120,29261,n:1,1992 to 1988
60210,29269,n:1,1992 to 1988
60220,29269,n:1,1992 to 1988
60230,29269,n:1,1992 to 1988
60240,29269,n:1,1992 to 1988
60291,29269,n:1,1992 to 1988
60299,29269,n:1,1992 to 1988
60310,29271,n:1,1992 to 1988
60390,29271,n:1,1992 to 1988
60410,29272,n:1,1992 to 1988
60491,29272,n:1,1992 to 1988
60499,29272,n:1,1992 to 1988
70110,0541,n:1,1992 to 1988
70190,0541,n:1,1992 to 1988
70200,0544,1:1,1992 to 1988
70310,05451,1:1,1992 to 1988
70320,05452,n:1,1992 to 1988
70390,05452,n:1,1992 to 1988
70410,05453,n:1,1992 to 1988
70420,05453,n:1,1992 to 1988
70490,05453,n:1,1992 to 1988
70511,05454,n:1,1992 to 1988
70519,05454,n:1,1992 to 1988
70521,05454,n:1,1992 to 1988
70529,05454,n:1,1992 to 1988
70610,05455,n:1,1992 to 1988
70690,05455,n:1,1992 to 1988
70700,05456,1:1,1992 to 1988
70810,05457,n:1,1992 to 1988
70820,05457,n:1,1992 to 1988
70890,05457,n:1,1992 to 1988
70910,05459,n:1,1992 to 1988
70920,05459,n:1,1992 to 1988
70930,05459,n:1,1992 to 1988
70940,05459,n:1,1992 to 1988
70951,05458,n:1,1992 to 1988
70952,05458,n:1,1992 to 1988
70960,05459,n:1,1992 to 1988
70970,05459,n:1,1992 to 1988
70990,05459,n:1,1992 to 1988
71010,05469,n:1,1992 to 1988
71021,05469,n:1,1992 to 1988
71022,05469,n:1,1992 to 1988
71029,05469,n:1,1992 to 1988
71030,05469,n:1,1992 to 1988
71040,05461,1:1,1992 to 1988
71080,05469,n:1,1992 to 1988
71090,05469,n:1,1992 to 1988
71110,0547,n:1,1992 to 1988
71120,0547,n:1,1992 to 1988
71130,0547,n:1,1992 to 1988
71140,0547,n:1,1992 to 1988
71190,0547,n:1,1992 to 1988
71210,05611,n:n,1992 to 1988
71210,05619,n:n,1992 to 1988
71220,05612,1:1,1992 to 1988
71230,05613,1:1,1992 to 1988
71290,05611,n:n,1992 to 1988
71290,05619,n:n,1992 to 1988
71310,05421,1:1,1992 to 1988
71320,05422,1:1,1992 to 1988
71331,05423,n:1,1992 to 1988
71332,05423,n:1,1992 to 1988
71333,05423,n:1,1992 to 1988
71339,05423,n:1,1992 to 1988
71340,05424,1:1,1992 to 1988
71350,05425,1:1,1992 to 1988
71390,05429,1:1,1992 to 1988
71410,05481,n:1,1992 to 1988
71420,05483,n:1,1992 to 1988
71490,05483,n:1,1992 to 1988
